H3A_P_2_6,PhosphorusTreatment
26.0196991,0.0
25.16659927,11.3
46.15579987,0.0
3.495239973,0.0
3.672909975,0.0
43.55099869,0.0
3.619940042,22.5
41.83539963,22.5
35.39030075,0.0
24.95299911,0.0
43.73910141,22.5
68.00219727,22.5
4.200920105,0.0
46.39519882,22.5
28.01399994,11.3
31.00869942,22.5
43.99349976,0.0
26.23959923,0.0
41.33779907,33.8
38.68439865,0.0
38.03089905,0.0
46.97790146,33.8
4.207900047,0.0
54.59899902,0.0
3.813640118,22.5
42.02289963,33.8
4.255740166,0.0
3.644309998,22.5
40.12080002,33.8
34.28770065,0.0
4.119430065,0.0
3.63263011,22.5
35.54059982,0.0
45.50049973,33.8
3.41031003,0.0
31.61190033,0.0
30.02680016,11.3
3.650180101,0.0
3.81223011,11.3
4.334720135,33.8
35.48720169,22.5
4.135290146,0.0
35.88800049,22.5
27.45229912,22.5
3.460170031,11.3
3.854000092,22.5
4.189439774,33.8
29.16279984,0.0
28.76079941,11.3
28.72520065,0.0
4.065410137,11.3
41.79109955,0.0
3.937779903,11.3
4.189400196,0.0
36.53639984,0.0
3.465509892,11.3
28.3579998,11.3
25.9810009,0.0
28.90229988,11.3
29.72999954,11.3
30.29829979,0.0
31.56780052,0.0
28.13979912,22.5
3.648230076,0.0
23.42740059,33.8
24.90340042,0.0
3.482089996,11.3
4.194449902,0.0
40.62509918,33.8
4.153210163,11.3
10.25909996,0.0
4.117630005,11.3
46.88240051,0.0
8.144869804,0.0
40.29470062,33.8
4.087999821,33.8
4.142049789,0.0
26.37739944,0.0
3.705919981,33.8
37.02690125,33.8
4.154729843,11.3
3.612580061,22.5
26.86000061,0.0
24.42959976,0.0
27.54910088,0.0
41.11560059,0.0
47.74269867,0.0
35.88050079,22.5
3.422830105,0.0
36.17259979,0.0
3.663069963,0.0
25.42569923,11.3
3.668720007,0.0
3.578229904,22.5
27.20870018,0.0
3.901299953,22.5
52.30260086,22.5
24.97789955,0.0
24.08930016,0.0
3.660900116,0.0
47.31689835,0.0
4.143159866,0.0
3.459860086,0.0
48.8185997,33.8
27.20459938,0.0
47.90230179,33.8
32.64490128,22.5
3.721260071,22.5
4.13462019,0.0
32.79090118,33.8
33.45470047,33.8
3.355469942,0.0
46.10620117,33.8
4.071750164,0.0
29.29870033,0.0
3.597280025,22.5
49.99029922,0.0
42.91490173,22.5
44.67910004,0.0
41.32260132,33.8
3.492630005,0.0
3.548269987,11.3
32.80879974,0.0
27.94239998,0.0
48.40319824,33.8
25.5821991,33.8
3.946429968,0.0
38.69729996,33.8
35.21910095,0.0
28.49309921,0.0
4.06840992,22.5
29.44210052,22.5
29.95350075,22.5
3.582570076,22.5
34.94400024,0.0
27.38960075,0.0
3.382869959,0.0
4.07174015,11.3
5.375319958,33.8
3.681839943,0.0
35.36660004,22.5
29.18889999,22.5
39.23210144,0.0
3.94107008,0.0
31.96549988,33.8
36.05559921,22.5
4.112840176,0.0
37.06439972,0.0
40.61619949,0.0
4.05366993,0.0
3.42234993,11.3
4.162930012,0.0
38.20299911,22.5
4.279950142,33.8
25.58049965,11.3
67.99829865,22.5
33.08420181,33.8
3.956360102,0.0
3.75545001,22.5
35.17779922,22.5
4.406569958,33.8
3.905109882,11.3
4.162759781,11.3
25.08580017,22.5
37.98910141,33.8
4.123260021,0.0
48.93389893,33.8
40.46120071,33.8
40.0304985,0.0
38.2696991,33.8
33.78279877,0.0
29.79159927,22.5
3.813489914,0.0
3.508080006,0.0
39.95640182,33.8
4.109509945,0.0
4.152540207,0.0
3.08788991,0.0
40.48649979,33.8
4.593689919,11.3
38.04940033,11.3
37.98350143,11.3
4.010409832,0.0
31.27869987,33.8
23.73469925,0.0
29.19129944,33.8
3.465679884,0.0
36.59460068,0.0
4.093220234,11.3
29.77330017,0.0
39.38209915,0.0
25.04150009,0.0
3.84104991,11.3
26.26259995,33.8
6.346720219,33.8
4.133729935,0.0
30.51499939,22.5
58.9292984,0.0
4.457459927,0.0
36.48419952,22.5
32.62179947,0.0
30.09519958,22.5
4.157579899,11.3
43.36869812,33.8
31.13739967,11.3
29.97570038,22.5
46.36029816,0.0
29.84119987,33.8
3.961489916,0.0
27.08589935,11.3
4.140160084,0.0
48.96879959,0.0
35.07120132,22.5
25.71549988,0.0
4.144690037,0.0
33.85250092,33.8
48.43030167,22.5
6.103149891,0.0
3.660099983,0.0
36.78699875,33.8
4.151350021,0.0
4.020199776,0.0
3.387690067,0.0
29.33270073,0.0
40.57400131,33.8
48.12450027,0.0
3.796439886,11.3
3.534620047,11.3
3.96123004,11.3
3.661109924,33.8
4.148519993,0.0
27.95470047,0.0
3.411750078,0.0
26.71459961,11.3
4.071410179,0.0
4.041619778,11.3
28.2262001,33.8
26.73800087,0.0
24.62809944,11.3
4.047770023,0.0
