M3_Al_0_2,M3_Ca_0_2,M3_Fe_0_2,M3_K_0_2,M3_Mg_0_2,M3_P_0_2,PhosphorusTreatment
367.5490112,2904.22998,70.54070282,426.8380127,195.9779968,20.61700058,33.8
214.1190033,2727.889893,45.90169907,426.2189941,198.0659943,14.91100025,0.0
233.5570068,3105.649902,46.85589981,460.5320129,173.625,12.67249966,11.3
138.197998,3424.530029,37.91519928,546.0809937,177.2590027,7.47950983,0.0
453.5589905,2487.399902,86.69940186,371.3129883,214.2940063,26.28269958,0.0
507.8559875,2290.780029,99.3911972,306.1589966,232.8159943,31.53919983,33.8
217.9810028,3501.379883,44.582901,516.151001,173.6410065,11.07050037,0.0
351.3909912,2600.879883,68.46669769,400.7160034,206.3130035,21.06529999,22.5
238.8560028,3441.159912,45.7215004,476.1889954,173.7610016,9.593810081,11.3
374.0969849,3539.449951,52.45550156,546.6920166,165.1640015,14.02630043,0.0
269.2409973,3433.639893,43.95849991,553.2780151,162.1060028,11.57740021,0.0
264.8089905,3430.719971,45.80279922,490.5029907,161.6410065,9.990039825,22.5
413.6839905,2421.27002,73.43540192,301.1860046,198.9360046,25.1026001,0.0
272.177002,3431.889893,44.6106987,539.8389893,162.3630066,11.64599991,0.0
315.0480042,3488.76001,49.69229889,516.4719849,168.3529968,12.14519978,22.5
219.3580017,2702.139893,46.87210083,421.4219971,195.3150024,15.40180016,11.3
395.5130005,2595.22998,81.1207962,379.8120117,214.7120056,25.38409996,0.0
254.2039948,3416.27002,44.21269989,516.2969971,162.3359985,10.26089954,0.0
178.3009949,3492.439941,41.98279953,521.5739746,177.548996,9.455490112,0.0
506.4599915,2297.370117,103.2259979,330.4649963,252.0980072,31.6093998,0.0
255.1759949,3416.909912,43.73139954,531.914978,162.4360046,10.68770027,11.3
145.2720032,2761.199951,41.48929977,425.95401,189.2409973,13.51029968,11.3
222.8009949,3395.889893,41.79180145,530.4379883,164.1349945,9.271960258,22.5
286.4400024,3449.370117,45.17029953,553.9699707,162.0390015,12.3093996,0.0
285.7000122,3476.610107,49.0060997,492.9620056,171.2290039,11.33590031,0.0
487.2279968,2439.179932,92.53649902,345.2839966,218.0319977,28.21100044,22.5
357.9460144,3527.800049,51.69929886,540.4050293,166.1450043,13.55109978,11.3
384.803009,3532.949951,52.26390076,549.5609741,159.1710052,14.32649994,0.0
441.4070129,2315.409912,83.53890228,286.7669983,212.923996,28.17379951,0.0
286.3179932,2673.02002,57.53580093,416.6459961,203.397995,17.96339989,11.3
263.7709961,3470.820068,47.7378006,492.5679932,172.8699951,10.92980003,11.3
216.4210052,3414.689941,44.21139908,476.0180054,176.5359955,9.434900284,0.0
386.572998,2563.47998,74.65419769,392.5270081,208.4609985,22.80139923,0.0
283.3340149,2615.300049,55.72539902,394.5249939,193.8609924,17.94510078,22.5
173.7420044,3387.399902,39.78340149,537.59198,173.6320038,7.863540173,33.8
405.7120056,2523.350098,72.63179779,342.4920044,203.2850037,22.51079941,33.8
355.9049988,2867.120117,68.69069672,413.6619873,195.7189941,19.84770012,11.3
378.5880127,3529.360107,52.45679855,531.0689697,161.326004,13.93430042,0.0
487.1380005,2437.22998,92.14859772,338.4530029,217.802002,28.1996994,22.5
290.8720093,3453.560059,45.46030045,554.8280029,162.0679932,12.48009968,0.0
247.5110016,2580.25,57.35960007,347.4549866,197.6360016,18.80540085,0.0
124.5250015,2747.370117,41.56750107,396.0750122,193.996994,13.41759968,11.3
335.1549988,3102.080078,62.88800049,468.07901,190.8619995,16.9034996,11.3
243.0619965,3436.449951,46.28720093,472.9930115,174.6269989,9.803059578,11.3
199.8099976,2619.429932,55.26570129,366.9859924,198.4259949,18.50889969,22.5
368.0539856,2809.610107,69.41880035,408.4880066,199.1190033,20.46409988,33.8
276.8540039,2655.360107,55.48960114,409.3450012,199.302002,17.65990067,0.0
107.3639984,3024.899902,38.10340118,472.9630127,180.4900055,9.633500099,0.0
219.3820038,3469.77002,44.62049866,502.8510132,175.5800018,10.41660023,33.8
252.4440002,3446.379883,45.41049957,486.0450134,165.6790009,9.497320175,0.0
415.7850037,2524.02002,78.89710236,373.4129944,209.1710052,24.07889938,33.8
159.3339996,2698.23999,46.56439972,382.144989,194.7030029,15.03559971,0.0
156.9839935,3479.169922,40.2466011,528.9760132,179.2649994,8.678079605,0.0
322.9580078,3478.850098,47.59090042,556.6290283,160.9069977,13.26410007,0.0
261.2130127,2494.040039,63.06190109,341.5140076,209.5119934,21.37750053,22.5
577.3109741,2334.530029,113.0319977,356.0710144,229.0,33.96689987,0.0
169.0,2726.530029,47.3451004,402.9049988,188.8450012,14.74860001,0.0
521.7990112,2398.659912,100.9069977,354.1489868,222.9869995,30.52440071,0.0
246.2929993,3411.340088,43.50320053,522.7410278,162.8370056,10.0795002,0.0
112.1039963,2798.050049,36.29380035,426.4320068,191.6320038,12.12819958,0.0
401.9360046,2355.120117,74.97750092,286.177002,202.0140076,26.15250015,22.5
106.1009979,2956.76001,37.47499847,460.3169861,183.1799927,10.41399956,0.0
239.5630035,3519.929932,45.75749969,522.276001,172.1329956,11.82740021,11.3
160.121994,3415.649902,39.59820175,519.4199829,176.2899933,8.21928978,0.0
239.6340027,3511.060059,45.77709961,518.6890259,172.2630005,11.66619968,11.3
357.4450073,3524.77002,51.6352005,537.9940186,165.8320007,13.48260021,11.3
165.8630066,3222.98999,41.43840027,516.0700073,176.0590057,9.529350281,11.3
174.0079956,3449.360107,41.20920181,511.9089966,177.4680023,8.99118042,0.0
313.1669922,3466.300049,47.60810089,520.3560181,161.2700043,12.32289982,11.3
107.2450027,2803.47998,36.78239822,427.1199951,191.0679932,12.05500031,0.0
163.8600006,3421.350098,40.01660156,512.6049805,175.9080048,8.478759766,0.0
143.7779999,3378.169922,37.15330124,559.0130005,172.1369934,6.713570118,0.0
495.4509888,2299.780029,101.1269989,327.1359863,245.7550049,31.17630005,0.0
265.3569946,2495.169922,66.58239746,343.0650024,206.75,22.54339981,33.8
370.8259888,3516.969971,51.08660126,556.3920288,157.8990021,14.06729984,0.0
117.5459976,3198.419922,36.31790161,516.4420166,180.6649933,8.805290222,0.0
