Ols_P_2_6,PhosphorusTreatment
2.019409895,0.0
4.383039951,0.0
2.63470006,9.0
3.359139919,27.0
3.441040039,9.0
4.10585022,0.0
3.415030003,9.0
3.732219934,0.0
3.600569963,0.0
3.627769947,0.0
3.795830011,0.0
2.814120054,27.0
3.983340025,0.0
2.953150034,0.0
4.027299881,0.0
3.37864995,0.0
3.283659935,27.0
3.288680077,0.0
4.111750126,9.0
2.810250044,0.0
3.306230068,18.0
3.918459892,0.0
2.602999926,9.0
2.034229994,27.0
3.436630011,18.0
2.545890093,18.0
4.012040138,27.0
3.881870031,9.0
3.785439968,0.0
2.954180002,9.0
3.389120102,27.0
2.006109953,0.0
2.623339891,18.0
3.057990074,9.0
3.341599941,27.0
3.821990013,0.0
3.871639967,27.0
1.61777997,18.0
2.049289942,18.0
3.777930021,0.0
2.703999996,0.0
2.843349934,9.0
1.849239945,0.0
3.768810034,0.0
2.984319925,27.0
3.302180052,9.0
3.75316,0.0
2.861629963,27.0
2.715039968,18.0
3.961489916,0.0
2.76583004,9.0
2.681679964,9.0
3.999830008,27.0
3.170150042,9.0
2.928930044,9.0
1.808300018,0.0
3.473380089,9.0
3.943150043,0.0
3.868629932,9.0
3.659159899,0.0
2.478840113,18.0
2.092839956,27.0
2.357769966,18.0
3.835809946,0.0
2.78260994,0.0
1.894170046,18.0
2.032010078,27.0
3.925859928,9.0
2.494620085,18.0
2.224070072,0.0
2.87312007,9.0
3.724849939,0.0
2.585500002,0.0
3.069250107,27.0
3.40237999,9.0
3.734730005,0.0
3.514430046,27.0
3.242160082,0.0
2.227509975,0.0
3.734950066,9.0
3.795150042,0.0
3.431629896,18.0
2.943229914,0.0
3.665060043,27.0
2.048369884,27.0
3.781039953,0.0
3.500560045,9.0
4.221139908,0.0
3.497289896,0.0
2.311209917,0.0
4.100679874,0.0
3.224849939,18.0
2.139050007,27.0
3.863770008,0.0
3.639830112,0.0
1.975729942,27.0
3.078279972,27.0
2.92711997,0.0
1.868780017,18.0
2.220870018,0.0
3.91685009,0.0
3.87274003,9.0
2.688280106,0.0
2.820970058,9.0
3.895509958,9.0
3.337480068,27.0
2.669070005,18.0
1.730569959,18.0
4.190760136,9.0
3.355730057,9.0
2.832730055,9.0
2.586659908,18.0
2.390330076,18.0
2.914050102,18.0
3.654870033,0.0
2.972680092,9.0
3.466480017,0.0
3.043319941,27.0
4.093239784,0.0
2.37157011,18.0
4.020040035,27.0
3.155659914,27.0
3.491940022,0.0
3.389830112,0.0
2.419919968,27.0
2.274529934,0.0
3.392070055,18.0
3.515700102,0.0
2.54776001,0.0
3.629420042,9.0
1.73574996,0.0
2.504040003,0.0
1.949740052,18.0
3.653029919,0.0
3.726229906,0.0
3.055320024,0.0
2.204250097,27.0
3.316099882,9.0
3.69343996,0.0
2.645620108,9.0
2.680289984,0.0
3.655280113,0.0
1.645300031,18.0
3.83178997,0.0
2.672369957,9.0
1.959840059,0.0
3.063489914,0.0
2.797260046,27.0
3.058140039,27.0
2.631609917,0.0
3.26515007,9.0
2.4270401,18.0
3.70272994,0.0
2.462450027,18.0
3.033750057,0.0
2.068680048,27.0
4.165740013,9.0
1.898669958,0.0
4.027890205,27.0
3.648000002,0.0
3.592979908,0.0
3.744469881,0.0
2.139090061,27.0
3.419500113,9.0
3.785540104,0.0
2.264039993,0.0
3.801700115,0.0
2.308310032,0.0
2.493999958,0.0
3.820549965,0.0
3.799099922,0.0
3.91821003,0.0
3.648649931,0.0
3.847259998,0.0
1.661640048,18.0
3.298360109,27.0
4.328829765,0.0
3.532390118,9.0
2.772680044,9.0
2.553220034,18.0
4.043360233,27.0
3.355819941,9.0
2.731709957,9.0
4.070240021,0.0
1.689229965,18.0
3.445120096,27.0
1.859850049,0.0
3.683310032,9.0
2.74003005,0.0
