H3A_P_0_2,PhosphorusTreatment
5.221109867,0.0
2.966330051,0.0
4.963220119,9.0
3.26680994,27.0
3.716880083,9.0
1.948390007,0.0
3.675450087,9.0
1.795920014,0.0
2.380259991,0.0
2.291810036,0.0
2.44720006,0.0
3.835370064,27.0
3.27944994,0.0
4.015920162,0.0
2.489389896,0.0
3.069390059,0.0
3.72913003,27.0
3.325289965,0.0
3.003299952,9.0
4.642799854,0.0
3.475359917,18.0
2.617189884,0.0
4.391799927,9.0
5.265960217,27.0
3.737879992,18.0
4.921329975,18.0
2.205640078,27.0
1.94303,9.0
2.168720007,0.0
4.396309853,9.0
3.871690035,27.0
5.271989822,0.0
4.991079807,18.0
3.84800005,9.0
3.347110033,27.0
3.330790043,0.0
2.518559933,27.0
5.778210163,18.0
4.999390125,18.0
1.48645997,0.0
4.152319908,0.0
4.445580006,9.0
5.433259964,0.0
2.237010002,0.0
3.757790089,27.0
3.418159962,9.0
2.51432991,0.0
3.799499989,27.0
4.837409973,18.0
1.959779978,0.0
4.415589809,9.0
4.878789902,9.0
2.270309925,27.0
3.545170069,9.0
4.0176301,9.0
5.479310036,0.0
3.582950115,9.0
2.115560055,0.0
2.052279949,9.0
1.987789989,0.0
4.865069866,18.0
5.259349823,27.0
4.801089764,18.0
2.38925004,0.0
4.674119949,0.0
5.407959938,18.0
5.253960133,27.0
1.67682004,9.0
4.876130104,18.0
5.046390057,0.0
4.440080166,9.0
1.847910047,0.0
4.641520023,0.0
4.32156992,27.0
3.819339991,9.0
2.097919941,0.0
3.06133008,27.0
3.464570045,0.0
5.038030148,0.0
2.397350073,9.0
2.03647995,0.0
3.604320049,18.0
4.132860184,0.0
2.837480068,27.0
5.264659882,27.0
1.643949986,0.0
3.539540052,9.0
2.34958005,0.0
3.143529892,0.0
5.094480038,0.0
2.057159901,0.0
4.195040226,18.0
5.135270119,27.0
1.412410021,0.0
1.785330057,0.0
5.230020046,27.0
3.8621099,27.0
4.675600052,0.0
5.459640026,18.0
5.044020176,0.0
1.444339991,0.0
1.999040008,9.0
4.173970222,0.0
4.430930138,9.0
1.82881999,9.0
3.449840069,27.0
4.916520119,18.0
5.629399776,18.0
2.847379923,9.0
3.269730091,9.0
3.995239973,9.0
4.925899982,18.0
4.827680111,18.0
4.164189816,18.0
1.916200042,0.0
4.386789799,9.0
3.334140062,0.0
3.867340088,27.0
2.176609993,0.0
4.828810215,18.0
2.141629934,27.0
4.088990211,27.0
3.017129898,0.0
3.32723999,0.0
4.411660194,27.0
5.003039837,0.0
3.770800114,18.0
2.708319902,0.0
4.625579834,0.0
2.618340015,9.0
5.476099968,0.0
4.617390156,0.0
5.21254015,18.0
2.406080008,0.0
1.911610007,0.0
4.105720043,0.0
4.819369793,27.0
3.314690113,9.0
1.679939985,0.0
4.364389896,9.0
4.651649952,0.0
2.137500048,0.0
5.719299793,18.0
1.343050003,0.0
4.351940155,9.0
5.472070217,0.0
4.069310188,0.0
3.844120026,27.0
3.873059988,27.0
4.646729946,0.0
3.460239887,9.0
4.845930099,18.0
2.606600046,0.0
4.863029957,18.0
4.04761982,0.0
5.268869877,27.0
2.20562005,9.0
5.415120125,0.0
2.088910103,27.0
1.853649974,0.0
3.058010101,0.0
2.169939995,0.0
5.090970039,27.0
3.033210039,9.0
2.90914011,0.0
4.969679832,0.0
1.914999962,0.0
5.075560093,0.0
4.609250069,0.0
1.802070022,0.0
1.600630045,0.0
2.279540062,0.0
2.207969904,0.0
1.459560037,0.0
5.762420177,18.0
4.179170132,27.0
2.874330044,0.0
3.190419912,9.0
4.264229774,9.0
4.910399914,18.0
1.909250021,27.0
3.267790079,9.0
4.626820087,9.0
2.361730099,0.0
5.666749954,18.0
3.578720093,27.0
5.474470139,0.0
2.499229908,9.0
4.636390209,0.0
3.343790054,18.0
5.23815012,27.0
3.724270105,27.0
3.912909985,9.0
3.718600035,9.0
5.656740189,18.0
4.936460018,0.0
1.740260005,0.0
3.550169945,9.0
2.784290075,0.0
5.461329937,0.0
2.304490089,0.0
4.413199902,9.0
2.561530113,0.0
1.550969958,0.0
4.602509975,0.0
2.219520092,9.0
3.389699936,27.0
1.706329942,0.0
3.993819952,0.0
2.691420078,0.0
3.18840003,0.0
2.58784008,27.0
4.771900177,18.0
3.126650095,9.0
3.690099955,0.0
3.846970081,27.0
3.77335,27.0
4.827960014,18.0
4.667630196,0.0
1.969130039,0.0
2.171649933,0.0
5.028269768,0.0
4.375720024,9.0
3.246880054,27.0
2.747459888,27.0
2.278830051,9.0
2.06133008,0.0
4.923759937,18.0
3.651690006,27.0
2.013109922,0.0
5.043739796,0.0
2.771879911,0.0
5.247119904,27.0
1.749429941,0.0
5.061729908,18.0
5.268980026,27.0
2.225199938,0.0
4.323420048,9.0
4.488699913,27.0
1.497069955,0.0
5.11604023,0.0
4.831749916,18.0
4.352779865,9.0
5.465189934,0.0
5.141049862,0.0
4.131219864,0.0
3.194050074,27.0
3.773750067,27.0
4.801020145,27.0
5.67881012,18.0
2.795949936,0.0
2.333379984,0.0
3.792380095,27.0
1.438220024,0.0
4.142859936,27.0
5.168970108,27.0
5.48183012,0.0
2.740469933,9.0
1.595280051,0.0
4.666480064,0.0
4.104249954,0.0
4.608150005,0.0
2.674350023,0.0
1.801800013,27.0
4.658880234,18.0
5.665440083,18.0
2.449579954,27.0
3.994270086,0.0
5.317739964,0.0
3.494610071,0.0
3.54411006,9.0
3.693559885,27.0
1.755409956,0.0
1.694980025,0.0
5.129089832,0.0
2.987479925,0.0
2.109509945,9.0
2.336179972,9.0
5.58867979,18.0
3.189229965,27.0
5.043310165,0.0
5.073339939,0.0
5.443600178,0.0
1.858940005,0.0
5.20634985,27.0
2.000449896,0.0
1.805289984,0.0
5.171820164,0.0
2.288079977,0.0
4.312240124,27.0
2.698479891,0.0
2.854830027,9.0
3.467499971,27.0
5.112150192,0.0
4.273489952,18.0
4.102019787,9.0
5.208399773,27.0
4.402319908,9.0
3.00722003,27.0
2.097749949,0.0
5.273019791,18.0
1.853670001,27.0
2.300029993,0.0
2.981169939,27.0
3.349999905,0.0
5.045179844,0.0
3.826329947,27.0
5.037119865,27.0
1.390429974,0.0
2.502170086,0.0
5.502059937,18.0
1.969249964,27.0
3.118639946,27.0
2.635479927,0.0
4.976530075,27.0
2.667429924,27.0
3.593719959,0.0
3.415240049,9.0
2.814140081,0.0
2.234050035,0.0
4.043250084,27.0
4.822979927,18.0
5.694819927,18.0
2.666779995,9.0
4.602220058,0.0
4.787350178,9.0
2.426429987,0.0
3.074790001,9.0
5.266320229,27.0
2.898880005,27.0
1.535179973,0.0
2.89199996,27.0
4.898089886,18.0
4.170269966,18.0
2.350820065,9.0
4.513259888,18.0
4.82833004,18.0
4.195970058,0.0
3.192800045,27.0
2.716370106,0.0
3.308399916,27.0
5.150559902,27.0
3.058099985,0.0
3.683190107,9.0
2.988539934,9.0
3.216989994,0.0
4.124539852,18.0
1.365569949,0.0
5.445099831,0.0
1.730149984,9.0
2.796269894,0.0
5.252500057,27.0
4.215489864,9.0
4.412489891,0.0
4.607450008,0.0
3.912630081,9.0
1.730550051,0.0
4.329969883,9.0
2.03670001,0.0
2.939189911,0.0
5.729979992,18.0
5.157849789,0.0
3.575910091,9.0
2.137310028,9.0
3.151580095,0.0
4.427199841,18.0
4.14098978,0.0
4.409500122,9.0
4.201889992,27.0
2.424910069,0.0
2.330770016,27.0
4.357309818,9.0
