M3_Al_0_2,M3_Ca_0_2,M3_Fe_0_2,M3_K_0_2,M3_Mg_0_2,M3_P_0_2
344.4630127,3579.199951,43.34069824,449.7829895,250.8000031,16.57349968
462.0400085,3446.77002,45.03350067,463.6560059,266.4570007,17.87179947
277.243988,3783.5,45.28749847,434.269989,206.9790039,13.25179958
285.8699951,3798.429932,49.03630066,448.677002,227.8890076,14.67350006
317.7130127,3512.139893,42.2132988,430.2390137,226.0379944,14.87989998
317.9769897,3489.25,40.43650055,423.4710083,219.6759949,15.43739986
380.1470032,3251.679932,42.46929932,436.6159973,245.8690033,16.73419952
423.355011,3399.209961,43.43730164,448.7609863,254.6329956,17.36030006
329.2309875,3453.25,42.31420135,430.2479858,228.6300049,14.92029953
325.5610046,3579.330078,38.43799973,423.8890076,220.970993,16.27219963
373.2839966,3257.669922,42.28170013,434.9460144,243.3000031,16.48740005
369.7090149,3279.5,41.98939896,433.29599,242.1199951,16.86030006
342.5539856,3557.419922,39.55179977,427.9630127,224.2070007,16.73080063
299.3049927,3773.189941,44.32600021,455.3200073,248.5549927,16.5163002
292.9530029,3732.330078,44.20439911,439.4460144,225.0390015,14.27340031
344.2330017,3347.610107,41.75659943,427.6530151,232.3049927,16.29590034
467.3519897,3455.909912,45.29309845,465.3680115,266.6799927,18.10709953
283.1390076,3774.98999,44.51940155,433.8429871,211.4720001,13.25129986
338.4100037,3557.959961,39.34489822,427.0599976,223.4199982,16.65940094
294.0350037,3748.01001,53.72489929,460.3829956,244.0610046,16.25790024
390.1350098,3262.889893,42.81919861,440.5599976,249.5659943,16.70859909
286.427002,3795.280029,50.34529877,450.3460083,227.4149933,14.79290009
348.0,3345.22998,41.59540176,428.3049927,233.5330048,16.42429924
290.947998,3757.280029,53.00130081,460.7860107,241.7319946,16.12520027
285.9840088,3787.72998,46.55599976,445.0799866,228.1000061,14.58069992
337.7550049,3448.780029,42.62850189,437.7829895,239.8589935,16.31710052
383.394989,3246.23999,42.59249878,437.4590149,247.1439972,16.86230087
455.2720032,3426.73999,44.77980042,461.6900024,265.9039917,17.65719986
441.7179871,3438.959961,44.04679871,454.2460022,258.9410095,17.54400063
330.7170105,3565.290039,38.86059952,425.2940063,222.0189972,16.46800041
290.5020142,3772.25,52.28680038,453.1229858,233.8650055,15.27390003
320.1650085,3557.429932,43.14030075,439.0150146,231.6009979,15.44690037
272.0350037,3751.590088,46.45140076,434.3819885,201.9920044,13.41320038
366.8959961,3280.340088,41.87810135,432.6040039,240.9299927,16.68959999
381.7929993,3366.77002,41.12680054,436.9679871,243.5460052,17.19059944
391.2189941,3244.219971,42.60919952,439.7000122,249.4689941,17.13249969
442.2780151,3389.060059,44.28290176,458.4769897,264.2900085,17.37290001
350.3009949,3494.560059,39.5442009,429.9140015,229.5610046,16.85890007
325.6520081,3573.25,42.68470001,445.2250061,244.5440063,16.53680038
269.7399902,3762.719971,47.60509872,439.4460144,204.8249969,13.81639957
283.2309875,3791.75,44.45000076,436.7909851,215.6069946,13.47439957
293.7929993,3788.659912,46.26810074,454.2709961,244.0050049,16.19860077
325.17099,3563.199951,42.60800171,443.4070129,241.1620026,16.2439003
361.0220032,3512.02002,40.0223999,431.7510071,230.4559937,16.96649933
362.0360107,3264.879883,42.46099854,431.447998,240.2449951,15.8828001
437.9979858,3414.179932,44.87559891,453.3410034,259.9700012,17.30319977
424.3160095,3315.179932,44.31869888,450.3280029,258.8619995,17.12000084
435.7049866,3366.72998,44.40010071,454.9339905,261.9570007,17.29540062
435.9379883,3379.389893,44.03969955,457.0589905,263.2999878,17.25510025
300.4989929,3613.090088,42.00450134,430.4909973,216.5350037,14.30910015
281.6459961,3777.310059,50.63159943,454.1289978,226.6710052,15.18010044
282.0249939,3811.27002,44.47850037,439.92099,218.8580017,13.69229984
470.8989868,3470.469971,44.92559814,464.696991,266.8299866,17.95840073
293.6390076,3772.040039,48.99869919,456.355011,244.9989929,16.36879921
