H3A_Al_0_2,H3A_Ca_0_2,H3A_Fe_0_2,H3A_K_0_2,H3A_Mg_0_2,H3A_P_0_2
52.35589981,1921.349976,4.321430206,65.063797,41.41009903,1.860710025
42.41049957,2004.609985,4.494040012,66.34670258,42.52510071,3.395169973
35.94979858,2182.969971,4.471310139,69.48919678,43.60300064,5.208049774
44.52170181,1982.410034,4.345489979,68.64839935,42.06980133,2.925040007
53.62469864,1968.339966,4.42113018,64.92790222,41.43109894,2.902620077
40.46519852,1977.709961,4.333730221,67.29229736,42.26530075,2.263309956
37.1487999,2159.600098,4.488870144,66.43520355,42.61989975,3.714299917
44.4070015,1952.319946,4.184100151,67.50730133,41.92520142,1.954980016
40.28580093,2168.0,4.666490078,64.65019989,41.55189896,5.455699921
34.83639908,2135.149902,4.747560024,66.37930298,42.79000092,2.728189945
35.26129913,1964.869995,4.275650024,69.0617981,41.62990189,2.259789944
37.43489838,2087.290039,4.474410057,64.25509644,41.33100128,2.886290073
53.81069946,1907.819946,4.150670052,66.3003006,39.73519897,1.771149993
37.51660156,2159.719971,4.478690147,66.41400146,42.61370087,3.696140051
44.27999878,1890.280029,4.624790192,64.50990295,39.47060013,1.726240039
51.49739838,1924.719971,4.13120985,67.11740112,39.86009979,1.80697
40.98120117,2082.449951,4.506710052,66.85289764,42.01119995,4.089210033
53.89199829,1994.050049,4.327750206,68.55909729,40.0644989,1.988070011
48.07009888,1917.26001,4.717199802,65.67680359,41.85129929,2.155770063
39.06560135,2154.639893,4.660349846,66.62190247,39.90159988,3.017499924
51.66049957,1968.48999,4.343989849,67.91059875,40.00400162,1.974640012
34.77069855,2141.969971,4.588190079,68.32409668,42.70550156,3.536350012
57.81969833,1935.369995,4.238589764,66.48139954,39.65969849,1.865229964
34.31740189,2096.889893,4.656539917,67.23300171,42.80020142,2.8494699
35.75939941,2035.420044,4.510439873,67.75749969,42.45859909,2.642119884
46.47600174,1907.25,4.418409824,66.10610199,39.79800034,1.866590023
43.66960144,1962.709961,4.114140034,68.99479675,42.2798996,2.024940014
52.58209991,1997.859985,4.41697979,66.22389984,41.22880173,3.436389923
43.23270035,1961.170044,4.093780041,65.11070251,41.10689926,2.172430038
45.63240051,1988.400024,4.583899975,63.7419014,41.93429947,2.46262002
37.06380081,2024.77002,4.504809856,67.46060181,42.37360001,2.676810026
55.34109879,1935.76001,4.404580116,64.62460327,41.37329865,2.333940029
41.48059845,1960.689941,4.169370174,68.34269714,42.05670166,2.037770033
45.80459976,1943.390015,4.289559841,69.01760101,40.23860168,2.021440029
35.95629883,2159.48999,4.532509804,66.457901,42.64080048,3.711859941
48.78540039,1933.089966,4.176660061,69.03890228,39.50360107,1.951799989
41.58190155,2148.340088,4.751480103,63.94440079,41.38579941,4.13601017
43.2743988,2163.070068,4.569220066,65.13040161,41.49290085,4.975180149
49.11989975,1909.910034,4.82777977,66.31020355,41.94810104,2.194600105
45.05920029,1992.449951,4.340879917,67.20410156,42.16070175,2.581330061
34.7256012,2069.929932,4.596429825,67.66470337,42.77370071,3.046430111
