M3_P_2_6,PhosphorusTreatment
10.68959999,18.0
11.0607996,18.0
8.897789955,0.0
9.259770393,0.0
8.954380035,9.0
9.181280136,27.0
9.779290199,18.0
10.19019985,0.0
9.059519768,9.0
9.650409698,27.0
9.633609772,18.0
9.7582798,0.0
9.881999969,27.0
11.4229002,0.0
8.907090187,9.0
9.287870407,9.0
11.25549984,18.0
8.857649803,0.0
9.849780083,27.0
10.85820007,9.0
9.857230186,0.0
9.429860115,0.0
9.38090992,9.0
10.76939964,9.0
8.996020317,0.0
9.676799774,27.0
9.841879845,18.0
10.84749985,18.0
10.38580036,27.0
9.763360023,27.0
9.591179848,27.0
9.17138958,9.0
9.041529655,0.0
9.70306015,0.0
9.911009789,0.0
9.971790314,18.0
10.57900047,18.0
9.92677021,0.0
10.35910034,9.0
9.359430313,0.0
8.886130333,0.0
11.05169964,9.0
10.01869965,27.0
9.992759705,0.0
9.182279587,18.0
10.19369984,27.0
10.20909977,27.0
10.47089958,0.0
10.48519993,18.0
8.943719864,27.0
10.05539989,27.0
8.897959709,0.0
10.9151001,18.0
11.36940002,9.0
9.209159851,0.0
9.547470093,0.0
9.845210075,0.0
9.94756031,0.0
9.437939644,27.0
10.54580021,0.0
10.04749966,27.0
10.69890022,9.0
9.236760139,9.0
9.064120293,0.0
10.86240005,18.0
10.07680035,18.0
8.893870354,9.0
9.532819748,18.0
9.205389977,0.0
9.898759842,27.0
10.35589981,9.0
9.403920174,18.0
10.40040016,0.0
9.081170082,0.0
9.112950325,0.0
9.11468029,9.0
9.089810371,27.0
9.11618042,0.0
8.912599564,0.0
9.993659973,18.0
9.312820435,27.0
10.1079998,0.0
9.409720421,0.0
9.995439529,0.0
10.32400036,0.0
9.687029839,9.0
10.44919968,9.0
9.135979652,9.0
10.69219971,0.0
12.67780018,0.0
8.755209923,27.0
9.125,27.0
9.996450424,0.0
9.015000343,0.0
9.305850029,0.0
9.907710075,27.0
9.474960327,0.0
9.834460258,0.0
9.741600037,27.0
10.74820042,18.0
8.799320221,0.0
9.360389709,0.0
10.61060047,0.0
9.696820259,27.0
9.118249893,27.0
10.35599995,0.0
9.923589706,0.0
10.33339977,9.0
10.26589966,18.0
9.01556015,9.0
10.1019001,0.0
8.986229897,0.0
9.227649689,0.0
9.989040375,0.0
8.764579773,27.0
9.867569923,9.0
10.45030022,27.0
12.20499992,0.0
10.19209957,9.0
8.904250145,0.0
11.92809963,0.0
10.79810047,9.0
9.154700279,9.0
9.118100166,27.0
10.72039986,18.0
10.85890007,18.0
9.345310211,18.0
8.925160408,27.0
10.78639984,18.0
10.01589966,27.0
10.32479954,0.0
9.002670288,0.0
9.58438015,27.0
9.688329697,9.0
9.633390427,27.0
9.369190216,27.0
10.26360035,0.0
9.431329727,0.0
9.080360413,9.0
9.357549667,9.0
9.725379944,9.0
8.96570015,0.0
10.32940006,18.0
10.06029987,27.0
8.805049896,0.0
9.300290108,18.0
9.063220024,0.0
10.31429958,27.0
9.364239693,27.0
9.972920418,27.0
9.089229584,0.0
8.88187027,9.0
11.0454998,18.0
8.825440407,0.0
11.26939964,0.0
8.983320236,0.0
10.62819958,0.0
9.903869629,27.0
9.06567955,0.0
9.812270164,0.0
9.490989685,9.0
9.662059784,0.0
10.59920025,0.0
10.07730007,27.0
8.81608963,0.0
11.71720028,0.0
10.22439957,0.0
10.06760025,9.0
11.13539982,0.0
9.27105999,0.0
10.87220001,18.0
10.02890015,18.0
9.696209908,0.0
9.496259689,27.0
10.06270027,18.0
9.325630188,27.0
10.12409973,18.0
9.302140236,0.0
9.952589989,27.0
8.872300148,9.0
10.83300018,18.0
8.752459526,27.0
9.612959862,0.0
10.83129978,0.0
9.903490067,0.0
10.64249992,0.0
9.722450256,0.0
9.897789955,18.0
9.634389877,0.0
8.952449799,9.0
9.175889969,27.0
9.564800262,0.0
9.041000366,9.0
10.95899963,0.0
9.276390076,0.0
9.082940102,0.0
13.01200008,0.0
10.00209999,9.0
9.235619545,9.0
10.26550007,27.0
10.72329998,9.0
9.594799995,27.0
9.929659843,0.0
8.987500191,0.0
9.971400261,0.0
9.38877964,0.0
10.0593996,0.0
9.861519814,9.0
10.54059982,9.0
9.90116024,27.0
10.03890038,9.0
9.100179672,0.0
9.149530411,0.0
9.609120369,9.0
9.485309601,27.0
10.13210011,27.0
10.25399971,0.0
9.310050011,9.0
10.25699997,0.0
9.087349892,27.0
10.42800045,27.0
10.05350018,0.0
9.235250473,9.0
10.40499973,18.0
9.374329567,18.0
11.1097002,9.0
9.532449722,27.0
10.5642004,9.0
9.091919899,9.0
10.00549984,18.0
10.01930046,27.0
10.16650009,18.0
