M3_P_0_2,PhosphorusTreatment
176.3730011,0.0
171.4730072,6.8
177.4100037,0.0
169.4900055,0.0
174.3099976,0.0
179.6329956,0.0
173.076004,0.0
187.0209961,0.0
189.7969971,0.0
178.9750061,6.8
185.8399963,0.0
175.6309967,3.4
153.5200043,0.0
173.8350067,0.0
173.0480042,10.1
179.8869934,0.0
177.8480072,0.0
183.9900055,0.0
171.3869934,3.4
169.1230011,3.4
154.2230072,0.0
166.4649963,6.8
168.7740021,3.4
170.0829926,0.0
166.9369965,6.8
168.6380005,3.4
199.5820007,0.0
172.447998,10.1
185.4320068,0.0
180.1950073,6.8
173.9380035,6.8
182.5209961,3.4
173.1190033,3.4
165.227005,3.4
169.4259949,6.8
170.4689941,0.0
167.6730042,0.0
178.3119965,0.0
170.473999,0.0
167.6309967,10.1
168.3589935,0.0
167.951004,10.1
170.0549927,0.0
173.2519989,10.1
163.6820068,10.1
176.7409973,0.0
139.654007,0.0
197.4750061,0.0
139.0740051,6.8
170.6719971,0.0
124.5110016,0.0
169.7559967,0.0
175.625,10.1
178.9889984,0.0
165.5970001,10.1
179.8159943,0.0
166.2089996,0.0
186.0460052,0.0
170.0679932,3.4
170.0800018,0.0
173.9859924,0.0
172.5899963,10.1
168.7299957,6.8
176.9450073,0.0
180.7189941,3.4
152.3289948,0.0
181.8339996,0.0
172.4149933,6.8
193.5,0.0
182.3580017,0.0
174.3860016,0.0
171.2680054,6.8
177.6750031,0.0
168.5440063,0.0
200.0390015,0.0
176.9669952,10.1
178.9750061,0.0
173.572998,0.0
169.2630005,0.0
197.6300049,0.0
172.7669983,3.4
188.7920074,0.0
173.9369965,0.0
164.9349976,0.0
172.6470032,0.0
173.2180023,0.0
175.9570007,3.4
173.2619934,6.8
169.4279938,0.0
175.2749939,3.4
178.2830048,0.0
187.2899933,0.0
172.5350037,0.0
158.0460052,0.0
177.5789948,0.0
182.5269928,0.0
185.901001,0.0
171.7910004,0.0
163.8240051,6.8
175.022995,0.0
184.7189941,0.0
173.1629944,0.0
186.1060028,3.4
178.125,0.0
167.8659973,0.0
168.3549957,0.0
205.5420074,0.0
168.0910034,0.0
168.0410004,0.0
186.6369934,0.0
168.5299988,3.4
168.2519989,6.8
184.7079926,0.0
167.1190033,0.0
172.276001,10.1
173.0279999,10.1
180.8679962,0.0
177.3220062,0.0
173.6829987,6.8
185.3910065,0.0
192.6130066,0.0
173.3630066,10.1
195.9250031,0.0
178.5630035,0.0
167.3280029,0.0
182.8730011,0.0
187.9989929,3.4
182.0789948,0.0
168.951004,0.0
172.4720001,0.0
170.7120056,6.8
149.5800018,6.8
166.0200043,0.0
186.6499939,0.0
169.397995,0.0
179.3240051,0.0
171.4669952,0.0
172.5059967,0.0
160.673996,0.0
169.970993,0.0
173.6649933,0.0
174.4600067,0.0
192.7539978,0.0
175.0939941,0.0
198.427002,0.0
172.8910065,0.0
175.8990021,6.8
185.3829956,10.1
167.7660065,0.0
172.4920044,0.0
176.6029968,0.0
191.6799927,10.1
175.3699951,0.0
184.6580048,3.4
167.8630066,0.0
179.2660065,0.0
170.701004,3.4
177.8370056,3.4
171.3560028,3.4
167.6410065,0.0
183.2660065,0.0
150.5939941,0.0
170.3110046,0.0
178.6170044,3.4
169.5200043,0.0
170.1410065,0.0
149.3079987,0.0
170.2779999,0.0
163.2259979,10.1
155.2660065,6.8
199.3560028,0.0
195.9980011,3.4
176.0720062,0.0
168.7559967,0.0
212.8609924,0.0
182.5700073,0.0
168.8970032,3.4
170.0559998,0.0
175.197998,10.1
180.9290009,0.0
175.5189972,0.0
165.3390045,10.1
