M3_Al_0_2,M3_Ca_0_2,M3_Fe_0_2,M3_K_0_2,M3_Mg_0_2,M3_P_0_2,PhosphorusTreatment
413.9530029,3346.330078,43.39649963,450.75,258.125,16.91939926,0.0
295.0329895,3746.26001,51.55739975,462.1270142,250.5659943,16.94050026,0.0
390.9909973,3404.830078,43.59579849,453.7479858,253.5350037,17.32679939,9.0
309.5069885,3578.300049,42.14080048,432.3089905,219.8540039,14.68719959,27.0
322.6579895,3503.800049,42.45230103,434.4079895,229.6130066,15.23120022,9.0
281.9899902,3774.790039,51.19879913,457.3900146,231.223999,15.52750015,0.0
319.5140076,3561.76001,43.15480042,439.0950012,231.477005,15.43410015,9.0
275.6059875,3767.790039,46.27819824,437.1419983,206.8569946,13.60229969,0.0
282.2810059,3779.26001,44.62149811,433.9219971,211.0110016,13.23490047,0.0
280.5450134,3787.129883,44.84360123,434.1820068,210.1029968,13.21679974,0.0
285.5140076,3799.080078,48.29249954,447.70401,227.8860016,14.61520004,0.0
345.3710022,3554.669922,39.65599823,428.598999,224.9669952,16.77160072,27.0
297.1470032,3772.159912,46.03829956,457.3529968,249.5140076,16.72019958,0.0
344.0499878,3472.199951,39.40019989,427.9719849,229.5359955,16.71199989,0.0
293.598999,3752.590088,54.14870071,457.5690002,239.4859924,15.83129978,0.0
299.8469849,3672.159912,43.48279953,433.230011,219.0160065,13.75969982,0.0
323.2340088,3581.719971,38.0666008,422.9490051,220.9559937,16.08519936,27.0
308.3429871,3614.860107,43.24919891,431.8590088,220.4179993,13.87530041,0.0
293.8919983,3767.51001,49.55070114,457.1279907,245.6880035,16.4564991,9.0
379.7590027,3310.120117,41.59899902,436.1719971,244.8009949,17.19470024,0.0
308.1440125,3645.719971,43.3730011,439.6990051,231.6179962,14.86089993,18.0
295.6029968,3743.199951,55.98009872,456.7940063,240.6600037,15.89400005,0.0
380.5020142,3476.139893,40.82699966,436.6919861,237.5800018,17.16749954,9.0
426.2470093,3326.0,44.30979919,451.1690063,259.4639893,17.15410042,27.0
322.7879944,3526.73999,42.57939911,437.0369873,233.552002,15.50030041,18.0
396.7600098,3257.600098,42.6228981,441.427002,250.6100006,17.14229965,18.0
288.0379944,3775.050049,51.96089935,454.8770142,231.3200073,15.30700016,27.0
281.1000061,3789.330078,48.19189835,446.5249939,217.6109924,14.39529991,9.0
280.0499878,3822.25,46.18180084,442.4049988,216.8849945,13.8427,0.0
359.4419861,3348.790039,41.0284996,430.6400146,237.6519928,16.92860031,9.0
323.0249939,3566.300049,42.79249954,441.8919983,238.8179932,16.05629921,27.0
418.6010132,3343.030029,43.57020187,451.6329956,259.0599976,17.00139999,0.0
