Ols_P_2_6,PhosphorusTreatment
3.396409988,18.0
3.559920073,0.0
3.313410044,27.0
4.17222023,9.0
2.578020096,18.0
3.049510002,9.0
1.899000049,18.0
3.655400038,0.0
2.832050085,0.0
2.767649889,0.0
3.847440004,9.0
3.653019905,0.0
1.733420014,18.0
3.793349981,0.0
2.601229906,0.0
1.627210021,18.0
2.712219954,9.0
2.091520071,27.0
3.453310013,27.0
1.991179943,0.0
2.232049942,0.0
3.461159945,0.0
2.038069963,18.0
3.439419985,18.0
2.647799969,0.0
4.20389986,9.0
3.673449993,0.0
3.965579987,27.0
2.639719963,9.0
3.596600056,0.0
3.795749903,0.0
4.04049015,0.0
4.035590172,27.0
3.878959894,0.0
2.264379978,0.0
1.864869952,18.0
2.396670103,18.0
3.951539993,0.0
2.671499968,0.0
3.665139914,0.0
3.591140032,0.0
2.099040031,27.0
1.919739962,18.0
3.876039982,9.0
2.824800014,27.0
4.222340107,0.0
2.620759964,0.0
1.976670027,27.0
2.924690008,0.0
3.224040031,0.0
2.032989979,27.0
1.963719964,0.0
1.801910043,0.0
1.897500038,18.0
3.756530046,0.0
2.472460032,18.0
2.507289886,18.0
2.779930115,9.0
2.6651299,0.0
4.16561985,9.0
3.702800035,0.0
3.705849886,27.0
3.099240065,27.0
3.07626009,18.0
3.326220036,18.0
2.856920004,27.0
3.487750053,27.0
2.422260046,18.0
3.823750019,0.0
1.801319957,0.0
3.810610056,0.0
2.844749928,27.0
2.405689955,27.0
2.024169922,0.0
3.141330004,27.0
3.833849907,0.0
3.126039982,27.0
3.41418004,9.0
2.238620043,0.0
3.084470034,27.0
3.471199989,0.0
1.831030011,18.0
3.116369963,27.0
3.99090004,0.0
3.488940001,9.0
2.719890118,0.0
3.431849957,0.0
3.455310106,0.0
2.575769901,0.0
3.146359921,9.0
3.666739941,0.0
3.967180014,0.0
3.763070107,0.0
3.931799889,9.0
3.26357007,9.0
3.296839952,27.0
3.517139912,9.0
3.548559904,27.0
3.865170002,0.0
2.468470097,18.0
3.667589903,0.0
3.739160061,0.0
1.784999967,18.0
2.542150021,18.0
3.790290117,0.0
4.025919914,27.0
3.430680037,27.0
3.441499949,9.0
3.443569899,0.0
2.968790054,18.0
2.300869942,0.0
2.340359926,18.0
3.523329973,0.0
2.746599913,0.0
2.579210043,18.0
2.300359964,0.0
1.905380011,0.0
2.689620018,0.0
4.07159996,0.0
4.16836977,9.0
4.185029984,9.0
3.922070026,9.0
1.999869943,27.0
1.923879981,0.0
3.941920042,0.0
2.139090061,27.0
3.600909948,0.0
3.461319923,0.0
3.995929956,27.0
4.351590157,0.0
4.050429821,27.0
2.855459929,0.0
3.529119968,9.0
3.747760057,0.0
3.045900106,0.0
2.501889944,0.0
1.927590013,18.0
3.973200083,0.0
3.765700102,0.0
3.44946003,9.0
3.494230032,0.0
3.781399965,0.0
2.990950108,0.0
3.371900082,27.0
3.99883008,0.0
2.489670038,0.0
2.009469986,0.0
1.516229987,0.0
3.66666007,9.0
2.383960009,18.0
3.863569975,0.0
3.507829905,0.0
3.983390093,0.0
2.915600061,9.0
3.960380077,0.0
3.454859972,27.0
2.462349892,18.0
3.45697999,9.0
2.052779913,27.0
2.80776,18.0
3.140820026,0.0
3.027019978,0.0
2.352279902,18.0
3.381069899,0.0
3.73890996,0.0
2.307610035,0.0
2.706370115,27.0
1.687080026,0.0
2.025559902,0.0
3.54192996,9.0
2.306720018,0.0
2.647830009,9.0
2.219330072,0.0
1.618039966,18.0
3.054480076,27.0
1.870010018,18.0
2.576910019,18.0
4.189509869,9.0
2.768690109,9.0
3.329730034,0.0
3.243299961,27.0
4.243559837,0.0
3.846220016,9.0
2.225029945,27.0
3.823719978,0.0
3.840719938,0.0
2.418479919,27.0
3.882159948,9.0
3.116369963,27.0
1.86740005,0.0
3.892040014,9.0
3.241219997,9.0
2.359129906,18.0
3.152050018,27.0
2.8629601,9.0
2.823359966,9.0
3.678009987,0.0
2.868849993,0.0
3.61909008,27.0
3.66644001,0.0
3.867280006,9.0
3.056760073,0.0
4.291009903,0.0
1.691769958,0.0
3.265470028,27.0
1.992220044,27.0
3.913759947,0.0
3.867000103,0.0
2.765530109,9.0
3.773989916,9.0
3.400449991,9.0
3.618740082,0.0
2.906939983,9.0
2.704349995,18.0
2.132250071,27.0
3.270970106,0.0
4.105669975,0.0
3.802730083,0.0
2.710309982,9.0
1.674880028,18.0
3.738359928,0.0
2.001140118,0.0
3.571719885,9.0
3.389169931,9.0
3.742640018,0.0
3.943289995,9.0
2.275269985,0.0
3.925770044,27.0
3.957570076,9.0
3.843110085,0.0
3.773679972,27.0
3.732389927,0.0
1.986559987,27.0
3.448790073,0.0
2.697779894,9.0
3.245870113,18.0
3.800780058,0.0
3.224740028,27.0
2.791680098,27.0
2.773410082,9.0
4.606910229,0.0
2.587120056,9.0
3.538389921,0.0
4.055990219,9.0
3.022429943,0.0
3.465749979,27.0
3.23112011,27.0
2.695770025,9.0
3.385299921,27.0
2.220870018,0.0
2.740200043,18.0
3.880759954,0.0
3.338670015,27.0
1.827669978,18.0
2.053960085,27.0
3.674659967,0.0
4.016250134,27.0
3.724590063,9.0
3.776390076,0.0
4.170080185,9.0
3.810859919,0.0
2.236579895,0.0
2.944070101,9.0
2.617810011,9.0
2.427020073,18.0
3.198159933,18.0
4.046070099,27.0
2.44817996,18.0
2.110949993,27.0
2.845789909,9.0
2.564549923,9.0
4.096849918,0.0
1.978889942,0.0
2.258790016,0.0
2.713000059,0.0
3.850090027,0.0
2.020040035,27.0
1.673410058,18.0
3.216629982,18.0
3.756629944,0.0
4.101880074,0.0
3.058059931,27.0
3.802560091,0.0
2.762269974,27.0
3.304929972,9.0
2.205199957,27.0
4.166870117,9.0
3.220750093,27.0
3.527260065,27.0
3.814130068,9.0
2.92979002,9.0
2.447299957,0.0
4.055640221,27.0
2.694060087,0.0
2.702450037,18.0
3.290250063,9.0
2.46897006,0.0
3.829730034,27.0
3.993710041,0.0
2.894560099,27.0
