H3A_Al_2_6,H3A_Ca_2_6,H3A_Fe_2_6,H3A_K_2_6,H3A_Mg_2_6,H3A_P_2_6,PhosphorusTreatment
36.42240143,2211.47998,4.348670006,176.1959991,87.37689972,23.45919991,0.0
37.01119995,2158.110107,4.029119968,169.6880035,84.79060364,22.25239944,6.8
35.74990082,2151.860107,3.919480085,201.6080017,88.27890015,23.9477005,0.0
36.74409866,2146.850098,4.372600079,161.2559967,90.29419708,23.50160027,0.0
35.35070038,2146.879883,3.841249943,201.4470062,87.57180023,24.1140995,0.0
35.85860062,2215.919922,4.358260155,185.7720032,89.93009949,24.78660011,0.0
34.5705986,2145.830078,3.999209881,211.5859985,89.97579956,24.97050095,0.0
39.04880142,2204.27002,4.429409981,139.371994,85.5184021,20.99880028,0.0
40.14820099,2181.439941,4.494450092,145.3930054,92.51529694,24.18289948,0.0
38.6413002,2174.620117,4.369649887,147.6779938,86.88410187,21.95179939,6.8
39.69960022,2192.070068,4.455930233,145.6150055,88.60839844,22.40299988,0.0
36.65879822,2198.610107,4.299799919,173.3560028,86.42169952,22.88419914,3.4
38.29629898,2167.280029,4.142739773,136.7299957,79.93609619,19.88990021,0.0
35.45980072,2157.929932,3.814529896,198.1419983,87.66760254,24.33760071,0.0
37.31110001,2174.620117,4.194019794,169.0599976,84.81520081,22.00670052,10.1
36.66270065,2134.709961,3.740890026,201.8619995,87.26679993,23.66930008,0.0
38.27959824,2164.23999,4.373740196,151.4080048,87.70439911,22.38579941,0.0
41.45869827,2085.48999,5.152709961,156.1580048,98.06240082,29.28109932,0.0
36.28929901,2125.72998,4.663350105,170.2330017,93.42310333,25.05069923,3.4
36.5788002,2149.379883,3.93769002,181.121994,86.05010223,23.2663002,3.4
39.52119827,2148.780029,4.129380226,144.6799927,80.17669678,20.19120026,0.0
37.97850037,2159.090088,4.0625,157.8880005,82.89479828,21.29059982,6.8
37.05720139,2141.050049,4.287990093,159.9230042,88.91259766,23.30069923,3.4
35.43769836,2155.429932,3.995399952,192.8059998,87.42350006,23.94280052,0.0
38.21110153,2158.439941,4.257259846,149.1490021,84.60449982,21.07550049,6.8
36.29679871,2140.469971,4.385529995,164.5070038,90.36940002,23.56089973,3.4
50.94779968,2089.889893,5.531569958,141.7420044,99.83129883,36.12319946,0.0
35.51279831,2181.580078,4.143189907,198.1080017,88.68060303,24.65159988,10.1
41.74029922,2132.179932,4.953279972,150.9199982,95.790802,28.60890007,0.0
38.66410065,2172.919922,4.400239944,149.5149994,87.98970032,22.37229919,6.8
37.13299942,2185.439941,4.223289967,167.628006,85.4240036,22.45870018,6.8
39.2743988,2176.469971,4.471600056,147.2290039,90.11389923,23.14800072,3.4
33.67979813,2135.659912,4.59968996,181.0950012,93.42079926,24.60490036,3.4
35.49430084,2147.669922,4.067520142,195.1499939,86.10489655,23.01409912,3.4
37.39379883,2179.939941,4.20401001,146.8820038,82.92620087,20.86520004,6.8
34.73490143,2153.949951,4.021840096,205.2220001,88.50800323,24.69249916,0.0
37.9695015,2148.169922,3.993079901,163.2700043,83.50170135,21.75819969,0.0
38.43069839,2116.76001,3.84713006,171.9600067,86.46279907,23.72500038,0.0
37.14120102,2130.98999,3.838239908,182.8959961,85.8451004,23.12610054,0.0
37.40739822,2135.790039,4.251070023,158.3150024,86.91919708,22.3470993,10.1
37.90010071,2173.320068,4.170330048,154.048996,83.01550293,21.23800087,0.0
37.24060059,2150.939941,4.379720211,159.8670044,90.88690186,23.52840042,10.1
37.73619843,2129.350098,4.709350109,163.9029999,92.75360107,24.9048996,0.0
36.62829971,2174.399902,4.174920082,177.4989929,85.96859741,22.72590065,10.1
40.12070084,2136.110107,4.124199867,151.6849976,81.84680176,21.24379921,10.1
36.59560013,2211.110107,4.353640079,173.9869995,87.00990295,23.21430016,0.0
41.1242981,2153.629883,4.157269955,134.3190002,76.37020111,18.55660057,0.0
40.59320068,2181.689941,4.556240082,142.996994,94.42060089,24.70910072,0.0
39.70370102,2163.949951,4.12612009,131.7700043,76.3239975,18.38820076,6.8
35.95339966,2139.340088,3.877569914,194.1920013,86.32180023,23.36930084,0.0
41.68119812,2157.149902,4.219600201,125.7220001,73.27880096,17.32509995,0.0
38.56290054,2122.860107,3.862380028,162.2579956,83.20259857,22.23419952,0.0
38.09289932,2160.27002,4.454470158,152.5079956,89.28089905,22.73150063,10.1
36.34999847,2139.379883,3.794850111,202.7960052,87.3015976,23.56089973,0.0
35.46680069,2165.149902,4.103000164,203.1139984,87.73670197,24.07620049,10.1
37.80049896,2211.23999,4.39000988,159.4179993,85.32489777,21.79400063,0.0
35.19350052,2154.159912,3.993920088,196.9019928,86.98130035,23.48629951,0.0
39.36999893,2197.280029,4.425940037,143.3910065,87.11840057,21.69519997,0.0
35.23809814,2156.620117,3.906169891,199.4069977,87.55139923,24.46619987,3.4
36.70389938,2140.969971,3.892610073,183.7460022,86.10780334,23.26449966,0.0
