M3_Al_2_6,M3_Ca_2_6,M3_Fe_2_6,M3_K_2_6,M3_Mg_2_6,M3_P_2_6,PhosphorusTreatment
431.8590088,3392.669922,56.10919952,398.6740112,247.9980011,9.349949837,27.0
344.2009888,3800.070068,63.80410004,411.2810059,230.0469971,9.257320404,0.0
385.0870056,3442.110107,54.92549896,392.9299927,230.8540039,9.03633976,9.0
500.1170044,3451.72998,56.57889938,421.125,273.7309875,10.39490032,18.0
345.6929932,3668.149902,59.43349838,401.3070068,220.227005,8.801250458,0.0
351.1149902,3783.23999,64.16880035,410.3280029,233.1660004,9.067700386,0.0
412.6690063,3658.72998,60.15309906,411.2149963,239.0390015,11.08199978,0.0
342.2879944,3788.949951,62.62860107,411.8599854,213.5950012,9.755999565,0.0
434.1059875,3340.330078,54.24959946,395.2139893,245.7089996,9.88078022,0.0
331.6879883,3752.060059,60.83470154,405.7149963,203.7649994,9.079540253,0.0
344.7529907,3793.199951,63.54069901,413.0960083,220.6580048,9.649189949,0.0
396.6619873,3386.639893,54.8105011,392.5,234.378006,9.214150429,9.0
361.8099976,3782.580078,64.19719696,415.7950134,225.6239929,10.56550026,9.0
320.4429932,3792.790039,61.26520157,408.7130127,203.5090027,9.519619942,0.0
312.9599915,3785.370117,59.37779999,403.1910095,199.4830017,8.920909882,0.0
371.4400024,3491.709961,55.34149933,394.0280151,221.8170013,9.087920189,0.0
425.1180115,3508.810059,58.97589874,403.8859863,242.371994,9.957150459,27.0
427.0660095,3563.790039,59.35770035,409.1960144,243.5789948,10.43690014,9.0
335.4049988,3775.090088,61.17100143,407.7200012,210.0079956,9.073630333,0.0
470.3569946,3379.97998,55.91120148,409.5549927,265.3779907,10.04839993,27.0
517.4039917,3470.219971,57.0481987,428.5390015,274.1000061,10.73600006,18.0
328.0859985,3725.98999,59.74530029,402.70401,203.3769989,8.872719765,0.0
502.4100037,3422.709961,57.22819901,421.3989868,271.105011,10.48589993,0.0
359.0140076,3590.840088,57.31510162,399.401001,209.9019928,8.935939789,27.0
326.0710144,3741.320068,59.92509842,403.3959961,199.798996,8.917360306,0.0
371.95401,3771.399902,64.9036026,416.3179932,231.4389954,10.87889957,9.0
427.2879944,3424.419922,56.72669983,400.2109985,245.4360046,9.797949791,27.0
411.5820007,3598.889893,59.17710114,406.4549866,240.4929962,10.4133997,9.0
363.4960022,3777.310059,65.66670227,413.8410034,233.8269958,10.23009968,0.0
393.8829956,3680.780029,60.70249939,409.9549866,237.7429962,9.982270241,0.0
370.2210083,3632.649902,60.24119949,403.0939941,233.1940002,9.017560005,9.0
346.1570129,3789.540039,63.12049866,412.8999939,217.0359955,9.890449524,0.0
365.5180054,3778.469971,64.7111969,415.8110046,229.3930054,10.63539982,9.0
497.3299866,3408.409912,57.09019852,418.1690063,257.3779907,10.40999985,27.0
340.1889954,3658.870117,58.93360138,399.8559875,214.628006,8.758729935,27.0
403.8770142,3471.199951,57.11510086,398.6570129,239.4120026,9.47799015,18.0
377.9719849,3535.030029,57.36959839,398.7009888,225.8300018,9.135109901,9.0
513.8010254,3462.139893,56.06150055,424.1820068,257.6029968,10.63659954,0.0
337.2460022,3674.370117,59.09629822,400.4410095,212.852005,8.767829895,27.0
311.9179993,3791.899902,60.88290024,407.5419922,200.4160004,9.422419548,0.0
440.7070007,3403.379883,53.65869904,400.4490051,233.8999939,10.0656004,0.0
391.1239929,3743.639893,65.21559906,417.3309937,236.2389984,11.70899963,0.0
358.7730103,3484.110107,53.69990158,390.4760132,214.951004,9.157830238,27.0
395.3169861,3730.340088,63.32979965,415.3930054,237.3769989,11.32149982,9.0
343.6600037,3797.840088,63.85229874,413.6069946,222.9140015,9.618709564,0.0
479.5469971,3302.949951,58.75230026,410.8169861,265.7009888,10.15130043,0.0
504.2520142,3450.360107,56.72109985,422.4129944,274.3250122,10.45269966,18.0
490.7380066,3413.790039,56.58209991,416.9660034,270.7680054,10.29209995,0.0
481.1319885,3427.870117,55.32379913,413.3200073,245.2839966,10.3572998,0.0
409.0,3521.959961,58.70610046,404.1600037,240.7449951,9.747850418,27.0
374.2470093,3472.97998,54.91429901,393.1830139,222.4609985,9.118700027,0.0
439.0710144,3327.27002,54.87519836,398.7539978,255.6260071,9.771650314,18.0
350.0150146,3789.469971,63.60089874,413.8299866,220.5359955,10.04199982,27.0
425.7999878,3310.590088,54.93019867,394.223999,252.048996,9.823820114,0.0
399.3869934,3501.899902,58.35329819,401.7260132,238.4559937,9.479990005,18.0
494.2359924,3454.360107,56.40399933,419.4960022,272.4570007,10.32750034,18.0
429.2420044,3331.540039,53.79299927,395.9159851,249.0789948,9.555700302,18.0
412.07901,3680.389893,60.59140015,413.4559937,238.0709991,11.2251997,0.0
397.5029907,3727.310059,60.23410034,413.8009949,236.4499969,10.69950008,9.0
514.0689697,3457.0,56.73199844,425.7739868,261.7160034,10.68620014,0.0
461.9349976,3530.350098,58.27320099,419.3450012,248.871994,10.92450047,18.0
444.1629944,3361.449951,54.60839844,401.4119873,255.3690033,9.743769646,27.0
333.7059937,3778.469971,60.94350052,407.2829895,212.1909943,9.029490471,0.0
383.6549988,3466.550049,55.60219955,394.6180115,228.7570038,9.067469597,9.0
422.7000122,3442.340088,57.6208992,398.4859924,244.0930023,9.646180153,27.0
390.4549866,3707.72998,61.47859955,411.3429871,237.4649963,10.01179981,0.0
475.5620117,3314.030029,57.92610168,409.3479919,266.1210022,10.12139988,0.0
462.6759949,3336.790039,56.18159866,405.8049927,263.9450073,9.992790222,0.0
513.3870239,3458.310059,56.9864006,426.3760071,262.8529968,10.71479988,0.0
362.3659973,3779.860107,65.3667984,414.4649963,232.5099945,10.31509972,0.0
405.9909973,3370.550049,52.53020096,389.0140076,236.3280029,9.743060112,9.0
333.8039856,3730.550049,59.91659927,403.5570068,212.7640076,8.851679802,0.0
513.367981,3456.26001,56.49489975,424.8710022,260.1350098,10.65569973,0.0
417.1610107,3421.030029,51.78639984,393.9419861,224.9440002,9.959690094,9.0
421.197998,3353.679932,55.02510071,394.8630066,244.0350037,9.194680214,18.0
528.5560303,3482.429932,56.44549942,430.2510071,265.4930115,10.81050014,18.0
419.6289978,3429.600098,52.09120178,395.7730103,223.298996,10.0060997,9.0
342.8670044,3780.340088,62.31890106,410.697998,212.9160004,9.357689857,9.0
337.0010071,3712.23999,59.76480103,402.8009949,215.4859924,8.819470406,0.0
353.5769958,3609.459961,57.26100159,400.1669922,217.201004,8.83479023,27.0
368.9979858,3545.830078,51.44409943,390.848999,206.6640015,9.545240402,27.0
425.2489929,3333.75,54.73270035,394.2869873,245.8619995,9.229510307,18.0
381.7160034,3556.5,58.98210144,399.7449951,234.772995,9.184749603,9.0
340.9159851,3693.080078,59.64580154,402.1619873,217.9900055,8.805820465,0.0
337.7529907,3791.649902,62.37239838,411.6629944,211.2550049,9.814539909,0.0
528.5040283,3493.550049,56.72129822,433.4570007,268.8340149,10.95839977,18.0
364.5159912,3666.659912,60.94829941,404.3930054,232.3639984,8.974860191,9.0
432.4259949,3331.350098,54.13029861,396.881012,251.197998,9.631620407,18.0
371.6149902,3764.120117,66.16870117,412.8940125,236.9470062,10.15509987,0.0
398.4100037,3375.550049,54.85210037,392.401001,234.3939972,9.297439575,9.0
337.9609985,3788.580078,62.15019989,410.7680054,210.4329987,9.637929916,9.0
496.4429932,3373.389893,58.49039841,416.1700134,260.6220093,10.22039986,27.0
332.7579956,3789.080078,61.70479965,409.6929932,207.6349945,9.540920258,9.0
331.3330078,3749.72998,60.40110016,404.9620056,206.7740021,8.973010063,0.0
528.5650024,3486.199951,56.61389923,431.6019897,267.1740112,10.86909962,18.0
480.3299866,3354.179932,57.28649902,410.5830078,255.1660004,10.15110016,0.0
447.3670044,3512.590088,58.14899826,414.8510132,246.1999969,10.62609959,9.0
467.6010132,3331.060059,56.71590042,407.1489868,265.3200073,10.05000019,0.0
329.2009888,3770.850098,60.17139816,405.3190002,201.3690033,8.99368,0.0
340.2229919,3784.659912,61.25910187,407.2449951,227.0359955,8.880840302,9.0
371.3110046,3537.73999,50.64519882,390.5950012,204.9349976,9.677909851,27.0
467.3699951,3501.350098,58.06280136,420.4490051,256.7650146,10.93700027,18.0
442.7579956,3528.02002,58.54740143,408.6040039,244.3549957,10.43529987,9.0
345.3269958,3790.610107,63.0121994,413.1669922,215.9230042,10.01229954,27.0
425.2869873,3319.76001,54.72650146,394.7829895,251.6909943,9.790969849,0.0
497.2799988,3438.870117,55.88639832,418.5570068,251.9839935,10.48309994,27.0
333.553009,3792.070068,62.05469894,410.8640137,209.0429993,9.725049973,9.0
413.446991,3336.889893,53.3185997,392.4570007,242.2579956,9.504489899,0.0
339.5610046,3766.330078,61.24089813,408.0400085,206.9420013,9.095979691,0.0
341.9240112,3804.929932,64.16819763,413.6199951,226.9299927,9.493069649,0.0
399.946991,3706.370117,59.79710007,412.5050049,236.7599945,10.54319954,9.0
322.8900146,3784.129883,60.19839859,405.5280151,201.9210052,9.089349747,0.0
480.9649963,3416.330078,55.61180115,412.9129944,247.1759949,10.33030033,0.0
452.651001,3410.73999,56.59349823,408.7330017,255.5209961,9.747309685,27.0
341.6000061,3791.290039,62.69469833,412.4620056,213.5390015,9.917300224,0.0
459.6390076,3304.120117,57.00939941,403.6600037,258.4500122,10.03369999,18.0
505.946991,3434.5,57.37540054,423.2680054,270.0400085,10.57470036,0.0
407.4400024,3706.439941,64.41200256,418.3840027,237.9929962,13.04160023,0.0
418.5169983,3336.5,53.8852005,393.8519897,246.3509979,9.638879776,0.0
359.2059937,3781.129883,65.73719788,412.1809998,235.6170044,9.493370056,27.0
374.9259949,3759.949951,65.95829773,413.4790039,237.5820007,10.23950005,0.0
507.6950073,3450.939941,57.39970016,424.6199951,267.8179932,10.66300011,0.0
402.5039978,3394.100098,54.93030167,392.723999,237.4819946,9.025520325,9.0
385.4970093,3755.25,64.98470306,417.4100037,234.2949982,11.40299988,0.0
396.8649902,3648.75,60.13460159,407.7170105,238.2779999,10.02330017,0.0
314.802002,3785.600098,59.02170181,402.4679871,199.598999,8.826259613,0.0
352.4509888,3728.899902,61.83639908,406.3469849,230.2180023,8.896409988,9.0
356.5769958,3657.580078,59.98130035,402.4039917,227.5039978,8.874019623,9.0
353.0849915,3788.179932,63.65779877,414.5950012,220.9669952,10.26410007,0.0
360.6650085,3505.300049,54.5807991,392.5050049,212.1560059,9.113200188,27.0
389.4790039,3417.969971,54.56809998,392.0369873,232.1690063,9.068320274,9.0
359.4670105,3784.219971,64.41840363,415.2510071,226.8379974,10.40839958,0.0
436.9909973,3357.300049,54.04550171,396.5880127,242.5429993,9.924409866,0.0
459.0969849,3464.629883,57.59809875,415.6170044,255.1349945,10.64789963,9.0
349.151001,3789.689941,63.3429985,413.9079895,218.4579926,10.13249969,27.0
368.9869995,3706.22998,63.0617981,407.9970093,235.9499969,9.069569588,0.0
399.6839905,3558.51001,58.917099,402.2309875,239.4689941,9.675049782,27.0
345.473999,3790.419922,63.32640076,412.7990112,218.9539948,9.69231987,0.0
399.4689941,3464.320068,50.84429932,392.7940063,212.3049927,9.979000092,0.0
341.6040039,3759.75,61.14170074,408.0299988,205.7910004,9.078590393,0.0
350.6099854,3644.23999,59.20410156,400.5339966,222.2980042,8.807169914,0.0
521.4769897,3486.820068,56.98849869,431.5450134,273.4450073,10.88259983,18.0
398.2850037,3380.120117,54.59080124,392.1359863,235.1950073,9.267760277,9.0
389.6459961,3632.75,60.55189896,405.7520142,238.0659943,9.616100311,27.0
332.0239868,3742.800049,60.10430145,404.2489929,210.0930023,8.898909569,0.0
462.052002,3398.159912,54.98479843,406.5859985,241.9579926,10.17710018,18.0
473.3370056,3488.02002,57.917099,420.9630127,258.9890137,10.92310047,18.0
367.0270081,3499.709961,52.66809845,389.7369995,211.0480042,9.449489594,27.0
360.3150024,3512.699951,54.86019897,393.2369995,214.1430054,9.130279541,27.0
480.6799927,3306.659912,58.73109818,409.8259888,261.2590027,10.05580044,0.0
415.7080078,3386.330078,55.52550125,394.0379944,242.3730011,9.051890373,18.0
444.9119873,3315.719971,55.64440155,400.0889893,259.0610046,9.878399849,18.0
497.1610107,3395.169922,57.64970016,417.6300049,258.9729919,10.35159969,27.0
347.1019897,3794.159912,63.92440033,410.730011,231.6849976,9.167110443,0.0
513.34198,3467.98999,55.69720078,423.4429932,254.7879944,10.61859989,0.0
384.6530151,3440.550049,52.71139908,389.9169922,223.4810028,9.537449837,0.0
414.0409851,3412.340088,51.36629868,391.4259949,226.8600006,9.883489609,9.0
378.8210144,3763.409912,64.98310089,416.8760071,233.0240021,11.14560032,0.0
436.9869995,3372.209961,55.89179993,398.2460022,250.2169952,9.389419556,27.0
431.3420105,3496.98999,58.07799911,405.3819885,243.3350067,10.08889961,27.0
376.5400085,3590.590088,59.65309906,401.2189941,233.9499969,9.152469635,9.0
379.2919922,3504.25,50.62630081,391.2739868,201.9109955,9.869609833,27.0
402.0820007,3367.449951,53.2519989,390.9230042,238.1860046,9.664130211,9.0
397.8630066,3729.600098,65.22920227,417.7189941,237.4019928,12.20489979,0.0
441.9639893,3448.560059,57.3158989,409.9400024,250.0090027,10.34640026,27.0
382.6029968,3612.459961,60.3030014,403.4760132,236.5749969,9.325180054,18.0
365.7709961,3546.320068,55.81069946,395.8410034,212.8249969,9.067139626,27.0
350.5379944,3793.929932,64.65779877,414.2529907,228.0269928,9.911899567,27.0
409.9450073,3427.73999,56.38589859,397.072998,240.897995,9.465909958,18.0
342.605011,3779.659912,62.16960144,410.4370117,211.3739929,9.402050018,9.0
408.9129944,3703.73999,62.16640091,415.8670044,237.651001,11.8508997,0.0
401.4410095,3720.939941,65.18060303,418.1270142,237.776001,12.59689999,0.0
331.8150024,3763.5,60.31299973,405.5119934,201.2429962,8.986049652,0.0
315.9710083,3790.129883,60.68700027,406.8720093,201.3480072,9.31717968,0.0
332.2109985,3781.97998,61.07649994,407.8840027,205.0930023,9.276390076,0.0
445.5750122,3440.77002,53.55410004,404.2059937,227.9909973,10.18669987,0.0
