H3A_P_0_2,PhosphorusTreatment
14.5866003,11.3
4.718349934,33.8
5.110730171,0.0
52.40190125,33.8
30.21069908,33.8
34.33850098,0.0
39.0483017,22.5
43.1814003,0.0
5.043859959,0.0
4.856750011,0.0
37.54150009,22.5
42.01750183,33.8
5.318620205,11.3
51.61389923,33.8
4.864769936,11.3
5.233500004,0.0
40.36619949,0.0
5.069759846,11.3
39.36640167,11.3
5.126989841,0.0
4.961820126,0.0
51.43289948,0.0
31.72480011,11.3
41.49319839,0.0
5.23085022,0.0
60.84069824,0.0
5.191999912,11.3
62.21640015,33.8
9.713669777,0.0
5.189660072,11.3
4.907249928,0.0
34.14400101,0.0
58.7256012,0.0
5.057260036,33.8
50.38729858,33.8
4.840740204,0.0
36.38090134,11.3
52.64530182,33.8
32.49909973,0.0
4.86262989,22.5
4.910429955,0.0
52.85240173,0.0
70.50900269,22.5
4.950660229,0.0
44.23339844,22.5
4.870999813,11.3
61.2602005,33.8
5.20717001,22.5
58.21829987,0.0
51.99980164,0.0
35.0970993,11.3
4.844120026,0.0
33.30369949,22.5
5.305480003,33.8
47.06290054,0.0
5.062220097,11.3
4.906079769,11.3
60.0625,0.0
33.74620056,0.0
5.347670078,33.8
29.31189919,0.0
36.00109863,0.0
61.18569946,22.5
52.90750122,33.8
5.043859959,0.0
33.57329941,0.0
42.74530029,0.0
4.694729805,0.0
5.135910034,0.0
36.80649948,11.3
36.56520081,0.0
5.517159939,0.0
50.04380035,33.8
80.51909637,22.5
5.126110077,0.0
31.55620003,11.3
55.15010071,0.0
5.074069977,0.0
32.85910034,11.3
58.63079834,0.0
35.51509857,0.0
35.33229828,33.8
4.722549915,33.8
61.07249832,22.5
49.34360123,0.0
42.13240051,33.8
4.727379799,0.0
57.8030014,22.5
66.14530182,22.5
32.39289856,11.3
51.89070129,33.8
39.45849991,22.5
40.33639908,0.0
44.64989853,0.0
41.9695015,0.0
4.770720005,0.0
4.808070183,11.3
31.05349922,0.0
5.089600086,0.0
9.94960022,11.3
5.120540142,33.8
56.37659836,0.0
4.695179939,0.0
4.855659962,11.3
5.046219826,11.3
45.94820023,33.8
48.54069901,0.0
5.16508007,0.0
4.897530079,22.5
43.16009903,0.0
42.47380066,0.0
74.30950165,0.0
68.93460083,22.5
35.39020157,11.3
46.49160004,0.0
47.57139969,0.0
44.9966011,0.0
35.0379982,0.0
5.164559841,0.0
32.56980133,11.3
5.151229858,0.0
62.44079971,0.0
47.8572998,22.5
45.33119965,33.8
42.55770111,33.8
40.53010178,0.0
35.27030182,0.0
60.27119827,0.0
4.854579926,0.0
35.07410049,11.3
4.924600124,0.0
56.81900024,22.5
5.393119812,11.3
4.806169987,0.0
4.863490105,0.0
5.267459869,0.0
5.243460178,11.3
40.46770096,11.3
34.11920166,11.3
36.52030182,11.3
5.046609879,0.0
4.996729851,0.0
5.10337019,0.0
34.45470047,0.0
49.76480103,0.0
41.53139877,0.0
64.97650146,0.0
35.7560997,0.0
5.153429985,22.5
5.484650135,0.0
33.8205986,0.0
51.55089951,33.8
92.06919861,22.5
4.970200062,0.0
4.925680161,11.3
5.167860031,22.5
45.21900177,0.0
4.847249985,0.0
48.47249985,33.8
5.159810066,0.0
40.5135994,0.0
5.227369785,11.3
46.1568985,0.0
5.194009781,0.0
45.83819962,0.0
4.835370064,0.0
5.207709789,0.0
38.15520096,22.5
5.099810123,22.5
