H3A_Al_2_6,H3A_Ca_2_6,H3A_Fe_2_6,H3A_K_2_6,H3A_Mg_2_6,H3A_P_2_6
38.0666008,2114.120117,3.9103899,169.4730072,86.5223999,23.73189926
35.99560165,2143.719971,3.848769903,202.6009979,87.90119934,23.80190086
55.22869873,2007.640015,6.270050049,135.7769928,105.5879974,42.52519989
37.7173996,2207.969971,4.369009972,160.2290039,85.30410004,21.86359978
38.53530121,2156.48999,4.220200062,147.2319946,83.46099854,20.81760025
68.0605011,1958.819946,6.844140053,127.9810028,106.0940018,49.91859818
35.16579819,2158.370117,3.876650095,199.7839966,87.89240265,24.39529991
35.48789978,2152.320068,3.932379961,202.522995,88.24389648,24.02429962
36.76890182,2118.709961,4.656239986,170.973999,94.02539825,24.84659958
36.07360077,2182.47998,4.209219933,182.1210022,86.96859741,23.31399918
36.3227005,2193.179932,4.327589989,139.7039948,85.66970062,21.39660072
35.40330124,2199.290039,4.227940083,196.3899994,89.63110352,24.7928009
41.87409973,2075.01001,5.250850201,154.7810059,98.73329926,30.44820023
56.56330109,1992.609985,6.434569836,138.1069946,104.2819977,42.25630188
39.60689926,2119.330078,4.91132021,159.6179962,95.13770294,26.81030083
41.36819839,2153.879883,4.132480145,134.298996,75.8289032,18.40889931
34.55210114,2146.659912,3.906610012,204.8739929,88.04920197,24.43580055
39.25040054,2158.409912,4.112750053,140.3609924,79.57099915,19.49920082
35.10889816,2143.659912,3.994499922,201.0579987,87.29910278,23.90559959
36.37080002,2209.090088,4.337100029,176.7369995,87.36669922,23.46069908
36.10609818,2156.620117,3.979809999,183.9900055,86.57649994,23.53160095
36.6833992,2132.090088,3.820090055,191.1920013,85.87989807,23.13120079
59.77429962,2017.550049,6.259540081,132.0110016,104.5619965,45.11230087
41.19300079,2109.580078,5.047369957,156.4660034,96.3588028,28.05990028
35.19250107,2195.850098,4.266129971,190.1450043,89.60590363,24.70549965
38.18159866,2140.77002,4.643549919,162.779007,91.26290131,24.0739994
41.73540115,2172.699951,4.676239967,138.2389984,98.6815033,28.36840057
37.93809891,2209.439941,4.393539906,150.6419983,84.87439728,21.07679939
52.59939957,2033.76001,5.98567009,140.5720062,103.3529968,39.6916008
38.55739975,2166.659912,4.25248003,143.076004,83.22059631,20.8220005
36.0237999,2146.610107,3.928910017,189.4089966,86.78199768,23.60149956
56.27410126,2023.209961,6.152689934,136.0140076,104.3479996,42.65019989
65.56089783,1971.22998,6.748519897,126.0759964,106.9830017,49.85169983
35.94409943,2156.590088,3.983629942,186.0650024,86.79309845,23.63419914
35.8913002,2143.689941,4.448090076,165.9640045,89.30950165,22.69479942
48.04359818,2055.850098,5.668719769,146.2949982,100.6350021,35.26580048
38.20640182,2122.709961,3.856940031,166.4199982,83.71690369,22.43779945
46.20460129,2033.459961,5.733880043,149.8529968,102.0149994,33.28279877
35.89619827,2146.790039,3.876869917,202.1499939,88.09259796,23.86709976
37.27750015,2126.26001,4.214519978,160.3699951,87.07939911,22.71290016
38.72650146,2167.530029,4.134359837,133.4340057,77.89479828,19.14290047
36.16080093,2145.080078,4.436079979,162.8390045,89.54019928,22.63430023
58.3302002,2008.359985,6.383999825,129.5509949,106.0810013,45.05569839
34.01399994,2143.620117,3.919349909,207.029007,88.26129913,24.58760071
40.01839828,2132.909912,4.04873991,153.1600037,82.29170227,21.47170067
37.77610016,2111.330078,4.771510124,166.7940063,95.49849701,26.36630058
36.89149857,2170.790039,4.130959988,170.5449982,85.31289673,22.67029953
35.24420166,2142.370117,3.837690115,203.5140076,87.24939728,23.92880058
36.91149902,2118.719971,4.692900181,169.2599945,94.21710205,25.26609993
38.72600174,2170.110107,4.441180229,147.8179932,88.20549774,22.35300064
37.5019989,2129.47998,3.842750072,177.3609924,85.21839905,22.80410004
35.53010178,2160.149902,3.986639977,201.1130066,88.48100281,24.07369995
36.60179901,2138.969971,3.879930019,186.4490051,86.30639648,23.3404007
39.24240112,2173.590088,4.486579895,146.7290039,91.08409882,23.44050026
35.23970032,2174.02002,4.122960091,199.0809937,87.73500061,23.95689964
37.22019958,2184.080078,4.217319965,166.1710052,85.1914978,22.32799911
45.26160049,2039.810059,5.814990044,152.3809967,102.5599976,33.81969833
36.94319916,2128.080078,4.266469955,162.7669983,88.59700012,23.32060051
45.18799973,2043.459961,5.721739769,151.5279999,102.0350037,33.81710052
36.62939835,2132.360107,3.720720053,200.9519958,87.64980316,23.99909973
35.68759918,2190.050049,4.190949917,196.6419983,88.72270203,24.76539993
35.42520142,2213.459961,4.308539867,190.197998,90.34829712,25.17770004
38.81850052,2187.169922,4.378149986,144.1470032,86.27130127,21.53160095
36.03010178,2137.600098,4.409190178,167.3529968,90.61289978,23.66309929
43.91220093,2150.219971,4.913650036,140.8059998,97.04550171,29.70400047
37.43199921,2149.0,4.254899979,156.3939972,88.41079712,23.18250084
36.56420135,2127.26001,4.329249859,165.3990021,89.53099823,23.53660011
38.09880066,2122.919922,4.0791502,159.3009949,84.81230164,22.48220062
36.21110153,2147.469971,3.931400061,186.7680054,86.56680298,23.49869919
35.4856987,2178.47998,4.112259865,195.1829987,87.75550079,24.86660004
37.94540024,2209.379883,4.390540123,152.4320068,84.86329651,21.18849945
39.28839874,2193.379883,4.420509815,144.2140045,87.23179626,21.80579948
39.21699905,2195.159912,4.414589882,143.5019989,86.89369965,21.63660049
37.7195015,2196.790039,4.311649799,155.4649963,84.42320251,21.45199966
37.4966011,2170.439941,4.141079903,162.147995,84.14610291,21.94799995
61.1955986,2009.329956,6.384160042,127.5790024,105.7539978,46.78739929
35.55789948,2125.449951,4.707489967,176.5209961,94.52459717,25.00550079
36.49069977,2195.23999,4.27903986,175.7409973,86.62650299,23.03770065
35.43700027,2220.699951,4.378439903,185.1950073,90.90450287,25.18889999
