M3_P_2_6,PhosphorusTreatment
151.4380035,0.0
136.1459961,6.8
203.7929993,0.0
145.503006,10.1
154.0130005,3.4
200.1300049,0.0
170.1519928,0.0
186.9400024,6.8
151.8240051,10.1
159.8880005,0.0
155.7089996,3.4
141.1710052,0.0
166.3350067,0.0
154.7799988,3.4
192.3099976,0.0
205.4049988,6.8
138.1089935,6.8
151.0599976,0.0
146.7279968,3.4
191.2980042,6.8
151.7669983,3.4
153.2680054,0.0
151.6419983,0.0
136.753006,0.0
170.7799988,0.0
141.0359955,0.0
144.7630005,0.0
150.7669983,3.4
154.3890076,10.1
145.1040039,3.4
189.1990051,6.8
138.5780029,6.8
140.1260071,0.0
144.3930054,3.4
165.8000031,0.0
176.1499939,10.1
139.6730042,0.0
185.1790009,6.8
133.5449982,6.8
177.2109985,0.0
151.1410065,10.1
148.6029968,10.1
140.3079987,0.0
143.2610016,0.0
128.0480042,0.0
152.5189972,0.0
172.3659973,0.0
192.802002,0.0
133.8179932,6.8
144.7189941,0.0
195.8209991,0.0
134.0650024,6.8
190.9069977,0.0
153.8359985,0.0
161.2259979,0.0
164.9720001,0.0
143.8159943,0.0
153.3820038,3.4
141.0579987,6.8
138.3269958,6.8
146.1699982,10.1
130.7369995,0.0
143.9920044,3.4
137.7590027,6.8
159.871994,0.0
157.4669952,0.0
169.0330048,0.0
182.8289948,0.0
171.6640015,0.0
137.6940002,0.0
193.6620026,0.0
156.8849945,0.0
146.753006,10.1
153.9259949,3.4
121.7340012,6.8
149.6909943,10.1
151.9839935,0.0
150.9620056,0.0
152.7140045,0.0
143.029007,0.0
155.3809967,0.0
142.923996,0.0
137.470993,6.8
153.7779999,3.4
147.7859955,3.4
152.2709961,0.0
140.5299988,10.1
155.5619965,0.0
137.223999,0.0
154.1210022,3.4
190.6100006,6.8
172.901001,0.0
165.1390076,0.0
153.8999939,3.4
138.9210052,0.0
184.2429962,0.0
138.8869934,10.1
160.0579987,0.0
205.5079956,0.0
156.1210022,0.0
145.1300049,0.0
152.5460052,0.0
195.6459961,0.0
153.4640045,3.4
136.9329987,0.0
157.4700012,3.4
174.2019958,0.0
190.9360046,6.8
140.0110016,0.0
203.0509949,6.8
204.9980011,0.0
153.0059967,0.0
144.3970032,0.0
191.0800018,6.8
153.7449951,0.0
159.977005,0.0
176.0010071,0.0
155.1920013,0.0
145.8379974,0.0
167.3480072,3.4
142.0740051,10.1
147.8959961,10.1
135.8540039,6.8
169.1040039,0.0
191.3760071,0.0
143.2460022,0.0
192.6190033,6.8
144.8000031,0.0
157.7290039,0.0
151.2960052,0.0
135.552002,0.0
137.1230011,0.0
172.3730011,0.0
136.8220062,0.0
202.1779938,0.0
146.3150024,0.0
177.4400024,0.0
143.5269928,0.0
192.3970032,0.0
154.1750031,0.0
185.6719971,0.0
138.4440002,0.0
135.0850067,0.0
152.0839996,10.1
178.0950012,10.1
190.2039948,0.0
196.7559967,6.8
143.6430054,0.0
164.9880066,3.4
142.7389984,10.1
145.0619965,0.0
143.8899994,10.1
166.5709991,10.1
150.1329956,3.4
152.7279968,3.4
181.5469971,0.0
154.1080017,0.0
155.9570007,0.0
149.8500061,3.4
153.970993,3.4
161.9210052,0.0
153.4120026,0.0
188.3910065,0.0
144.2649994,0.0
143.7649994,10.1
151.1060028,0.0
155.1929932,0.0
206.1950073,0.0
153.8919983,0.0
136.9230042,6.8
144.1000061,0.0
147.1589966,0.0
147.3699951,10.1
164.5500031,0.0
193.8529968,10.1
201.4290009,0.0
191.3320007,10.1
149.0850067,0.0
133.6360016,6.8
138.6799927,0.0
145.8580017,0.0
142.4259949,10.1
144.9799957,0.0
142.9429932,0.0
137.3910065,0.0
160.3200073,3.4
162.9140015,0.0
154.0189972,10.1
142.5249939,0.0
183.6560059,6.8
174.2669983,3.4
152.4049988,3.4
146.6560059,3.4
147.4960022,0.0
125.2870026,0.0
154.0240021,3.4
136.2980042,6.8
137.4539948,0.0
152.8209991,0.0
156.8500061,0.0
143.7960052,6.8
177.0249939,0.0
