H3A_Al_0_2,H3A_Ca_0_2,H3A_Fe_0_2,H3A_K_0_2,H3A_Mg_0_2,H3A_P_0_2,PhosphorusTreatment
35.82339859,2090.899902,4.510650158,65.29570007,41.5802002,2.9036901,0.0
47.49430084,2085.280029,4.506909847,67.78420258,39.72499847,2.29163003,0.0
41.1731987,2105.949951,4.653900146,66.87650299,39.70809937,2.247849941,0.0
42.1413002,1945.359985,4.482880116,67.04029846,40.41910172,2.129189968,0.0
37.86249924,1943.810059,4.015910149,70.26460266,41.69290161,2.098939896,28.2
40.73379898,1920.47998,4.55919981,66.73760223,40.28950119,2.103569984,0.0
41.88199997,2164.879883,4.596350193,65.21730042,41.58560181,5.704500198,0.0
39.64279938,1914.380005,4.60503006,67.43969727,40.30979919,2.139889956,0.0
46.30270004,1929.140015,4.303209782,68.27420044,40.14009857,1.976310015,28.2
50.43759918,1931.959961,4.274720192,65.56439972,41.46920013,1.937880039,0.0
60.65750122,1897.839966,4.057400227,64.33679962,39.45090103,1.681270003,16.9
51.42979813,1884.959961,4.197179794,65.89320374,39.24489975,1.743450046,0.0
41.1228981,2103.01001,4.597700119,68.58999634,39.7580986,2.516279936,0.0
38.46089935,2008.079956,4.520800114,67.08119965,42.29150009,2.644690037,22.5
37.26070023,2157.320068,4.484149933,66.45800018,42.61989975,3.674200058,16.9
43.2220993,2222.48999,4.542290211,71.41660309,39.88339996,2.426759958,0.0
45.16870117,1956.52002,4.249149799,70.18099976,40.40940094,2.0618999,28.2
34.38840103,2179.060059,4.678800106,65.92340088,42.65209961,3.43234992,16.9
40.44150162,1917.380005,4.596409798,67.15039825,40.2643013,2.119780064,0.0
38.88130188,1980.52002,4.349209785,65.43810272,40.9917984,2.354439974,0.0
41.46260071,2162.840088,4.619520187,65.00630188,41.56990051,5.586070061,0.0
49.01390076,1932.829956,4.166110039,69.16970062,39.51319885,1.948819995,0.0
49.4192009,2062.590088,4.523039818,64.97440338,41.6697998,4.662419796,28.2
49.67829895,2034.969971,4.4573102,67.32369995,39.86999893,2.061389923,22.5
43.30319977,2008.540039,4.531670094,67.62069702,39.90269852,2.288919926,22.5
47.34939957,1975.579956,4.442629814,67.15940094,40.27859879,2.066800117,0.0
50.33480072,2036.219971,4.453360081,67.30149841,39.87210083,2.046370029,22.5
40.55139923,1942.579956,3.941220045,69.29679871,42.21889877,1.729179978,0.0
45.88159943,1903.540039,4.346930027,66.81580353,39.9394989,1.884469986,28.2
44.18259811,1951.829956,4.372849941,66.40319824,41.8042984,1.937250018,0.0
48.99810028,2054.639893,4.514510155,67.21690369,39.60449982,2.074389935,0.0
37.47829819,2075.409912,4.553380013,68.89350128,41.8647995,3.035470009,0.0
45.01139832,1892.099976,4.396160126,66.04000092,39.81800079,1.834550023,28.2
36.33179855,2188.76001,4.500639915,71.01650238,42.37440109,3.654000044,0.0
47.17250061,2115.01001,4.523290157,65.4776001,41.55530167,6.083720207,0.0
43.74380112,1950.0,4.159239769,67.82250214,41.97050095,1.91395998,0.0
43.43849945,2198.439941,4.52658987,70.86689758,39.86980057,2.486609936,0.0
40.64849854,1947.77002,4.022620201,70.1812973,42.37490082,1.917189956,0.0
44.75730133,1885.73999,4.552120209,64.56960297,39.52529907,1.722319961,28.2
36.22169876,2154.820068,4.518569946,66.51809692,42.64030075,3.648610115,16.9
53.39070129,1916.119995,4.336629868,64.82939911,41.37739944,1.827839971,0.0
45.31029892,2130.610107,4.52602005,64.91970062,41.4477005,4.736010075,0.0
41.07389832,2051.73999,4.462170124,66.71099854,42.18980026,3.442610025,22.5
47.92369843,1942.140015,4.134870052,69.98629761,39.56669998,1.984210014,0.0
51.11740112,1927.109985,4.126810074,67.22299957,39.87730026,1.810299993,16.9
33.56600189,2005.52002,4.528130054,68.61070251,42.28889847,2.525269985,22.5
52.71089935,1996.530029,4.415530205,66.22799683,41.22689819,3.416320086,0.0
45.72949982,2146.179932,4.501049995,65.92870331,41.61610031,6.295609951,0.0
42.61389923,2209.330078,4.548639774,70.77259827,39.88529968,2.513770103,0.0
46.4272995,1972.810059,4.243130207,68.46320343,40.97269821,2.034699917,0.0
50.6216011,1904.52002,4.590270042,64.21600342,41.1548996,2.063380003,0.0
43.02780151,1948.800049,4.136290073,68.13200378,42.01409912,1.890840054,0.0
40.84360123,1942.469971,3.909519911,69.84290314,42.42219925,1.727570057,0.0
54.41759872,1906.390015,4.412340164,63.59569931,41.21969986,1.851590037,22.5
39.34859848,1960.26001,4.095359802,67.76589966,41.51269913,2.104039907,28.2
39.51679993,1968.02002,4.616970062,67.27799988,40.01900101,2.431940079,22.5
44.52030182,1943.599976,4.60600996,63.30139923,41.85240173,2.103909969,0.0
58.89310074,1890.290039,4.095449924,64.74649811,39.5245018,1.684470057,16.9
52.6385994,1919.859985,4.324110031,65.01390076,41.40280151,1.847190022,0.0
