Ols_P_2_6,PhosphorusTreatment
3.6730299,11.3
3.206290007,33.8
3.151190042,0.0
3.590830088,33.8
3.209860086,33.8
3.180119991,0.0
3.438270092,22.5
3.28083992,0.0
3.16279006,0.0
3.494019985,0.0
3.151089907,22.5
3.555249929,33.8
3.081530094,11.3
3.739150047,33.8
3.416110039,11.3
3.095350027,0.0
3.4238801,0.0
3.14425993,11.3
3.321019888,11.3
3.12845993,0.0
3.388600111,0.0
3.970050097,0.0
3.272520065,11.3
3.236690044,0.0
3.111320019,0.0
4.415840149,0.0
3.201649904,11.3
4.253560066,33.8
3.227519989,0.0
3.181750059,11.3
3.109210014,0.0
3.190680027,0.0
4.76843977,0.0
3.14102006,33.8
4.076779842,33.8
3.477440119,0.0
3.377019882,11.3
3.543030024,33.8
3.311150074,0.0
3.338969946,22.5
3.185610056,0.0
4.293119907,0.0
3.69408989,22.5
3.436969995,0.0
3.304229975,22.5
3.429549932,11.3
4.238679886,33.8
3.122610092,22.5
4.92550993,0.0
4.27008009,0.0
3.306090117,11.3
3.439749956,0.0
3.272340059,22.5
3.059240103,33.8
3.892920017,0.0
3.143599987,11.3
3.540920019,11.3
4.727109909,0.0
3.190870047,0.0
3.057209969,33.8
3.224790096,0.0
3.416369915,0.0
3.842959881,22.5
4.189189911,33.8
3.121720076,0.0
3.314409971,0.0
3.969379902,0.0
3.213999987,0.0
3.138269901,0.0
3.409539938,11.3
3.169270039,0.0
3.067790031,0.0
4.097690105,33.8
3.495320082,22.5
3.173010111,0.0
3.243890047,11.3
4.406879902,0.0
3.090699911,0.0
3.327640057,11.3
4.623869896,0.0
3.38579011,0.0
3.462739944,33.8
3.222450018,33.8
3.613780022,22.5
4.107910156,0.0
3.497359991,33.8
3.150690079,0.0
3.916349888,22.5
3.769249916,22.5
3.262089968,11.3
3.694700003,33.8
3.498869896,22.5
3.392230034,0.0
3.410599947,0.0
3.275369883,0.0
3.227159977,0.0
3.284960032,11.3
3.386049986,0.0
3.326610088,0.0
3.222719908,11.3
3.085150003,33.8
3.418469906,0.0
3.179039955,0.0
3.409399986,11.3
3.38654995,11.3
3.59032011,33.8
3.541610003,0.0
3.130530119,0.0
3.329380035,22.5
3.511300087,0.0
3.294739962,0.0
3.856559992,0.0
3.553309917,22.5
3.323600054,11.3
3.487279892,0.0
3.891609907,0.0
3.686830044,0.0
3.144129992,0.0
3.116379976,0.0
3.262059927,11.3
3.141750097,0.0
3.947429895,0.0
3.718980074,22.5
3.268739939,33.8
3.276870012,33.8
3.223939896,0.0
3.33156991,0.0
4.053569794,0.0
3.47281003,0.0
3.261980057,11.3
3.105870008,0.0
3.942310095,22.5
3.077810049,11.3
3.136499882,0.0
3.366739988,0.0
3.13158989,0.0
3.088180065,11.3
3.339040041,11.3
3.274640083,11.3
3.392230034,11.3
3.187319994,0.0
3.154160023,0.0
3.317759991,0.0
3.339210033,0.0
4.12966013,0.0
3.209480047,0.0
3.483040094,0.0
3.262389898,0.0
3.117650032,22.5
3.082720041,0.0
3.337729931,0.0
4.116549969,33.8
3.437419891,22.5
3.070839882,0.0
3.141200066,11.3
3.1240201,22.5
3.647469997,0.0
3.216909885,0.0
4.002709866,33.8
3.411560059,0.0
3.18730998,0.0
3.089839935,11.3
3.53647995,0.0
3.112970114,0.0
3.574029922,0.0
3.464030027,0.0
3.09807992,0.0
3.662650108,22.5
3.181999922,22.5
3.790159941,22.5
3.30053997,0.0
3.339819908,0.0
3.209569931,11.3
3.786070108,22.5
3.143019915,11.3
3.250540018,0.0
3.676670074,22.5
3.221080065,11.3
3.363970041,0.0
3.14470005,0.0
3.472670078,0.0
3.216589928,0.0
3.176939964,0.0
3.206330061,0.0
3.137029886,11.3
3.349950075,0.0
3.737760067,22.5
3.228990078,0.0
3.10826993,22.5
3.248820066,0.0
3.181080103,22.5
3.563790083,22.5
3.115829945,0.0
3.355050087,0.0
3.387029886,0.0
3.33784008,22.5
3.270190001,0.0
3.144530058,0.0
3.223939896,0.0
3.380929947,0.0
3.122179985,22.5
3.500139952,11.3
3.583770037,22.5
3.453219891,33.8
3.455090046,0.0
3.553809881,11.3
3.158260107,11.3
3.20062995,0.0
3.103869915,0.0
3.276340008,22.5
3.11845994,33.8
3.169480085,0.0
3.251140118,33.8
3.416980028,0.0
3.616240025,0.0
3.170629978,0.0
3.392479897,0.0
3.628700018,22.5
3.822479963,22.5
3.964430094,22.5
3.372539997,0.0
3.00541997,22.5
3.075409889,11.3
3.463010073,11.3
3.358700037,22.5
3.174479961,0.0
3.21171999,11.3
3.239419937,11.3
3.633769989,22.5
3.243439913,22.5
3.147010088,11.3
3.747260094,0.0
3.120120049,22.5
4.13778019,33.8
3.219059944,11.3
3.838180065,33.8
3.274679899,11.3
4.014900208,0.0
3.247910023,0.0
3.333509922,11.3
3.142740011,0.0
3.450900078,33.8
3.986589909,0.0
4.155099869,0.0
4.467400074,0.0
3.485100031,33.8
3.359450102,0.0
3.09491992,11.3
3.318030119,22.5
3.166049957,22.5
3.7964499,22.5
4.288269997,33.8
3.315479994,0.0
3.280630112,22.5
3.27925992,11.3
3.264130116,0.0
3.546299934,33.8
4.049379826,33.8
3.145319939,33.8
3.148020029,11.3
3.476520061,0.0
3.359179974,11.3
3.47281003,11.3
3.287970066,0.0
3.173700094,0.0
3.432100058,0.0
3.344039917,0.0
3.134459972,33.8
3.766459942,22.5
3.194390059,22.5
3.058370113,0.0
3.388240099,22.5
3.236619949,33.8
3.503040075,33.8
3.77828002,22.5
3.319930077,0.0
3.324130058,22.5
4.003230095,33.8
4.272359848,33.8
4.261219978,0.0
3.290549994,11.3
3.529629946,0.0
3.274669886,0.0
3.104049921,33.8
4.534880161,0.0
3.099260092,0.0
3.532860041,22.5
3.433559895,0.0
3.135349989,0.0
3.324700117,0.0
3.339760065,33.8
3.255759954,22.5
3.077950001,0.0
3.523890018,0.0
3.95104003,33.8
3.667959929,0.0
3.417289972,22.5
3.15644002,0.0
3.368930101,0.0
3.521100044,0.0
3.161950111,0.0
3.877099991,33.8
3.336810112,0.0
3.986969948,0.0
3.522720098,33.8
4.041250229,33.8
3.125260115,22.5
3.196160078,11.3
3.077769995,11.3
3.288559914,22.5
3.094789982,0.0
3.299839973,11.3
3.122809887,0.0
3.11916995,0.0
3.168600082,0.0
3.22006011,22.5
3.496469975,0.0
3.41486001,22.5
3.436219931,0.0
3.147300005,33.8
3.205770016,0.0
3.172930002,0.0
3.221750021,33.8
3.270960093,0.0
3.232640028,11.3
3.266010046,11.3
3.321320057,0.0
3.399549961,33.8
4.114870071,33.8
3.249619961,22.5
3.251729965,0.0
3.381370068,0.0
3.172719955,0.0
3.414060116,0.0
3.685349941,22.5
4.297420025,33.8
3.217339993,22.5
3.435260057,11.3
3.186450005,0.0
3.223370075,0.0
4.298729897,33.8
3.129879951,11.3
3.876009941,0.0
3.453269958,0.0
4.183290005,0.0
3.089179993,11.3
3.358659983,11.3
3.086159945,11.3
3.098560095,0.0
3.402810097,0.0
3.897929907,0.0
3.157390118,0.0
3.137360096,0.0
4.32847023,33.8
3.157429934,11.3
3.341769934,11.3
3.279469967,0.0
3.940860033,0.0
3.306730032,0.0
3.934809923,0.0
3.144929886,22.5
3.276259899,11.3
3.321019888,33.8
3.492569923,0.0
3.215339899,0.0
3.716959953,0.0
3.171960115,0.0
3.142580032,0.0
3.473409891,0.0
3.204040051,0.0
4.286930084,33.8
3.382790089,0.0
4.279620171,33.8
3.096299887,33.8
3.639090061,33.8
3.139549971,0.0
3.425290108,0.0
3.17366004,0.0
3.133549929,33.8
3.632669926,0.0
3.169800043,33.8
3.51967001,33.8
4.211900234,33.8
3.15467,33.8
4.287010193,33.8
3.153749943,11.3
3.289890051,22.5
3.23409009,0.0
4.529660225,0.0
3.22510004,0.0
3.15038991,33.8
3.41012001,33.8
3.253420115,11.3
3.197599888,0.0
3.324179888,0.0
3.116179943,22.5
3.345230103,0.0
3.109019995,0.0
3.198549986,0.0
3.149790049,11.3
3.369390011,0.0
3.160140038,0.0
3.637720108,0.0
3.574620008,22.5
3.664309978,0.0
3.447599888,11.3
3.772739887,22.5
3.144799948,0.0
3.936569929,0.0
3.143539906,0.0
3.395950079,0.0
3.358059883,22.5
3.070070028,33.8
3.746639967,22.5
4.459350109,0.0
3.829849958,11.3
3.655329943,22.5
3.256370068,11.3
3.26354003,11.3
3.746750116,22.5
