M3_Al_0_2,M3_Ca_0_2,M3_Fe_0_2,M3_K_0_2,M3_Mg_0_2,M3_P_0_2
146.9850006,4048.030029,31.50810051,403.7219849,135.4730072,14.5965004
140.9340057,4223.459961,33.14799881,397.7049866,129.5399933,15.49090004
96.27020264,4322.620117,31.00699997,411.7520142,133.3029938,16.56539917
134.2369995,4141.180176,32.0984993,406.5840149,131.3179932,15.27890015
180.4609985,4122.279785,32.10430145,403.4989929,134.3410034,14.70619965
85.15440369,4115.109863,31.14649963,401.07901,129.5480042,14.57670021
104.5189972,4272.049805,30.8491993,401.6679993,127.6110001,15.91380024
86.0042038,4009.030029,30.20829964,405.9750061,134.2669983,14.36450005
133.3220062,4301.169922,31.99889946,399.5150146,133.4199982,14.93830013
78.41290283,4271.589844,31.55789948,402.6749878,121.8320007,14.85529995
67.06819916,4152.399902,30.80480003,397.7940063,126.6650009,14.37409973
100.0490036,4245.22998,31.27560043,395.4599915,123.810997,14.2585001
163.8150024,4021.090088,29.97909927,397.8210144,134.4880066,12.97710037
107.302002,4268.100098,30.82530022,401.6589966,127.6279984,15.92949963
179.0910034,4112.5,31.04030037,399.269989,117.3980026,13.42329979
147.4530029,4021.110107,29.83049965,397.9299927,134.4530029,12.99769974
121.1259995,4235.220215,31.98139954,401.9679871,131.076004,15.11620045
185.397995,4105.850098,30.78170013,399.6820068,130.7070007,13.49530029
179.6699982,4159.819824,33.74950027,405.5700073,126.0790024,15.09370041
118.5360031,4296.640137,30.95919991,393.1239929,127.7890015,13.19419956
181.2879944,4106.220215,30.67079926,399.6440125,129.0579987,13.48770046
84.26979828,4266.450195,30.51460075,390.1130066,125.0270004,15.18459988
196.9559937,4047.209961,30.35659981,397.5029907,133.9720001,12.98700047
78.66940308,4266.200195,31.05830002,402.8479919,124.1159973,14.84720039
80.99520111,4216.490234,31.61879921,398.92099,125.5699997,14.35130024
174.552002,4110.299805,30.51779938,399.4809875,123.7900009,13.46210003
87.88860321,4043.51001,30.11420059,409.8049927,134.8480072,14.24730015
183.2250061,4166.450195,32.18619919,407.3999939,134.0720062,15.20779991
96.70500183,4050.0,29.86260033,399.052002,130.1600037,14.10130024
175.0279999,4185.169922,33.28469849,397.5360107,123.663002,15.32999992
88.57460022,4208.200195,31.64229965,398.8070068,126.1380005,14.29769993
175.1300049,4082.550049,31.97999954,403.5249939,135.4570007,14.63990021
73.38240051,4050.449951,30.15169907,405.9549866,133.0209961,14.41090012
147.7850037,4107.350098,30.57749939,400.1830139,128.0769958,13.56029987
95.1914978,4282.370117,30.95249939,401.6889954,127.3450012,15.85789967
143.401001,4044.439941,30.08110046,402.0310059,130.9960022,13.54259968
137.2380066,4278.200195,32.12870026,396.8330078,129.1459961,14.67440033
160.9440002,4256.47998,32.2071991,397.1619873,131.3670044,14.90060043
185.1499939,4159.450195,34.14569855,405.5220032,126.8550034,15.06589985
122.0449982,4113.169922,31.69449997,403.4809875,131.5039978,15.19709969
81.65679932,4262.72998,30.55249977,402.9490051,125.8440018,14.82970047
57.29449844,4006.709961,29.22030067,409.8330078,136.4570007,14.28829956
53.64699936,4005.550049,29.00629997,409.8240051,137.0509949,14.29129982
161.1399994,4081.75,32.11869812,403.5180054,133.3760071,14.58119965
111.5619965,4095.600098,30.09950066,401.9299927,131.0319977,13.90359974
96.83499908,4152.279785,30.35300064,399.3640137,126.5749969,14.13689995
113.8219986,4301.450195,31.57990074,383.243988,124.9369965,14.01430035
176.3560028,4102.620117,32.27479935,403.4440002,133.6170044,14.63090038
168.3769989,4063.689941,31.72319984,403.6210022,137.8339996,14.56219959
69.89589691,4148.27002,30.6882,397.6940002,126.8190002,14.34829998
150.7949982,4209.0,30.8798008,390.4309998,123.7149963,13.04020023
141.6119995,4185.790039,31.59670067,391.5289917,126.211998,13.77180004
172.0919952,4232.939941,32.23880005,397.2900085,132.473999,14.95580006
72.77480316,4147.939941,30.6420002,397.6080017,126.8259964,14.32839966
84.48639679,4228.140137,30.96949959,402.9509888,125.4290009,14.49419975
133.3619995,4250.830078,30.95899963,390.5069885,124.1350021,12.97500038
180.8289948,4159.319824,32.98249817,405.696991,128.6860046,15.17259979
95.34889984,4229.689941,30.84770012,402.9349976,125.3290024,14.44909954
148.4700012,4211.0,30.55830002,390.072998,120.6539993,13.09679985
120.9599991,4045.320068,30.83819962,408.4710083,134.4219971,15.13469982
169.6399994,4051.22998,30.1147995,401.394989,128.6380005,13.41839981
173.720993,4219.560059,32.38759995,397.2730103,133.1670074,14.86629963
107.3280029,4180.459961,30.58119965,394.0490112,126.9929962,14.09090042
138.1889954,4070.620117,31.41629982,403.7879944,134.246994,14.63700008
126.8379974,4039.810059,31.05509949,403.9039917,135.3899994,14.61880016
84.09290314,4256.830078,31.37310028,395.8510132,124.2789993,14.34619999
92.11229706,4285.819824,31.00040054,401.6900024,127.1470032,15.8373003
62.58179855,4159.459961,31.07889938,398.0079956,126.7509995,14.38490009
85.50879669,4212.97998,31.61860085,398.8510132,126.0019989,14.31639957
169.2910004,4019.290039,30.02079964,397.7980042,134.7200012,12.96679974
174.7660065,4017.030029,30.05809975,397.7829895,135.0780029,12.95440006
186.3829956,4105.350098,30.80089951,399.6860046,130.996994,13.49639988
128.5440063,4076.350098,31.49300003,408.2139893,132.5160065,15.2262001
79.06759644,4293.319824,30.89629936,390.447998,124.0360031,15.1427002
172.6779938,4228.27002,32.31359863,397.2709961,132.4989929,14.91800022
155.3849945,4231.970215,33.0141983,395.3190002,128.7369995,15.6218996
94.07939911,4326.419922,31.03240013,411.6809998,132.9049988,16.53910065
171.9149933,4071.469971,31.90839958,403.5509949,136.2189941,14.60379982
131.1710052,4042.649902,31.1590004,403.8640137,135.2940063,14.61750031
116.2919998,4296.759766,31.12269974,384.8900146,125.1620026,13.27200031
165.4299927,4262.029785,32.07970047,400.0660095,140.2039948,15.26580048
164.7619934,4165.589844,31.01099968,390.7709961,128.0910034,12.97189999
88.80280304,4252.580078,31.29140091,395.7340088,124.473999,14.31400013
92.57879639,4040.77002,30.40379906,405.9140015,133.7030029,14.35400009
86.29260254,4254.569824,31.3227005,395.7969971,124.4459991,14.32979965
178.701004,4155.259766,32.83850098,397.9979858,132.6699982,15.42500019
158.496994,4048.919922,30.14369965,401.7420044,130.2799988,13.48799992
176.8480072,4181.27002,33.16809845,397.6659851,125.9749985,15.3657999
81.32350159,4174.310059,31.52840042,401.8190002,128.1000061,14.68260002
103.9469986,4186.359863,32.01440048,397.2090149,126.4430008,14.28040028
169.3470001,4221.560059,32.78020096,395.269989,123.8339996,15.58769989
55.91249847,4049.159912,29.69869995,406.1000061,133.2550049,14.44960022
92.00430298,4228.950195,30.86610031,402.9429932,125.4520035,14.46100044
142.7160034,4227.759766,30.68860054,390.1629944,121.1299973,13.07579994
136.9210052,4242.359863,30.92130089,390.4719849,123.6380005,12.99440002
193.9100037,4106.060059,30.5352993,401.243988,132.2070007,13.46619987
89.91670227,4008.459961,30.26510048,405.9679871,134.3419952,14.35420036
167.8880005,4153.950195,33.04719925,405.8269958,127.2070007,15.1576004
133.3739929,4220.080078,31.82819939,388.8970032,124.7399979,13.92870045
172.9160004,4223.950195,32.31579971,399.6799927,135.8179932,15.03279972
181.3430023,4159.359863,33.18920135,405.6279907,127.598999,15.14589977
183.7570038,4105.029785,30.73609924,399.6730042,130.1040039,13.49190044
46.0121994,4090.879883,29.84569931,401.9960022,130.451004,14.74030018
154.7019958,4079.860107,31.90530014,403.6000061,133.4949951,14.60809994
161.5559998,4271.5,32.07789993,400.3590088,143.8430023,15.32839966
60.91500092,4050.699951,29.86310005,406.0450134,133.0599976,14.44180012
163.2810059,4170.97998,31.00620079,390.7479858,127.7279968,12.97579956
172.9669952,4093.939941,32.33200073,403.4249878,133.4250031,14.58749962
171.0429993,4240.580078,31.84720039,397.3250122,131.7079926,15.12460041
98.43009949,4279.160156,30.91130066,401.6839905,127.4830017,15.87819958
145.7899933,4199.25,31.04290009,388.8789978,122.2450027,13.84790039
150.8619995,4147.620117,32.43000031,406.2520142,129.9819946,15.23750019
157.4980011,4052.179932,31.6352005,403.6629944,136.798996,14.56499958
78.93009949,4217.529785,31.66259956,398.9530029,125.1600037,14.37419987
103.5250015,4225.160156,30.38890076,391.0150146,123.3320007,14.77499962
171.5769958,4189.740234,33.34429932,397.3909912,121.1559982,15.29349995
178.227005,4169.069824,32.97510147,397.8670044,129.9389954,15.4048996
77.50240326,4050.280029,30.22410011,405.9370117,133.0850067,14.39949989
148.4779968,4230.439941,31.16340065,392.9450073,126.6780014,13.20129967
181.9230042,4155.930176,32.31159973,407.3649902,133.0579987,15.17980003
195.6600037,4035.719971,30.30489922,397.5599976,134.3589935,12.96500015
145.7590027,4218.629883,30.44490051,389.8359985,118.9469986,13.12339973
72.73280334,4010.76001,29.96489906,406.0169983,134.2160034,14.39750004
168.7799988,4192.609863,33.49020004,397.3420105,120.8379974,15.27560043
181.3860016,4109.120117,31.90950012,403.5409851,135.6840057,14.71780014
162.2519989,4182.189941,31.05270004,393.1069946,129.5789948,13.15939999
77.50650024,4227.839844,32.7057991,398.7829895,121.7070007,14.56770039
153.5650024,4214.009766,31.09539986,393.0130005,127.7229996,13.18179989
155.4120026,4164.819824,30.78319931,391.3770142,121.572998,13.68859959
182.3990021,4160.209961,32.26089859,407.381012,133.4490051,15.19190025
178.5690002,4158.830078,32.85829926,397.9779968,132.2389984,15.4236002
153.5010071,4280.910156,32.10699844,399.7229919,135.6549988,15.10179996
166.1640015,4137.02002,30.77009964,391.4460144,123.6660004,13.65219975
166.5919952,3989.959961,29.94560051,397.9899902,137.0359955,12.97270012
89.43470001,4117.149902,31.24040031,401.0270081,129.4920044,14.56760025
89.83499908,4290.709961,31.04459953,401.6839905,126.9700012,15.8203001
142.7319946,4205.810059,31.35470009,388.92099,123.5220032,13.86359978
196.2590027,4039.550049,30.3260994,397.5400085,134.2200012,12.97410011
96.54720306,4305.140137,31.19300079,394.8770142,126.4160004,14.90279961
77.66300201,4222.240234,31.27589989,402.9339905,124.6029968,14.54909992
88.81620026,4259.330078,30.18029976,402.9670105,126.2360001,14.81630039
72.88330078,4006.929932,29.7003994,409.848999,135.8220062,14.2656002
77.91619873,4221.169922,31.75200081,398.9580078,124.6399994,14.39500046
122.6600037,4153.850098,31.53030014,402.1149902,130.5570068,15.01140022
152.371994,4217.5,31.10289955,392.993988,127.4000015,13.18640041
130.0590057,4257.220215,30.97060013,390.5190125,124.3479996,12.96189976
102.4550018,4040.780029,30.24480057,409.8710022,135.6130066,14.20940018
