M3_Al_2_6,M3_Ca_2_6,M3_Fe_2_6,M3_K_2_6,M3_Mg_2_6,M3_P_2_6,PhosphorusTreatment
173.7610016,3994.080078,41.70970154,361.0249939,120.8990021,7.673699856,0.0
176.6069946,4209.0,42.69839859,344.7720032,116.4449997,7.877510071,0.0
126.961998,4349.029785,42.09629822,348.2900085,121.7659988,8.966219902,0.0
168.0410004,4119.700195,41.55379868,351.1270142,117.6039963,8.074500084,16.9
209.5910034,4091.51001,41.73730087,356.2900085,119.5080032,7.642139912,22.5
124.1669998,4053.72998,42.26639938,356.4140015,120.1610031,8.774580002,28.2
128.602005,4299.060059,41.04320145,345.0660095,118.1169968,9.002169609,16.9
119.1190033,3939.100098,41.01150131,363.1919861,123.2860031,8.827690125,0.0
168.5570068,4334.620117,41.77299881,348.4190063,120.7200012,7.845180035,0.0
115.8470001,4249.649902,41.55400085,346.1069946,115.1839981,9.515789986,0.0
105.5800018,4105.52002,42.0,351.5840149,117.8410034,8.915869713,0.0
136.1580048,4228.75,41.68999863,350.7690125,117.4919968,9.058739662,0.0
219.0240021,3947.939941,42.40359879,361.2319946,120.4069977,8.372920036,16.9
131.1289978,4295.970215,41.03829956,344.8340149,118.026001,8.997079849,16.9
231.2400055,4074.419922,42.28480148,351.9750061,109.8619995,8.454270363,28.2
199.9640045,3952.120117,42.39369965,361.3779907,120.1709976,8.408240318,16.9
155.3829956,4234.100098,42.04339981,350.0079956,119.1549988,8.284819603,28.2
240.1029968,4066.540039,42.26499939,354.2940063,115.1969986,8.651229858,28.2
200.1719971,4159.509766,41.61249924,344.1229858,111.1200027,7.75357008,16.9
151.2140045,4335.649902,42.42100143,349.776001,114.7020035,8.545490265,0.0
236.0829926,4069.02002,42.26330185,354.0669861,115.0670013,8.642620087,28.2
114.7060013,4307.379883,41.47280121,350.6589966,117.6869965,9.4500103,16.9
256.6809998,3969.219971,42.42340088,358.9960022,118.6330032,8.380840302,16.9
115.5110016,4243.419922,41.53039932,347.5239868,116.5780029,9.545550346,0.0
114.8079987,4192.299805,42.08369827,348.1560059,116.7470016,8.79957962,22.5
229.6399994,4074.48999,42.26200104,352.7229919,113.8560028,8.605099678,28.2
128.1190033,3969.26001,42.14849854,360.8819885,122.8970032,8.825739861,0.0
215.5619965,4147.560059,41.38240051,354.8529968,119.3300018,7.858990192,0.0
139.3899994,4006.350098,41.67990112,356.5880127,122.4629974,8.695409775,28.2
208.7429962,4190.709961,42.65719986,344.7059937,112.8730011,7.720270157,0.0
120.4589996,4188.430176,42.08390045,348.3970032,116.7099991,8.731510162,22.5
201.4600067,4034.669922,41.72169876,359.2359924,120.2630005,7.627369881,0.0
107.8610001,3985.860107,41.03030014,361.3269958,122.5719986,8.891200066,0.0
198.1470032,4071.149902,42.23180008,353.4920044,115.2600021,8.722960472,28.2
120.5579987,4304.02002,41.06100082,345.7659912,118.3219986,9.020600319,16.9
194.4980011,3993.689941,42.0135994,359.6300049,118.2289963,8.699850082,0.0
176.0720062,4267.850098,42.10969925,346.5079956,116.9550018,7.949540138,0.0
198.9340057,4273.970215,42.1147995,344.3659973,117.7020035,7.884560108,0.0
