H3A_Al_0_2,H3A_Ca_0_2,H3A_Fe_0_2,H3A_K_0_2,H3A_Mg_0_2,H3A_P_0_2,PhosphorusTreatment
63.18690109,1991.449951,4.807340145,62.91609955,62.05580139,3.756939888,18.0
49.66400146,2052.189941,4.101689816,61.10570145,57.92300034,2.701519966,0.0
57.17900085,2010.699951,4.085259914,61.02399826,56.71369934,3.191920042,27.0
49.20959854,2079.280029,4.548409939,61.66889954,65.22370148,2.672770023,9.0
80.19850159,1909.430054,5.382969856,63.88769913,64.01119995,5.062439919,18.0
67.89810181,1967.27002,4.692029953,61.80099869,60.48389816,3.806469917,9.0
84.76300049,1902.23999,5.401329994,64.59089661,64.12799835,5.659800053,18.0
57.88809967,2020.569946,5.243519783,63.10889816,65.95709991,3.697969913,0.0
73.56749725,1938.25,5.232089996,64.31759644,63.99020004,4.638730049,0.0
76.01039886,1929.849976,5.286580086,64.23750305,63.78770065,4.681419849,0.0
46.42110062,2083.75,4.003200054,61.18159866,58.57180023,2.217959881,9.0
44.20819855,2068.100098,3.757639885,60.67819977,53.91379929,1.823930025,0.0
86.27649689,1879.0,5.538020134,64.39839935,64.25099945,5.6167202,18.0
47.92649841,2083.280029,4.211830139,61.30929947,60.44910049,2.480230093,0.0
71.66989899,1946.01001,5.161680222,64.39199829,63.32170105,4.593850136,0.0
86.68720245,1877.189941,5.524149895,64.50830078,64.26069641,5.735040188,18.0
72.03289795,1946.48999,5.221469879,64.1257019,62.39519882,4.427080154,9.0
84.29270172,1876.400024,5.446360111,64.28410339,63.94879913,5.253610134,27.0
53.11759949,2047.959961,4.645810127,61.42969894,62.01300049,3.178529978,27.0
84.87830353,1883.030029,5.505280018,64.24669647,63.97750092,5.311950207,0.0
79.60220337,1910.209961,5.31882,64.43340302,63.84249878,5.035590172,0.0
52.44079971,2051.0,4.831069946,61.53889847,63.37939835,3.185379982,0.0
81.48290253,1900.839966,5.490399837,64.21510315,63.20569992,5.028399944,18.0
60.29499817,2006.550049,4.749289989,62.88970184,61.81909943,3.574609995,18.0
63.10580063,1998.400024,5.030529976,64.24710083,62.32960129,4.001299858,0.0
49.65739822,2072.350098,4.657020092,61.71509933,65.58170319,2.881510019,9.0
44.46709824,2064.080078,3.761859894,60.79019928,54.56389999,2.004479885,0.0
48.54880142,2092.52002,4.256070137,61.45360184,62.07490158,2.372920036,27.0
79.25759888,1912.790039,5.310780048,63.82939911,63.75429916,4.954410076,9.0
50.95769882,2060.939941,4.768760204,61.54800034,63.54399872,3.068710089,0.0
45.07160187,2072.629883,3.894320011,61.03960037,57.07529831,2.151720047,0.0
49.02880096,2086.290039,4.397920132,61.56480026,63.78070068,2.492810011,0.0
