H3A_P_2_6,PhosphorusTreatment
3.115999937,0.0
1.874529958,0.0
2.919650078,9.0
1.882529974,27.0
2.064690113,9.0
1.443719983,0.0
1.984419942,9.0
1.30569005,0.0
1.527809978,0.0
1.499760032,0.0
1.400589943,0.0
2.097919941,27.0
1.922369957,0.0
2.011539936,0.0
1.504940033,0.0
1.757189989,0.0
1.761809945,27.0
1.878790021,0.0
1.779219985,9.0
2.540679932,0.0
1.881680012,18.0
1.471770048,0.0
2.437680006,9.0
3.452820063,27.0
2.053790092,18.0
3.090120077,18.0
1.445109963,27.0
1.351500034,9.0
1.396999955,0.0
2.246560097,9.0
2.066890001,27.0
3.171220064,0.0
2.946559906,18.0
2.195300102,9.0
1.914729953,27.0
1.904049993,0.0
1.436750054,27.0
3.371360064,18.0
2.93885994,18.0
1.292999983,0.0
2.248820066,0.0
2.408620119,9.0
3.437410116,0.0
1.474779963,0.0
1.922240019,27.0
1.875149965,9.0
1.406659961,0.0
2.035540104,27.0
2.836390018,18.0
1.381309986,0.0
2.394140005,9.0
2.855530024,9.0
1.450970054,27.0
2.026249886,9.0
2.284509897,9.0
3.363130093,0.0
1.986019969,9.0
1.403519988,0.0
1.367660046,9.0
1.383780003,0.0
2.983340025,18.0
3.097490072,27.0
2.810349941,18.0
1.403669953,0.0
2.595829964,0.0
3.22232008,18.0
3.22322011,27.0
1.328289986,9.0
2.870909929,18.0
3.176179886,0.0
2.390619993,9.0
1.316419959,0.0
2.630510092,0.0
2.53805995,27.0
2.115329981,9.0
1.406520009,0.0
1.610980034,27.0
1.946760058,0.0
3.115959883,0.0
1.364109993,9.0
1.353510022,0.0
1.929970026,18.0
2.190370083,0.0
1.457159996,27.0
3.181849957,27.0
1.297109962,0.0
1.974239945,9.0
1.603870034,0.0
1.67426002,0.0
3.182399988,0.0
1.461789966,0.0
2.340169907,18.0
3.091779947,27.0
1.289010048,0.0
1.302099943,0.0
3.336489916,27.0
1.975280046,27.0
2.537539959,0.0
3.269819975,18.0
3.072449923,0.0
1.298879981,0.0
1.358090043,9.0
2.275719881,0.0
2.4103899,9.0
1.339329958,9.0
1.848709941,27.0
2.892889977,18.0
3.402590036,18.0
1.720639944,9.0
1.794119954,9.0
2.334340096,9.0
3.025239944,18.0
2.822989941,18.0
2.678230047,18.0
1.355479956,0.0
2.19633007,9.0
1.875010014,0.0
2.008270025,27.0
1.480790019,0.0
2.81269002,18.0
1.437100053,27.0
2.412280083,27.0
1.613960028,0.0
1.771569967,0.0
2.719850063,27.0
2.985130072,0.0
2.024580002,18.0
1.602519989,0.0
2.631180048,0.0
1.462450027,9.0
3.429579973,0.0
