Ols_P_0_2,PhosphorusTreatment
6.418849945,0.0
5.659190178,0.0
5.604519844,0.0
5.848239899,0.0
6.587900162,28.2
5.820960045,0.0
6.547100067,0.0
5.841969967,0.0
5.789790154,28.2
6.111529827,0.0
5.346010208,16.9
5.621240139,0.0
5.688399792,0.0
6.348599911,22.5
7.067850113,16.9
5.775010109,0.0
5.912849903,28.2
6.939169884,16.9
5.818840027,0.0
6.307620049,0.0
6.515620232,0.0
5.817110062,0.0
6.572030067,28.2
5.783130169,22.5
5.850490093,22.5
5.756420135,0.0
5.779699802,22.5
6.50454998,0.0
5.717710018,28.2
6.100540161,0.0
5.549990177,0.0
6.543980122,0.0
5.684490204,28.2
6.608009815,0.0
6.529970169,0.0
6.425739765,0.0
5.776209831,0.0
6.457029819,0.0
5.602769852,28.2
7.032919884,16.9
6.051670074,0.0
6.504950047,0.0
6.593490124,22.5
5.880129814,0.0
5.535069942,16.9
6.766699791,22.5
6.387599945,0.0
6.622169971,0.0
5.780660152,0.0
6.083049774,0.0
6.113729954,0.0
6.447889805,0.0
6.426970005,0.0
5.955200195,22.5
6.464749813,28.2
5.940370083,22.5
6.234200001,0.0
5.365739822,16.9
6.067749977,0.0
6.622220039,0.0
5.613709927,0.0
6.308469772,16.9
6.468770027,0.0
6.697999954,0.0
6.537700176,28.2
6.368400097,0.0
5.901710033,0.0
6.663179874,22.5
6.507120132,0.0
6.135350227,22.5
6.490769863,0.0
6.416639805,0.0
5.670599937,28.2
6.520160198,22.5
5.514200211,0.0
6.486050129,0.0
6.147980213,22.5
6.285160065,28.2
6.623730183,22.5
5.571680069,0.0
6.570700169,28.2
6.3134799,0.0
6.161119938,22.5
5.463129997,0.0
6.408780098,0.0
6.015950203,0.0
6.018750191,0.0
5.634280205,0.0
6.567080021,22.5
6.328730106,0.0
6.833730221,16.9
5.748290062,0.0
6.544690132,22.5
6.862820148,22.5
6.506849766,28.2
6.085450172,0.0
5.828919888,22.5
6.115910053,22.5
6.710730076,16.9
6.176780224,22.5
6.000100136,22.5
5.668109894,0.0
6.674759865,0.0
6.522349834,0.0
6.493070126,0.0
5.37869978,16.9
6.292840004,0.0
6.719659805,0.0
6.500349998,28.2
5.295219898,0.0
7.231450081,0.0
6.146580219,0.0
6.508259773,0.0
6.712850094,0.0
5.656529903,0.0
6.194709778,22.5
6.366990089,28.2
6.591380119,22.5
5.721210003,0.0
6.657080173,16.9
6.578370094,0.0
7.013629913,16.9
6.573530197,28.2
6.059150219,0.0
6.560639858,0.0
6.502870083,22.5
6.124219894,28.2
6.512249947,0.0
7.390389919,0.0
7.305079937,0.0
6.050549984,22.5
6.374499798,0.0
6.570330143,28.2
6.737309933,16.9
6.555510044,16.9
5.751239777,0.0
6.509679794,22.5
5.636300087,0.0
5.660870075,0.0
6.59428978,28.2
5.587530136,0.0
6.74146986,16.9
5.928830147,22.5
5.676730156,28.2
6.722939968,28.2
5.471580029,16.9
5.773620129,0.0
