M3_Al_2_6,M3_Ca_2_6,M3_Fe_2_6,M3_K_2_6,M3_Mg_2_6,M3_P_2_6,PhosphorusTreatment
184.4980011,3146.320068,52.76610184,420.8590088,150.654007,4.641749859,33.8
241.272995,3541.310059,49.83530045,478.4639893,161.5209961,7.559679985,11.3
306.3210144,2566.199951,79.38950348,271.2940063,192.7680054,12.6566,22.5
74.79450226,2750.899902,45.75780106,330.9349976,184.0720062,7.218530178,0.0
155.3670044,2807.77002,58.89830017,346.6600037,142.8040009,3.206510067,0.0
96.73539734,2733.959961,51.35290146,329.4500122,183.6929932,7.895599842,11.3
128.1340027,2689.51001,55.63999939,308.7130127,184.0119934,8.760069847,0.0
261.4339905,3173.310059,56.59889984,390.3330078,169.0099945,8.975959778,22.5
115.223999,2973.01001,50.5542984,367.7460022,178.8950043,6.871329784,11.3
174.0110016,2673.969971,61.99679947,300.5350037,184.3569946,9.627479553,22.5
494.3089905,2546.52002,98.27010345,266.8089905,191.3480072,13.66989994,22.5
143.1889954,2978.01001,54.65750122,385.9859924,146.7310028,3.678309917,0.0
421.1830139,2507.51001,88.53739929,254.5240021,192.4909973,13.9513998,0.0
529.4799805,2511.209961,104.1569977,256.7349854,193.029007,14.71920013,0.0
486.5509949,2480.030029,103.8519974,251.4779968,196.026001,15.33360004,0.0
246.9400024,3549.22998,50.29380035,480.9240112,160.0359955,8.282400131,0.0
262.7940063,3164.719971,59.30939865,406.5100098,149.3670044,4.576109886,0.0
206.9440002,2727.449951,62.93849945,316.9970093,140.276001,3.307009935,0.0
272.5310059,3006.040039,64.7947998,373.3009949,177.9440002,8.874950409,33.8
220.6670074,2861.219971,68.26010132,330.1149902,138.5650024,3.542249918,33.8
234.1999969,3538.25,49.96580124,475.4710083,162.4909973,7.155769825,0.0
161.227005,2305.679932,66.01979828,235.5460052,135.2579956,2.811889887,0.0
453.6820068,2563.360107,92.6190033,272.6520081,190.0610046,12.81140041,0.0
203.1199951,3222.139893,52.28139877,433.0450134,152.5370026,5.176370144,0.0
245.8939972,2668.629883,66.09609985,300.3680115,185.3899994,9.347120285,0.0
319.3640137,2562.610107,79.7338028,269.2659912,192.7039948,12.74660015,22.5
349.723999,3144.689941,69.21800232,384.6319885,145.5780029,5.804920197,0.0
359.5079956,3128.370117,74.30529785,387.1000061,172.7590027,11.05210018,0.0
333.1130066,3090.439941,69.18099976,374.4419861,144.0919952,5.291220188,22.5
352.4970093,2633.060059,78.05470276,286.1180115,186.227005,10.94419956,0.0
173.9880066,3187.889893,54.01150131,402.5480042,176.9299927,6.475409985,33.8
348.2409973,3249.189941,65.5094986,404.4060059,148.3589935,6.266789913,0.0
529.9420166,2518.929932,104.1809998,258.7619934,192.8919983,14.64789963,0.0
454.0889893,2580.169922,84.76490021,258.6409912,190.0590057,12.5781002,0.0
225.1750031,2872.659912,65.20749664,336.1239929,140.6549988,3.735399961,33.8
369.1170044,3211.889893,69.15280151,397.7149963,147.5619965,6.506740093,0.0
360.1579895,3312.669922,65.38939667,416.3569946,149.9109955,6.821450233,11.3
362.2279968,3567.540039,63.24000168,445.9609985,160.4559937,7.032599926,11.3
521.8790283,2491.23999,102.6910019,252.2420044,193.2519989,14.80010033,0.0
557.1890259,2519.139893,109.7020035,260.7349854,193.8769989,15.31700039,33.8
