H3A_P_0_2,PhosphorusTreatment
2.9036901,0.0
2.29163003,0.0
2.247849941,0.0
2.129189968,0.0
2.098939896,28.2
2.103569984,0.0
5.704500198,0.0
2.139889956,0.0
1.976310015,28.2
1.937880039,0.0
1.681270003,16.9
1.743450046,0.0
2.516279936,0.0
2.644690037,22.5
3.674200058,16.9
2.426759958,0.0
2.0618999,28.2
3.43234992,16.9
2.119780064,0.0
2.354439974,0.0
5.586070061,0.0
1.948819995,0.0
4.662419796,28.2
2.061389923,22.5
2.288919926,22.5
2.066800117,0.0
2.046370029,22.5
1.729179978,0.0
1.884469986,28.2
1.937250018,0.0
2.074389935,0.0
3.035470009,0.0
1.834550023,28.2
3.654000044,0.0
6.083720207,0.0
1.91395998,0.0
2.486609936,0.0
1.917189956,0.0
1.722319961,28.2
3.648610115,16.9
1.827839971,0.0
4.736010075,0.0
3.442610025,22.5
1.984210014,0.0
1.810299993,16.9
2.525269985,22.5
3.416320086,0.0
6.295609951,0.0
2.513770103,0.0
2.034699917,0.0
2.063380003,0.0
1.890840054,0.0
1.727570057,0.0
1.851590037,22.5
2.104039907,28.2
2.431940079,22.5
2.103909969,0.0
1.684470057,16.9
1.847190022,0.0
2.136539936,0.0
1.838150024,0.0
2.72694993,16.9
1.863690019,0.0
3.032969952,0.0
3.523250103,28.2
3.248840094,0.0
1.877779961,0.0
2.492789984,22.5
1.752570033,0.0
2.652800083,22.5
5.482520103,0.0
1.750450015,0.0
1.922909975,28.2
2.683259964,22.5
1.775550008,0.0
3.838959932,0.0
2.177700043,22.5
2.153539896,28.2
2.591629982,22.5
1.669939995,0.0
4.175549984,28.2
1.967720032,0.0
2.221899986,22.5
1.874070048,0.0
1.933940053,0.0
1.857300043,0.0
1.875669956,0.0
1.877140045,0.0
2.684809923,22.5
2.041199923,0.0
4.462580204,16.9
2.0207901,0.0
2.574340105,22.5
2.539289951,22.5
3.023839951,28.2
1.887709975,0.0
2.22755003,22.5
2.089400053,22.5
3.211610079,16.9
2.945800066,22.5
2.331500053,22.5
2.440119982,0.0
4.322259903,0.0
4.358870029,0.0
3.958029985,0.0
1.731349945,16.9
2.820669889,0.0
3.043299913,0.0
2.094890118,28.2
1.758350015,0.0
5.050469875,0.0
2.681839943,0.0
4.141499996,0.0
3.044509888,0.0
1.910820007,0.0
3.093980074,22.5
2.294460058,28.2
2.638000011,22.5
2.388499975,0.0
2.731529951,16.9
2.254729986,0.0
3.641839981,16.9
4.80904007,28.2
2.967519999,0.0
3.109920025,0.0
2.670949936,22.5
2.221329927,28.2
2.519439936,0.0
5.017409801,0.0
4.864500046,0.0
2.222779989,22.5
4.496049881,0.0
2.127579927,28.2
3.482490063,16.9
2.856040001,16.9
2.044500113,0.0
2.612679958,22.5
2.338579893,0.0
1.915159941,0.0
3.371469975,28.2
