M3_Al_0_2,M3_Ca_0_2,M3_Fe_0_2,M3_K_0_2,M3_Mg_0_2,M3_P_0_2,PhosphorusTreatment
86.10839844,4258.290039,30.40270042,390.0039978,125.0,15.19169998,16.9
87.38619995,4137.049805,30.4727993,397.2569885,126.7669983,14.24349976,0.0
138.720993,4238.5,30.88570023,390.4249878,123.1399994,13.01280022,0.0
132.404007,4253.0,30.96459961,390.5109863,124.2109985,12.97109985,0.0
134.5540009,4249.049805,30.95490074,390.4949951,123.9810028,12.98239994,0.0
78.93009949,4217.529785,31.66259956,398.9530029,125.1600037,14.37419987,22.5
181.1920013,4157.899902,32.49089813,405.9060059,132.9900055,15.24610043,16.9
174.5469971,4212.029785,32.41500092,397.2600098,133.1349945,14.8427,0.0
136.9210052,4242.359863,30.92130089,390.4719849,123.6380005,12.99440002,0.0
159.2960052,4193.25,31.06049919,393.0769958,128.927002,13.16590023,0.0
112.7529984,4303.540039,31.98579979,402.2139893,130.6119995,15.60439968,0.0
151.1000061,4168.899902,31.13319969,391.4440002,124.1449966,13.71539974,0.0
148.3329926,4076.030029,31.70389938,403.6759949,133.7870026,14.62279987,22.5
170.9859924,4053.179932,29.78450012,400.9320068,127.2160034,13.34980011,0.0
176.6820068,4188.629883,32.3973999,397.2890015,134.1210022,14.79360008,0.0
140.7369995,4144.169922,32.21089935,406.4630127,130.9530029,15.2663002,16.9
101.322998,4206.470215,31.87260056,398.605011,125.8059998,14.23840046,22.5
78.30439758,4272.430176,32.01459885,395.868988,120.7570038,14.40769958,0.0
72.8757019,4082.73999,29.98390007,399.4670105,129.8970032,14.21090031,28.2
153.4570007,4165.97998,30.95879936,391.4020081,122.9290009,13.70090008,0.0
149.1589966,4212.810059,33.12409973,397.7200012,129.2740021,15.46529961,0.0
139.4179993,4191.22998,31.66749954,391.5299988,126.2969971,13.78320026,0.0
112.2750015,4273.399902,31.68740082,402.8320007,130.6289978,15.51490021,16.9
107.2440033,4274.799805,31.0291996,407.7449951,131.3329926,16.21439934,16.9
82.7417984,4261.060059,31.4333992,395.881012,124.0179977,14.3586998,0.0
175.7630005,4197.720215,32.31600189,399.6539917,135.8919983,14.98859978,0.0
89.83499908,4290.709961,31.04459953,401.6839905,126.9700012,15.8203001,16.9
171.1170044,4122.620117,31.00620079,391.571991,126.8840027,13.64850044,0.0
146.4190063,4145.419922,32.32550049,406.3469849,130.4850006,15.25039959,16.9
77.37329865,4314.149902,30.85910034,401.4609985,121.9260025,15.61859989,16.9
168.9869995,4124.549805,30.93219948,391.4129944,120.8089981,13.60540009,28.2
131.1710052,4042.649902,31.1590004,403.8640137,135.2940063,14.61750031,0.0
172.3470001,4017.959961,30.17280006,401.8349915,133.6889954,13.44299984,16.9
181.0240021,4123.859863,32.05789948,403.5130005,134.6629944,14.7159996,22.5
83.84770203,4301.850098,31.16830063,401.6440125,126.0889969,15.7652998,16.9
203.9120026,3992.909912,30.43289948,398.1409912,143.098999,12.91940022,0.0
165.6009979,4016.889893,30.15169907,401.9330139,133.4409943,13.47290039,16.9
195.5670013,4053.0,30.41559982,401.4320068,133.595993,13.42700005,16.9
150.2279968,4233.720215,33.06240082,395.2579956,128.9230042,15.62440014,28.2
