Ols_Al_2_6,Ols_Ca_2_6,Ols_Fe_2_6,Ols_K_2_6,Ols_Mg_2_6,Ols_P_2_6,PhosphorusTreatment
1.544149995,151.2149963,1.633870006,331.1679993,171.0429993,29.19820023,11.3
1.488080025,167.621994,1.629539967,341.8389893,163.6340027,30.08740044,0.0
1.396199942,137.0769958,1.319810033,371.0209961,161.2779999,25.12299919,0.0
1.306110024,158.6900024,1.330530047,347.6220093,124.5630035,20.25370026,0.0
1.601300001,140.279007,1.631399989,330.053009,172.6260071,29.07909966,0.0
1.562260032,143.2120056,1.631309986,325.4159851,174.2189941,28.74539948,0.0
1.380679965,146.397995,1.340170026,358.151001,133.0890045,18.97979927,0.0
1.523480058,138.4440002,1.406669974,370.256012,162.3739929,26.89089966,0.0
1.501320004,134.9680023,1.344290018,389.07901,133.0149994,22.09560013,0.0
1.556839943,150.4730072,1.633939981,333.1099854,171.0650024,29.40449905,11.3
1.338279963,141.9669952,1.319659948,392.9949951,148.6710052,23.41279984,5.6
1.425330043,177.746994,1.627339959,340.1809998,161.022995,29.9612999,0.0
1.351130009,141.6649933,1.321640015,401.2730103,152.1950073,24.40530014,0.0
1.410830021,143.2350006,1.338469982,380.5499878,152.6049957,27.77890015,16.9
1.408010006,141.0970001,1.337049961,361.1929932,124.223999,18.9598999,0.0
1.450700045,137.5319977,1.33889997,371.4989929,123.939003,19.81459999,0.0
1.431920052,139.1730042,1.338150024,366.822998,124.2720032,19.42630005,0.0
1.59145999,141.4730072,1.631639957,329.5700073,172.7519989,29.08589935,0.0
1.568840027,128.2460022,1.623690009,307.7609863,174.927002,27.35980034,0.0
1.391909957,144.1069946,1.338170052,358.4179993,128.720993,19.14669991,16.9
1.367390037,139.154007,1.318789959,394.0629883,143.3600006,23.4829998,16.9
1.344949961,142.1549988,1.321169972,398.1900024,152.0690002,24.0692997,0.0
1.315070033,166.0670013,1.422780037,356.368988,150.4640045,25.86969948,0.0
1.455299973,137.1600037,1.339149952,372.776001,124.0090027,19.93700027,0.0
1.527400017,128.022995,1.322939992,414.4620056,143.9160004,26.38829994,16.9
1.347450018,140.8500061,1.319079995,393.0020142,145.9140015,23.37409973,0.0
1.406149983,137.2749939,1.318660021,394.6499939,140.5149994,23.69140053,0.0
1.428709984,137.4440002,1.335409999,362.0889893,116.7529984,18.32040024,0.0
1.611879945,138.1849976,1.630579948,329.2430115,172.7039948,28.89179993,0.0
1.358610034,140.0859985,1.319589972,395.6679993,146.4029999,23.68860054,0.0
1.464599967,171.0059967,1.628640056,340.8349915,161.9640045,30.02529907,5.6
1.442510009,139.2619934,1.339869976,371.1270142,127.7979965,20.11720085,16.9
1.344599962,140.9629974,1.31596005,381.9079895,137.1159973,22.03980064,0.0
1.30903995,180.6950073,1.622040033,329.0310059,151.8869934,29.59309959,0.0
1.44848001,137.0200043,1.337759972,369.5499878,120.7910004,19.39480019,5.6
1.358150005,180.2279968,1.625370026,331.2839966,155.727005,29.34959984,0.0
1.574550033,144.2189941,1.632179976,329.3970032,172.7559967,29.09860039,0.0
1.440070033,134.8240051,1.319740057,401.8940125,141.1179962,24.81509972,0.0
1.45314002,136.6260071,1.337929964,370.8080139,120.5950012,19.50699997,5.6
1.58544004,124.875,1.324409962,417.3779907,144.3390045,27.0135994,16.9
1.41892004,136.4819946,1.319049954,397.0889893,140.7149963,24.05809975,0.0
1.386970043,177.6369934,1.625319958,333.8099976,153.2879944,29.63209915,0.0
1.434630036,135.3249969,1.31953001,401.5769958,140.8630066,24.7866993,0.0
1.27967,167.6340027,1.530210018,346.2890015,141.6609955,26.40800095,0.0
1.56566,142.3690033,1.631090045,325.1090088,174.3099976,28.72369957,0.0
1.338310003,147.3710022,1.469130039,341.3479919,170.0370026,26.87529945,0.0
1.527930021,160.1320038,1.636209965,337.973999,168.076004,29.74189949,16.9
1.696670055,137.723999,1.609230042,376.2990112,160.4409943,29.21430016,0.0
1.33781004,140.8119965,1.316849947,386.3999939,139.8269958,22.53019905,0.0
1.46717,169.9989929,1.628640056,340.3179932,161.772995,29.98660088,5.6
1.33299005,142.8959961,1.320359945,393.4859924,151.5169983,23.51939964,0.0
1.353590012,140.8569946,1.320299983,396.9790039,148.9179993,23.87260056,5.6
1.385169983,140.5529938,1.33427,355.4320068,119.7959976,17.94709969,5.6
1.303799987,198.4649963,1.62037003,337.1279907,163.4089966,30.52910042,0.0
1.340360045,140.6999969,1.31704998,387.0799866,140.2559967,22.61790085,0.0
1.526829958,160.7819977,1.636340022,338.4729919,167.923996,29.78079987,16.9
1.313539982,151.845993,1.309929967,372.07901,136.7100067,19.83740044,0.0
1.369979978,179.7850037,1.625460029,332.7550049,155.8079987,29.48130035,0.0
1.54806006,162.5769958,1.637480021,344.9519958,168.0310059,30.41430092,16.9
1.375949979,178.5200043,1.625100017,332.9299927,153.1289978,29.57480049,0.0
1.346950054,179.4799957,1.624740005,330.0440063,152.8379974,29.37389946,0.0
1.343000054,141.6629944,1.319900036,394.3110046,148.8860016,23.56940079,5.6
1.424700022,139.6909943,1.33773005,364.9500122,124.0319977,19.24300003,0.0
1.49048996,168.0039978,1.629729986,342.6789856,163.9889984,30.15439987,0.0
1.606920004,148.3509979,1.638380051,356.4599915,169.3950043,33.75350189,0.0
1.593919992,153.9369965,1.63744998,345.2799988,169.526001,30.79170036,0.0
1.415860057,176.447998,1.626760006,337.2860107,158.3000031,29.79730034,11.3
1.440230012,139.4949951,1.3398,370.5820007,127.8809967,20.07839966,16.9
1.43069005,173.7409973,1.627030015,337.3930054,157.7929993,29.81620026,11.3
1.457000017,139.0970001,1.341950059,376.8330078,131.8110046,20.97139931,0.0
1.363720059,179.1959991,1.624869943,331.8049927,152.9080048,29.50099945,0.0
1.742689967,139.8769989,1.599810004,370.6520081,160.8569946,28.95829964,11.3
1.445459962,140.3359985,1.341670036,374.1419983,132.2039948,20.75909996,0.0
1.408110023,137.9680023,1.333979964,356.1879883,116.0709991,17.52339935,0.0
1.41534996,137.7669983,1.334360003,357.8720093,115.9169998,17.7397995,0.0
1.440999985,140.6889954,1.341410041,372.8640137,131.9759979,20.62260056,0.0
1.396379948,177.4889984,1.625929952,335.0419922,155.7460022,29.67340088,0.0
1.458179951,174.7630005,1.628679991,343.4670105,162.9779968,30.19339943,5.6
1.532909989,138.6829987,1.406820059,371.375,160.3930054,27.13710022,5.6
1.360080004,179.3630066,1.624869943,331.4410095,153.0919952,29.46759987,0.0
1.364910007,180.0469971,1.625409961,332.1719971,155.8090057,29.42910004,0.0
1.452800035,138.3350067,1.340330005,373.8039856,127.8509979,20.35040092,16.9
1.402320027,137.3110046,1.333130002,353.6010132,115.2170029,16.9871006,0.0
1.591699958,154.1640015,1.637359977,345.0289917,169.5079956,30.7446003,0.0
1.562229991,146.128006,1.632480025,329.0339966,172.6889954,29.05480003,0.0
1.400670052,176.9640045,1.626000047,335.2879944,155.6670074,29.69400024,0.0
1.335379958,142.7550049,1.320500016,394.3089905,151.6080017,23.61800003,0.0
1.367849946,188.2440033,1.624559999,339.6549988,162.3339996,29.94510078,0.0
1.557109952,144.3549957,1.631579995,325.6929932,174.0930023,28.75979996,0.0
