M3_Al_0_2,M3_Ca_0_2,M3_Fe_0_2,M3_K_0_2,M3_Mg_0_2,M3_P_0_2,PhosphorusTreatment
487.8760071,3344.429932,65.30329895,713.3870239,470.7770081,197.8040009,0.0
477.303009,3438.129883,66.58920288,790.0089722,431.4679871,175.9149933,0.0
485.7850037,3511.820068,63.29019928,720.6220093,479.4960022,188.772995,0.0
484.1149902,3569.75,62.68930054,720.8109741,480.0270081,184.8289948,0.0
428.625,3609.5,53.4280014,815.8270264,402.6990051,146.9199982,0.0
540.3590088,3161.070068,86.26260376,782.0380249,484.5899963,230.177002,0.0
379.8439941,3442.870117,43.542099,763.8469849,358.9849854,149.4869995,5.6
485.8699951,3469.919922,63.38140106,717.9879761,477.5220032,190.2709961,0.0
409.6229858,3396.280029,49.82149887,671.9810181,402.4249878,160.8869934,11.3
375.8340149,3483.100098,42.67639923,764.2979736,372.3800049,151.3820038,0.0
541.0609741,3147.580078,86.38800049,783.5360107,487.3330078,232.9160004,0.0
487.2990112,3274.139893,67.67780304,716.5050049,461.9200134,204.0610046,0.0
418.1830139,3700.139893,49.49729919,815.5040283,419.5150146,149.4830017,0.0
464.821991,3592.939941,66.07189941,847.03302,400.1289978,130.0370026,0.0
471.901001,3457.719971,58.66419983,691.0230103,465.6319885,178.878006,16.9
444.0190125,3608.689941,58.24940109,828.5079956,404.7080078,145.6300049,0.0
452.848999,3612.5,60.80139923,836.3619995,407.4419861,145.1159973,5.6
434.0270081,3285.780029,51.69660187,623.2150269,438.8760071,179.4470062,0.0
399.7210083,3540.969971,47.39720154,791.3930054,391.6130066,153.9380035,16.9
516.4190063,3187.27002,75.6257019,754.1929932,489.7900085,226.1820068,0.0
431.9890137,3289.51001,50.89780045,619.0209961,434.0109863,176.4720001,0.0
443.1669922,3295.669922,53.80250168,638.0620117,442.9179993,181.6320038,0.0
428.4339905,3649.580078,52.05379868,818.0789795,409.9729919,148.0039978,0.0
407.631012,3593.669922,48.54380035,801.6989746,401.0589905,152.7960052,0.0
476.2449951,3304.939941,62.70970154,690.7639771,462.0379944,193.5299988,16.9
