M3_P_2_6,PhosphorusTreatment
9.090259552,0.0
8.515870094,0.0
8.649350166,0.0
8.571920395,0.0
8.935390472,28.2
8.588470459,0.0
7.818900108,0.0
8.650580406,0.0
8.693209648,28.2
7.711289883,0.0
8.213809967,16.9
8.557459831,0.0
8.702420235,0.0
8.656479836,22.5
9.002590179,16.9
8.570759773,0.0
8.770130157,28.2
9.049639702,16.9
8.626350403,0.0
8.732029915,0.0
7.824659824,0.0
8.704360008,0.0
7.817200184,28.2
8.597249985,22.5
8.677419662,22.5
8.540200233,0.0
8.593580246,22.5
8.965120316,0.0
8.639220238,28.2
8.419249535,0.0
8.575329781,0.0
9.240469933,0.0
8.607629776,28.2
9.065600395,0.0
7.750959873,0.0
8.849590302,0.0
8.588439941,0.0
8.908960342,0.0
8.487270355,28.2
9.020190239,16.9
7.656370163,0.0
7.835239887,0.0
8.434599876,22.5
8.743849754,0.0
8.412579536,16.9
9.108189583,22.5
7.858990192,0.0
7.77203989,0.0
8.584320068,0.0
8.812520027,0.0
7.736959934,0.0
8.870980263,0.0
8.92580986,0.0
7.596439838,22.5
8.838009834,28.2
8.776849747,22.5
7.69863987,0.0
8.271400452,16.9
7.669960022,0.0
8.939129829,0.0
8.577939987,0.0
7.826000214,16.9
8.892450333,0.0
9.654850006,0.0
7.820439816,28.2
7.852369785,0.0
8.908129692,0.0
8.883230209,22.5
8.948710442,0.0
7.631869793,22.5
7.832009792,0.0
8.904700279,0.0
8.624030113,28.2
9.000430107,22.5
8.400500298,0.0
7.739210129,0.0
7.727530003,22.5
8.697500229,28.2
9.057970047,22.5
8.515810013,0.0
7.817709923,28.2
8.275489807,0.0
7.744329929,22.5
8.38792038,0.0
8.833510399,0.0
8.432350159,0.0
7.613550186,0.0
8.597410202,0.0
9.027099609,22.5
8.80591011,0.0
8.623940468,16.9
8.521510124,0.0
8.817170143,22.5
9.132229805,22.5
7.834780216,28.2
7.684430122,0.0
8.65089035,22.5
7.69231987,22.5
9.40939045,16.9
7.645599842,22.5
8.671339989,22.5
8.671349525,0.0
7.863599777,0.0
7.751299858,0.0
7.741539955,0.0
8.305480003,16.9
9.059169769,0.0
9.606340408,0.0
8.865200043,28.2
8.316399574,0.0
8.902680397,0.0
7.64316988,0.0
7.74630022,0.0
9.621080399,0.0
8.615659714,0.0
7.651569843,22.5
8.712670326,28.2
9.04102993,22.5
8.561829567,0.0
9.40252018,16.9
8.911950111,0.0
9.028300285,16.9
7.818980217,28.2
8.693619728,0.0
7.814229965,0.0
8.99036026,22.5
8.408040047,28.2
8.505319595,0.0
8.974100113,0.0
8.985289574,0.0
7.604670048,22.5
7.891970158,0.0
8.892860413,28.2
9.488840103,16.9
8.079790115,16.9
8.528140068,0.0
8.791689873,22.5
8.665060043,0.0
8.619000435,0.0
7.871250153,28.2
8.646280289,0.0
9.467100143,16.9
8.698960304,22.5
8.630470276,28.2
7.982009888,28.2
8.391880035,16.9
8.756039619,0.0
7.806429863,0.0
7.736770153,0.0
9.274640083,0.0
8.786470413,0.0
9.073760033,0.0
7.713759899,0.0
8.529970169,0.0
8.47317028,28.2
9.073040009,22.5
7.814789772,28.2
7.864649773,28.2
7.831429958,0.0
8.794329643,22.5
9.042449951,16.9
7.963640213,28.2
8.707150459,0.0
8.825739861,0.0
8.376759529,16.9
7.613510132,22.5
7.878419876,28.2
9.407839775,16.9
8.649149895,0.0
9.07254982,16.9
8.328639984,16.9
7.904510021,0.0
8.680029869,22.5
8.668439865,22.5
8.771840096,0.0
8.443610191,0.0
7.91395998,16.9
7.806789875,0.0
8.72799015,0.0
9.105690002,16.9
8.570409775,0.0
8.707119942,22.5
7.615829945,0.0
7.589729786,22.5
7.747859955,0.0
8.670100212,22.5
7.746280193,0.0
8.574310303,0.0
7.784649849,0.0
9.510290146,16.9
7.877520084,0.0
8.432060242,22.5
7.756979942,0.0
7.788129807,0.0
8.544320107,0.0
7.78591013,0.0
9.542610168,0.0
8.679349899,0.0
7.929349899,0.0
9.499819756,16.9
9.58784008,0.0
8.557990074,0.0
9.170200348,22.5
8.523150444,0.0
7.816949844,0.0
8.671580315,22.5
8.606619835,0.0
9.090270042,22.5
7.628859997,0.0
8.329779625,0.0
8.785269737,28.2
8.529250145,28.2
7.816299915,0.0
9.035019875,16.9
8.352049828,0.0
7.78012991,16.9
8.201339722,16.9
8.30753994,16.9
8.979319572,0.0
7.831779957,0.0
9.099570274,0.0
7.624539852,22.5
7.739900112,0.0
7.806640148,16.9
8.917269707,22.5
8.76031971,22.5
8.566280365,0.0
7.808370113,0.0
9.432519913,16.9
8.750450134,28.2
9.573439598,0.0
8.58837986,0.0
7.817880154,28.2
8.58920002,0.0
9.014419556,22.5
8.677370071,22.5
8.726929665,0.0
9.127519608,0.0
8.500610352,0.0
8.933440208,0.0
8.641460419,28.2
8.807600021,28.2
7.815999985,28.2
8.706830025,0.0
8.018630028,16.9
7.631239891,0.0
8.729249954,0.0
8.985610008,0.0
8.829369545,0.0
8.77120018,0.0
8.697600365,0.0
8.645709991,0.0
8.626979828,0.0
8.525289536,0.0
8.55453968,0.0
7.739200115,0.0
8.804780006,0.0
8.879630089,0.0
7.950389862,16.9
8.704629898,22.5
8.563899994,28.2
8.647990227,0.0
7.639890194,0.0
8.888629913,0.0
8.321990013,0.0
8.654379845,0.0
7.655189991,22.5
7.81566,28.2
8.71257019,28.2
7.703720093,0.0
8.583230019,0.0
8.410559654,0.0
7.700270176,0.0
8.621780396,0.0
8.613869667,0.0
7.835879803,0.0
9.076330185,0.0
8.019880295,0.0
9.062390327,0.0
7.73416996,0.0
8.68982029,0.0
7.811019897,0.0
7.955709934,0.0
8.718899727,28.2
8.96434021,0.0
8.419910431,16.9
7.948530197,28.2
7.740819931,0.0
7.592889786,22.5
8.273249626,16.9
8.812410355,0.0
8.646860123,0.0
7.864490032,0.0
7.791840076,0.0
8.583869934,0.0
7.804090023,0.0
8.991459846,0.0
8.678649902,22.5
9.043290138,0.0
9.082830429,0.0
8.740750313,28.2
9.107950211,0.0
9.556019783,0.0
8.604129791,22.5
8.756710052,0.0
7.743939877,0.0
8.616350174,28.2
8.781570435,28.2
7.875279903,0.0
8.870599747,0.0
8.967340469,16.9
8.867930412,0.0
8.974379539,0.0
8.647950172,28.2
9.420599937,16.9
7.91836977,0.0
8.746080399,0.0
7.817180157,28.2
8.604269981,0.0
8.380379677,0.0
8.389929771,16.9
7.743800163,16.9
7.675270081,22.5
8.047019958,0.0
7.826620102,0.0
8.538419724,0.0
7.728919983,0.0
8.595479965,0.0
8.509469986,0.0
7.881299973,0.0
8.633020401,0.0
7.913599968,28.2
7.587240219,22.5
8.993639946,0.0
