H3A_P_0_2,PhosphorusTreatment
1.860710025,0.0
3.395169973,0.0
5.208049774,0.0
2.925040007,16.9
2.902620077,22.5
2.263309956,28.2
3.714299917,16.9
1.954980016,0.0
5.455699921,0.0
2.728189945,0.0
2.259789944,0.0
2.886290073,0.0
1.771149993,16.9
3.696140051,16.9
1.726240039,28.2
1.80697,16.9
4.089210033,28.2
1.988070011,28.2
2.155770063,16.9
3.017499924,0.0
1.974640012,28.2
3.536350012,16.9
1.865229964,16.9
2.8494699,0.0
2.642119884,22.5
1.866590023,28.2
2.024940014,0.0
3.436389923,0.0
2.172430038,28.2
2.46262002,0.0
2.676810026,22.5
2.333940029,0.0
2.037770033,0.0
2.021440029,28.2
3.711859941,16.9
1.951799989,0.0
4.13601017,0.0
4.975180149,0.0
2.194600105,16.9
2.581330061,0.0
3.046430111,0.0
1.749340057,0.0
1.727570057,0.0
1.910210013,22.5
2.251640081,28.2
2.395109892,0.0
3.215049982,0.0
2.287640095,22.5
1.949370027,0.0
2.277209997,0.0
2.419440031,0.0
2.165430069,0.0
5.220379829,0.0
2.299819946,0.0
2.683530092,22.5
2.224859953,0.0
2.683619976,16.9
2.699599981,22.5
2.683840036,0.0
2.343729973,22.5
1.705710053,0.0
5.350830078,0.0
2.612940073,22.5
2.156409979,22.5
2.001509905,0.0
2.925590038,0.0
3.690020084,16.9
2.144279957,0.0
2.684989929,22.5
1.750440001,16.9
1.72676003,16.9
1.988160014,28.2
2.592410088,0.0
3.211610079,16.9
5.218470097,0.0
3.911570072,28.2
5.156260014,0.0
2.1145401,0.0
1.982249975,0.0
3.125829935,0.0
7.515649796,0.0
2.091429949,0.0
2.966020107,0.0
2.11868,0.0
2.954839945,0.0
4.102640152,0.0
1.862980008,0.0
2.816109896,0.0
2.423290014,0.0
2.460419893,0.0
2.903450012,28.2
1.923130035,0.0
2.704920053,22.5
2.614269972,0.0
2.289750099,0.0
1.91861999,0.0
1.971379995,0.0
2.269079924,16.9
2.357769966,22.5
6.219439983,0.0
2.480570078,16.9
1.982949972,28.2
2.293250084,28.2
1.983150005,22.5
8.248169899,0.0
1.957829952,0.0
2.110709906,0.0
2.069109917,22.5
4.802410126,0.0
3.724829912,16.9
2.380189896,22.5
2.692120075,16.9
1.813439965,0.0
2.600739956,22.5
3.064209938,0.0
2.188990116,0.0
3.513920069,0.0
2.065779924,0.0
2.383049965,0.0
3.071249962,0.0
1.793540001,16.9
2.811530113,0.0
1.888659954,0.0
2.056750059,0.0
3.091480017,0.0
2.282399893,0.0
2.662230015,22.5
2.335720062,0.0
2.158479929,0.0
3.21626997,0.0
4.015699863,0.0
6.363490105,0.0
2.100300074,0.0
1.757079959,0.0
2.289020061,28.2
3.690819979,16.9
2.339770079,22.5
1.822329998,16.9
3.517329931,0.0
2.555340052,22.5
3.061029911,0.0
1.823719978,0.0
2.582590103,22.5
2.763089895,16.9
2.345010042,0.0
2.189069986,0.0
2.077640057,0.0
3.455970049,16.9
1.928249955,0.0
4.772920132,0.0
2.060719967,28.2
2.533149958,0.0
1.927029967,16.9
1.69382,16.9
2.156599998,0.0
2.275010109,0.0
2.171760082,28.2
2.204289913,0.0
2.442879915,22.5
2.842969894,0.0
2.370680094,16.9
5.412889957,0.0
1.882689953,0.0
2.225660086,0.0
2.77215004,0.0
1.836580038,0.0
2.313990116,28.2
2.322789907,28.2
5.426139832,0.0
1.903530002,0.0
3.535510063,16.9
2.337690115,0.0
1.883929968,0.0
3.307519913,0.0
2.007179976,0.0
1.844089985,16.9
3.896300077,16.9
2.057879925,0.0
7.103459835,0.0
3.23032999,0.0
3.995059967,28.2
4.934460163,0.0
2.679150105,22.5
2.2822299,28.2
2.147660017,0.0
3.465229988,16.9
3.235830069,28.2
3.553800106,0.0
4.668049812,0.0
3.369390011,16.9
2.330780029,22.5
3.301059961,22.5
1.766070008,0.0
2.502180099,0.0
4.619070053,28.2
1.839140058,0.0
2.479670048,22.5
3.016360044,0.0
2.699179888,22.5
2.709619999,0.0
