Ols_P_0_2,PhosphorusTreatment
4.427730083,18.0
4.887730122,0.0
4.366869926,27.0
7.282189846,9.0
3.535820007,18.0
4.35653019,9.0
3.244179964,18.0
4.954510212,0.0
6.410699844,0.0
5.995629787,0.0
5.70991993,9.0
5.034599781,0.0
2.549629927,18.0
5.871260166,0.0
5.283889771,0.0
2.415859938,18.0
5.140450001,9.0
3.342540026,27.0
4.83618021,27.0
3.111399889,0.0
3.933769941,0.0
4.593100071,0.0
3.068470001,18.0
4.547039986,18.0
5.74382019,0.0
7.340919971,9.0
5.039790154,0.0
6.537930012,27.0
3.590500116,9.0
5.149230003,0.0
5.402029991,0.0
6.926040173,0.0
6.440489769,27.0
5.624879837,0.0
3.778310061,0.0
2.847029924,18.0
4.522369862,18.0
6.166790009,0.0
5.113059998,0.0
5.080649853,0.0
4.834489822,0.0
3.683520079,27.0
2.952510118,18.0
5.790430069,9.0
5.355500221,27.0
7.053150177,0.0
5.056799889,0.0
3.10213995,27.0
5.151539803,0.0
4.577630043,0.0
3.406460047,27.0
3.044909954,0.0
2.573240042,0.0
2.913779974,18.0
5.844460011,0.0
4.741769791,18.0
4.80700016,18.0
5.541359901,9.0
5.571149826,0.0
6.854279995,9.0
5.043169975,0.0
6.005159855,27.0
3.920389891,27.0
4.058050156,18.0
4.457159996,18.0
5.446450233,27.0
4.664259911,27.0
4.281770229,18.0
5.507249832,0.0
2.769010067,0.0
5.492090225,0.0
3.723010063,27.0
3.447969913,27.0
3.540689945,0.0
3.990129948,27.0
5.495130062,0.0
5.052050114,27.0
4.60695982,9.0
3.559329987,0.0
5.641940117,27.0
4.395339966,0.0
3.034270048,18.0
5.748939991,27.0
6.106510162,0.0
4.421860218,9.0
5.657479763,0.0
4.620140076,0.0
4.411739826,0.0
3.890729904,0.0
4.379570007,9.0
4.977369785,0.0
6.138279915,0.0
5.349510193,0.0
5.875790119,9.0
4.115869999,9.0
4.119110107,27.0
4.577030182,9.0
4.808340073,27.0
5.653269768,0.0
4.563489914,18.0
5.046440125,0.0
5.102180004,0.0
2.896889925,18.0
5.011499882,18.0
5.397779942,0.0
6.468989849,27.0
4.436450005,27.0
4.603000164,9.0
4.641729832,0.0
3.944410086,18.0
3.710989952,0.0
3.762850046,18.0
5.174620152,0.0
5.954539776,0.0
5.178209782,18.0
3.57013011,0.0
3.146919966,0.0
5.490159988,0.0
6.883190155,0.0
7.021130085,9.0
7.345789909,9.0
5.866429806,9.0
3.245029926,27.0
2.93317008,0.0
6.960010052,0.0
3.41711998,27.0
5.456089973,0.0
4.93693018,0.0
6.529769897,27.0
7.337860107,0.0
6.332910061,27.0
6.558159828,0.0
4.512639999,9.0
5.29982996,0.0
6.206059933,0.0
4.327620029,0.0
3.329180002,18.0
6.121349812,0.0
5.338540077,0.0
4.319890022,9.0
4.784669876,0.0
5.400380135,0.0
5.631740093,0.0
4.47013998,27.0
6.096819878,0.0
4.761410236,0.0
3.141230106,0.0
1.799870014,0.0
5.214489937,9.0
4.037079811,18.0
5.595310211,0.0
4.729499817,0.0
6.118720055,0.0
4.314509869,9.0
6.159130096,0.0
4.688720226,27.0
3.573740005,18.0
4.69051981,9.0
3.180999994,27.0
3.866640091,18.0
4.640210152,0.0
5.881720066,0.0
4.351550102,18.0
4.291450024,0.0
5.235819817,0.0
4.03358984,0.0
3.638969898,27.0
2.244869947,0.0
3.154170036,0.0
5.034090042,9.0
4.052340031,0.0
5.335490227,9.0
3.97894001,0.0
2.519799948,18.0
5.506189823,27.0
3.152719975,18.0
5.099589825,18.0
7.164410114,9.0
3.842969894,9.0
4.417669773,0.0
4.868450165,27.0
7.245100021,0.0
5.770060062,9.0
3.437629938,27.0
5.545539856,0.0
5.597270012,0.0
3.448570013,27.0
5.798830032,9.0
5.686480045,27.0
2.769170046,0.0
5.822450161,9.0
4.146530151,9.0
4.388460159,18.0
5.800139904,27.0
3.755120039,9.0
4.981800079,9.0
5.00274992,0.0
4.940919876,0.0
5.672890186,27.0
5.615499973,0.0
5.771389961,9.0
6.103419781,0.0
7.469049931,0.0
2.39673996,0.0
4.104979992,27.0
3.069129944,27.0
5.746009827,0.0
6.344530106,0.0
4.689529896,9.0
5.418459892,9.0
4.501860142,9.0
4.922890186,0.0
4.344580173,9.0
3.674940109,18.0
3.477260113,27.0
4.301410198,0.0
6.619860172,0.0
5.455230236,0.0
3.706540108,9.0
2.599940062,18.0
5.269320011,0.0
3.470799923,0.0
4.714650154,9.0
4.27241993,9.0
5.220789909,0.0
5.887129784,9.0
3.852010012,0.0
6.515429974,27.0
5.906360149,9.0
5.550630093,0.0
6.162960052,27.0
5.734449863,0.0
2.959180117,27.0
4.634699821,0.0
3.63876009,9.0
4.005720139,18.0
5.441939831,0.0
4.028880119,27.0
5.263659954,27.0
5.990119934,9.0
8.155770302,0.0
4.991740227,9.0
4.746920109,0.0
6.603600025,9.0
4.678639889,0.0
4.541379929,27.0
4.963860035,27.0
5.603489876,9.0
4.552340031,27.0
3.952899933,0.0
3.77854991,18.0
5.684629917,0.0
4.787889957,27.0
2.763400078,18.0
3.512439966,27.0
5.016059875,0.0
6.50977993,27.0
5.238279819,9.0
5.321859837,0.0
7.110980034,9.0
5.444580078,0.0
3.857800007,0.0
6.598209858,9.0
5.152579784,9.0
4.613609791,18.0
3.89241004,18.0
6.363939762,27.0
3.441819906,18.0
3.726969957,27.0
5.947269917,9.0
4.875390053,9.0
6.747369766,0.0
3.395669937,0.0
3.718859911,0.0
5.370349884,0.0
5.61977005,0.0
3.036789894,27.0
2.444639921,18.0
4.084459782,18.0
5.172210217,0.0
6.683430195,0.0
3.853270054,27.0
5.440599918,0.0
3.683130026,27.0
4.415649891,9.0
3.36345005,27.0
6.937290192,9.0
5.755899906,27.0
4.779230118,27.0
5.591229916,9.0
3.840610027,9.0
4.001709938,0.0
6.304009914,27.0
5.23277998,0.0
3.617039919,18.0
4.362090111,9.0
4.661550045,0.0
6.319009781,27.0
6.97453022,0.0
5.528729916,27.0
