Ols_P_0_2,PhosphorusTreatment
5.987810135,33.8
5.333310127,0.0
4.225580215,11.3
4.107089996,0.0
7.456779957,0.0
9.571929932,33.8
4.541540146,0.0
6.382450104,22.5
3.90534997,11.3
5.350649834,0.0
2.57152009,0.0
3.231549978,22.5
7.026710033,0.0
2.482120037,0.0
4.950049877,22.5
5.232470036,11.3
7.026239872,0.0
2.795919895,0.0
4.762720108,0.0
10.39109993,0.0
2.613749981,11.3
4.636879921,11.3
2.823189974,22.5
2.637249947,0.0
4.591199875,0.0
7.959070206,22.5
5.313940048,11.3
5.126550198,0.0
8.457650185,0.0
5.922130108,11.3
4.606860161,11.3
4.080679893,0.0
6.67305994,0.0
5.374680042,22.5
3.852639914,33.8
6.239990234,33.8
5.72341013,11.3
5.150080204,0.0
7.966770172,22.5
2.6881001,0.0
5.962190151,0.0
4.996940136,11.3
4.743309975,11.3
3.963069916,11.3
5.934120178,22.5
5.942689896,33.8
5.661560059,0.0
4.317150116,0.0
4.755819798,33.8
3.504719973,0.0
6.850500107,33.8
5.213459969,0.0
4.541540146,0.0
3.470269918,0.0
7.270510197,22.5
9.293219566,0.0
4.77229023,0.0
8.522520065,0.0
2.764919996,0.0
4.54501009,0.0
7.720970154,22.5
4.394760132,0.0
4.649449825,11.3
4.163259983,0.0
4.611959934,11.3
5.27380991,11.3
4.144589901,11.3
4.446360111,0.0
3.436120033,11.3
4.573520184,0.0
4.237619877,0.0
3.533750057,0.0
10.14290047,0.0
7.033170223,33.8
4.891389847,0.0
4.291289806,0.0
3.70291996,0.0
6.356629848,0.0
3.372629881,0.0
2.561969995,0.0
7.960820198,22.5
3.919320107,33.8
3.416790009,22.5
7.295350075,0.0
4.965600014,33.8
4.83412981,0.0
6.557300091,33.8
4.908370018,0.0
6.720709801,33.8
5.262889862,0.0
6.253369808,0.0
3.682679892,33.8
4.747920036,22.5
7.894139767,22.5
4.650690079,11.3
6.506840229,33.8
6.041810036,0.0
5.497980118,0.0
3.946759939,0.0
4.810210228,11.3
7.137420177,0.0
5.020530224,22.5
9.474969864,0.0
5.434949875,0.0
5.8740201,22.5
5.08991003,22.5
5.330510139,22.5
3.804009914,22.5
8.403309822,0.0
3.863250017,0.0
7.27782011,11.3
5.235839844,0.0
4.151899815,11.3
6.567810059,0.0
4.868919849,0.0
8.760490417,0.0
5.162970066,0.0
4.598189831,0.0
3.560539961,0.0
4.319149971,0.0
3.086990118,11.3
5.342999935,11.3
5.102169991,0.0
2.428689957,0.0
8.805529594,33.8
3.790810108,11.3
3.554699898,0.0
5.321149826,0.0
7.091370106,0.0
8.428509712,0.0
7.851920128,22.5
6.012760162,11.3
7.102340221,0.0
5.159739971,0.0
10.3973999,0.0
9.536800385,0.0
5.403900146,22.5
3.033489943,0.0
2.611370087,11.3
5.174230099,0.0
5.072430134,0.0
5.880430222,0.0
3.718240023,0.0
7.514770031,0.0
3.968199968,0.0
4.488639832,0.0
4.468770027,0.0
2.736370087,0.0
6.753330231,0.0
2.604720116,0.0
4.035520077,0.0
4.130579948,22.5
5.657979965,0.0
8.52118969,0.0
6.607039928,11.3
2.302540064,11.3
3.99345994,33.8
2.616499901,11.3
8.436869621,0.0
3.270440102,11.3
4.923319817,0.0
5.721779823,11.3
5.594059944,0.0
5.23266983,0.0
5.591579914,0.0
5.552790165,0.0
4.136720181,33.8
8.351880074,0.0
4.021170139,0.0
4.538619995,0.0
