H3A_Al_2_6,H3A_Ca_2_6,H3A_Fe_2_6,H3A_K_2_6,H3A_Mg_2_6,H3A_P_2_6,PhosphorusTreatment
95.25299835,1968.949951,10.42490005,60.62670135,45.37039948,26.0196991,0.0
81.89689636,2162.800049,8.811090469,60.74160004,45.41669846,25.16659927,11.3
149.2100067,2213.48999,23.4640007,61.18389893,71.32420349,46.15579987,0.0
60.63489914,3569.290039,6.630730152,67.0318985,41.10589981,3.495239973,0.0
55.74269867,3384.22998,5.706600189,68.09020233,49.56800079,3.672909975,0.0
158.3370056,1453.709961,27.32710075,60.91790009,92.7263031,43.55099869,0.0
56.22660065,3388.459961,5.687570095,68.20649719,54.13029861,3.619940042,22.5
162.4029999,2438.100098,23.36899948,61.30730057,55.46630096,41.83539963,22.5
127.1039963,1347.469971,19.05450058,60.47689819,81.4260025,35.39030075,0.0
72.21440125,2449.870117,9.104049683,60.92890167,43.89310074,24.95299911,0.0
174.3309937,2388.73999,25.54470062,61.34429932,57.38190079,43.73910141,22.5
155.5,2254.850098,27.80579948,62.47169876,89.34989929,68.00219727,22.5
57.06829834,3080.879883,5.419620037,67.08779907,39.25650024,4.200920105,0.0
144.6130066,1630.719971,24.19849968,61.12319946,91.9332962,46.39519882,22.5
79.74459839,1774.390015,9.156620026,60.74110031,62.54639816,28.01399994,11.3
108.8539963,2462.149902,14.61530018,65.31199646,56.27640152,31.00869942,22.5
196.0930023,1654.180054,31.63820076,60.72700119,71.65000153,43.99349976,0.0
69.98079681,2001.160034,7.11206007,60.71289825,54.96049881,26.23959923,0.0
133.1869965,2169.840088,19.95240021,61.00109863,68.3368988,41.33779907,33.8
149.3679962,1297.589966,24.58839989,60.62390137,86.99310303,38.68439865,0.0
164.8179932,1235.589966,26.37050056,60.53250122,77.14099884,38.03089905,0.0
197.2050018,2248.26001,29.89500046,61.00790024,59.02999878,46.97790146,33.8
70.12740326,2870.300049,6.198359966,66.84909821,37.81610107,4.207900047,0.0
179.4629974,2218.560059,29.23060036,61.46080017,70.5542984,54.59899902,0.0
56.35200119,3120.429932,5.17539978,67.67510223,70.56459808,3.813640118,22.5
171.6549988,1405.599976,29.18470001,60.75749969,86.28790283,42.02289963,33.8
67.81580353,2907.159912,6.082540035,66.87660217,37.29389954,4.255740166,0.0
55.15100098,3310.73999,5.35973978,67.32800293,61.60760117,3.644309998,22.5
164.4089966,2438.550049,23.89679909,62.29000092,52.63850021,40.12080002,33.8
156.4290009,2545.51001,22.5923996,65.85510254,57.21139908,34.28770065,0.0
56.97280121,3138.639893,5.606969833,67.6339035,54.20980072,4.119430065,0.0
55.30039978,3341.689941,5.459799767,67.25099945,58.94189835,3.63263011,22.5
127.2819977,1420.76001,19.05940056,60.4992981,88.64990234,35.54059982,0.0
200.3430023,2023.660034,30.5571003,60.59370041,54.65819931,45.50049973,33.8
57.0870018,3675.709961,6.561530113,68.02469635,46.17850113,3.41031003,0.0
108.1689987,1510.27002,14.70349979,60.84009933,74.40940094,31.61190033,0.0
114.7409973,2582.919922,15.65289974,66.91249847,55.56209946,30.02680016,11.3
52.59600067,3280.350098,4.971119881,67.78230286,68.00679779,3.650180101,0.0
57.24940109,3241.439941,5.597650051,67.03220367,52.0658989,3.81223011,11.3
71.67900085,2913.389893,6.543039799,67.03450012,40.26810074,4.334720135,33.8
135.6150055,1258.550049,20.75880051,60.46030045,76.56500244,35.48720169,22.5
68.70320129,2842.030029,5.920450211,66.87349701,37.37559891,4.135290146,0.0
116.7509995,2384.290039,17.74749947,60.87049866,53.02619934,35.88800049,22.5
93.64880371,2128.169922,11.1473999,61.02629852,45.16619873,27.45229912,22.5
56.32910156,3613.540039,6.302649975,68.04380035,47.3445015,3.460170031,11.3
57.3431015,3098.610107,5.289790154,67.68160248,68.97229767,3.854000092,22.5
74.16280365,2832.850098,6.517029762,66.86019897,41.9681015,4.189439774,33.8
89.23329926,1667.829956,10.95940018,60.76839828,66.37930298,29.16279984,0.0
77.57089996,1629.23999,9.576109886,60.76290131,65.80960083,28.76079941,11.3
90.83950043,1737.400024,10.78979969,60.74539948,64.40339661,28.72520065,0.0
70.57610321,2883.27002,6.265379906,67.28019714,70.95410156,4.065410137,11.3
184.2019958,1432.900024,30.48900032,60.68619919,79.24340057,41.79109955,0.0
63.10749817,3096.409912,5.89549017,67.1832962,57.30680084,3.937779903,11.3
68.2276001,2907.080078,6.21818018,67.1230011,53.52109909,4.189400196,0.0
163.2799988,2505.02002,23.50209999,64.62249756,55.78770065,36.53639984,0.0
57.3288002,3507.52002,5.87925005,67.21029663,51.78329849,3.465509892,11.3
100.9309998,2436.060059,12.69750023,64.5428009,57.56629944,28.3579998,11.3
70.74890137,2040.079956,7.125130177,60.71020126,53.26470184,25.9810009,0.0
87.39640045,2383.139893,11.53489971,61.07690048,45.72850037,28.90229988,11.3
88.17469788,2414.969971,11.73939991,61.10789871,46.78099823,29.72999954,11.3
94.95200348,2286.350098,12.43929958,61.12599945,47.5780983,30.29829979,0.0
106.0830002,1459.810059,14.65159988,60.84980011,72.85479736,31.56780052,0.0
101.0920029,2544.409912,13.07159996,65.41840363,55.25699997,28.13979912,22.5
54.25799942,3381.139893,5.346720219,67.37609863,61.05170059,3.648230076,0.0
82.08350372,2556.159912,10.02750015,65.73690033,53.67169952,23.42740059,33.8
69.42700195,2498.290039,8.532099724,60.41759872,43.74990082,24.90340042,0.0
57.04109955,3538.02002,5.943449974,67.15699768,52.71519852,3.482089996,11.3
68.62989807,2903.649902,6.256199837,67.08950043,52.1833992,4.194449902,0.0
138.9259949,2283.52002,21.61020088,61.0196991,59.86090088,40.62509918,33.8
70.51190186,2856.120117,6.236440182,67.58170319,59.73590088,4.153210163,11.3
96.33529663,2955.909912,13.2052002,66.36309814,45.2397995,10.25909996,0.0
60.74760056,3142.080078,6.225959778,67.35040283,46.28710175,4.117630005,11.3
182.4190063,2274.370117,27.89249992,61.07189941,60.71310043,46.88240051,0.0
