Ols_Al_0_2,Ols_Ca_0_2,Ols_Fe_0_2,Ols_K_0_2,Ols_Mg_0_2,Ols_P_0_2,PhosphorusTreatment
1.490020037,173.4089966,1.447350025,478.177002,167.5809937,35.33169937,11.3
1.387519956,188.8939972,1.406790018,495.3619995,164.8840027,36.24150085,0.0
1.564779997,151.4989929,1.791210055,519.5150146,159.8999939,32.34090042,0.0
1.342270017,181.5690002,1.623340011,501.1659851,130.7030029,30.44309998,0.0
1.572569966,158.4290009,1.476989985,472.6589966,167.6609955,35.49779892,0.0
1.53331995,164.5899963,1.472470045,474.5809937,168.3639984,35.32720184,0.0
1.537400007,177.8769989,1.771600008,524.7410278,139.125,31.23019981,0.0
1.717380047,154.003006,1.829650044,527.0549927,161.0509949,36.28329849,0.0
1.621940017,157.9499969,1.79271996,527.4689941,137.6920013,31.39450073,0.0
1.499719977,171.2590027,1.450139999,477.0950012,167.4349976,35.3443985,11.3
1.468649983,159.5,1.828240037,542.223999,151.5370026,32.70449829,5.6
1.329169989,200.1860046,1.375020027,498.894989,164.4440002,36.10279846,0.0
1.489889979,155.2330017,1.856629968,545.7000122,154.4649963,32.87329865,0.0
1.542659998,163.0299988,1.754130006,524.5910034,159.8950043,34.00350189,16.9
1.522320032,168.7400055,1.69114995,516.6350098,130.4100037,30.78510094,0.0
1.562549949,163.5319977,1.707700014,519.992981,130.1399994,30.93799973,0.0
1.545420051,165.9830017,1.701490045,518.7009888,130.4550018,30.8798008,0.0
1.559430003,160.2559967,1.473649979,473.0710144,167.7489929,35.43769836,0.0
1.617740035,146.2879944,1.487310052,463.1459961,168.8739929,34.9538002,0.0
1.520640016,172.3070068,1.722630024,518.4860229,134.6060028,30.94809914,16.9
1.482660055,159.5399933,1.804839969,541.309021,147.5590057,32.67079926,16.9
1.482540011,156.7369995,1.851770043,544.7039795,154.279007,32.8266983,0.0
1.233950019,189.7799988,1.471930027,501.6029968,153.697998,32.33860016,0.0
1.566990018,162.9299927,1.710430026,520.3699951,130.1909943,30.9571991,0.0
1.587910056,145.022995,1.817280054,545.1060181,147.7859955,33.06760025,16.9
1.471320033,159.7339935,1.815230012,541.5570068,149.4629974,32.6739006,0.0
1.511119962,161.1779938,1.794819951,543.098999,145.6849976,32.77389908,0.0
1.53065002,165.1340027,1.648309946,514.7319946,123.9219971,30.59729958,0.0
1.592370033,155.7279968,1.482789993,472.1149902,167.6730042,35.57649994,0.0
1.481320024,158.427002,1.820850015,542.3569946,149.8710022,32.71789932,0.0
1.365630031,193.0339966,1.392660022,497.2049866,164.451004,36.20240021,5.6
1.561619997,165.4779968,1.731060028,521.565979,133.572998,31.05940056,16.9
1.456179976,166.2830048,1.765390038,537.2180176,142.8040009,32.45460129,0.0
1.247470021,212.9700012,1.330459952,519.2559814,160.727005,36.28229904,0.0
1.555950046,163.352005,1.685610056,518.4680176,127.4580002,30.83130074,5.6
1.277609944,210.2850037,1.345469952,507.8989868,162.7350006,36.14559937,0.0
