H3A_P_2_6,PhosphorusTreatment
90.46669769,11.3
110.0579987,0.0
46.88529968,0.0
21.97990036,0.0
82.87409973,0.0
81.67369843,0.0
24.14069939,0.0
56.13399887,0.0
27.8458004,0.0
89.82520294,11.3
33.26480103,5.6
122.7200012,0.0
35.34730148,0.0
74.43180084,16.9
22.21529961,0.0
23.15570068,0.0
22.73550034,0.0
83.23239899,0.0
76.91049957,0.0
23.16720009,16.9
30.77120018,16.9
35.03760147,0.0
67.43360138,0.0
23.32839966,0.0
31.10759926,16.9
32.04219818,0.0
28.58300018,0.0
20.22319984,0.0
81.76629639,0.0
32.32780075,0.0
116.0999985,5.6
24.08580017,16.9
27.32869911,0.0
145.0240021,0.0
22.07220078,5.6
136.6940002,0.0
84.39600372,0.0
28.58200073,0.0
22.15609932,5.6
31.55550003,16.9
28.54190063,0.0
139.0460052,0.0
28.29680061,0.0
95.33039856,0.0
81.19329834,0.0
64.28150177,0.0
99.14559937,16.9
69.33039856,0.0
29.15730095,0.0
115.7490005,5.6
34.48680115,0.0
33.54359818,5.6
20.62859917,5.6
128.2559967,0.0
29.33819962,0.0
99.6434021,16.9
25.1697998,0.0
135.8919983,0.0
99.0582962,16.9
140.0899963,0.0
141.9920044,0.0
33.40950012,5.6
22.49160004,0.0
109.6019974,0.0
95.97679901,0.0
93.2009964,0.0
127.9089966,11.3
24.04490089,16.9
126.9140015,11.3
25.63619995,0.0
141.1699982,0.0
68.39720154,11.3
25.37709999,0.0
19.66710091,0.0
19.7098999,0.0
25.19109917,0.0
134.0240021,0.0
116.1949997,5.6
57.66180038,5.6
141.029007,0.0
136.1940002,0.0
24.41629982,16.9
19.32679939,0.0
93.29759979,0.0
85.3655014,0.0
133.7700043,0.0
34.57289886,0.0
125.6409988,0.0
82.35230255,0.0
86.21440125,11.3
20.44669914,5.6
30.7003994,16.9
26.65180016,0.0
138.0579987,0.0
20.18610001,0.0
128.6170044,11.3
33.74459839,5.6
123.5619965,0.0
42.93159866,5.6
56.96900177,0.0
34.0760994,5.6
25.82929993,0.0
126.6589966,0.0
86.93540192,11.3
118.6220016,5.6
136.7319946,0.0
99.3214035,16.9
20.82040024,5.6
109.9140015,0.0
121.913002,0.0
26.66679955,0.0
22.95910072,0.0
99.25080109,16.9
35.51190186,5.6
22.17569923,16.9
32.80070114,0.0
28.00830078,0.0
21.89480019,16.9
22.75499916,0.0
94.41069794,0.0
109.6500015,0.0
65.29820251,16.9
125.9449997,0.0
25.8614006,0.0
25.07869911,0.0
94.01879883,0.0
122.6969986,0.0
130.826004,11.3
124.7610016,0.0
89.87319946,11.3
109.1910019,0.0
23.54570007,16.9
28.98390007,0.0
94.82240295,0.0
25.60409927,0.0
94.06770325,0.0
24.61650085,16.9
132.3730011,11.3
121.3040009,0.0
30.49110031,16.9
30.61520004,16.9
120.836998,0.0
34.06600189,0.0
126.7190018,11.3
78.72280121,0.0
87.0766983,11.3
34.33720016,0.0
26.09810066,0.0
84.645401,0.0
87.08630371,0.0
25.09160042,16.9
32.14759827,0.0
83.01300049,0.0
94.89299774,0.0
22.3803997,16.9
24.41469955,0.0
28.45240021,0.0
21.52599907,5.6
27.89570045,0.0
94.89060211,0.0
27.95849991,0.0
134.3950043,0.0
126.7910004,0.0
86.89900208,11.3
88.50469971,11.3
93.18219757,0.0
36.4455986,0.0
28.84679985,0.0
94.14320374,0.0
23.41600037,0.0
64.03520203,5.6
78.63339996,0.0
121.439003,0.0
23.51129913,0.0
109.526001,0.0
34.88169861,0.0
109.2860031,0.0
79.85160065,0.0
81.39279938,0.0
72.34100342,0.0
25.87789917,0.0
24.44269943,16.9
109.8450012,0.0
97.71199799,16.9
42.67250061,5.6
24.68969917,16.9
26.12820053,0.0
88.1815033,11.3
21.56809998,0.0
26.54780006,0.0
127.7819977,11.3
119.0790024,5.6
99.28820038,16.9
80.41880035,0.0
86.42669678,0.0
24.61070061,0.0
47.78580093,0.0
29.46369934,0.0
33.86769867,5.6
115.2509995,5.6
64.31060028,0.0
108.6259995,0.0
35.51670074,5.6
104.2040024,0.0
115.8610001,5.6
30.86949921,16.9
79.62599945,0.0
19.37709999,0.0
31.56629944,16.9
