H3A_Al_0_2,H3A_Ca_0_2,H3A_Fe_0_2,H3A_K_0_2,H3A_Mg_0_2,H3A_P_0_2
30.17110062,2166.97998,3.834379911,245.2799988,98.58969879,29.9545002
31.45260048,2121.790039,3.462850094,244.3789978,94.32230377,26.64690018
27.18040085,2103.709961,3.617500067,265.3940125,95.33540344,27.19919968
31.60370064,2111.370117,4.043290138,246.9309998,99.20570374,27.37870026
27.46229935,2101.530029,3.605629921,262.5929871,94.56749725,27.84230042
29.79660034,2172.810059,3.911859989,250.951004,100.4560013,29.69610023
27.83200073,2105.649902,3.72984004,267.4119873,94.22470093,26.12669945
32.57109833,2153.100098,3.633630037,242.326004,102.1399994,34.70640182
32.93130112,2136.379883,4.093329906,245.6990051,106.8730011,35.63790131
32.62329865,2133.22998,3.748859882,242.4019928,99.48829651,30.23410034
32.70640182,2143.449951,3.843029976,244.8470001,102.9800034,34.29880142
30.50460052,2155.409912,3.750370026,244.9600067,97.52200317,29.24629974
33.76100159,2134.949951,3.378849983,223.9019928,89.48770142,24.78540039
27.26589966,2111.219971,3.678440094,258.6199951,95.396698,29.22039986
30.95479965,2134.100098,3.598860025,243.7259979,95.41259766,27.35910034
27.85890007,2087.570068,3.40921998,272.1929932,94.48560333,27.31220055
32.34370041,2125.370117,3.818530083,244.6320038,99.4312973,29.30599976
35.43610001,2056.830078,4.704529762,223.378006,105.2870026,30.5489006
30.98959923,2089.929932,4.40805006,250.5749969,100.1900024,28.1385994
30.50810051,2113.320068,3.497400045,248.5820007,93.72039795,26.18560028
33.19649887,2116.689941,3.361089945,229.8390045,88.61100006,23.08230019
32.43000031,2124.459961,3.405220032,236.9609985,92.48999786,25.46570015
31.9076004,2108.689941,3.890789986,240.3500061,96.99880219,26.05130005
29.70499992,2119.100098,3.646019936,253.6009979,94.20670319,26.13459969
32.78730011,2123.290039,3.644390106,235.098999,94.96420288,25.99430084
31.17370033,2106.060059,4.049670219,246.3269958,98.22170258,26.3913002
42.36349869,2069.350098,4.908860207,222.5780029,110.4469986,48.38439941
28.01740074,2136.52002,3.83901,255.5769958,96.22920227,27.92539978
35.26369858,2099.100098,4.553629875,239.2859955,106.6969986,35.76610184
32.46879959,2131.169922,3.829679966,244.7689972,100.552002,30.72570038
31.22249985,2144.409912,3.628560066,241.7640076,96.27510071,28.45429993
32.5760994,2132.669922,4.008550167,242.9049988,103.5820007,33.13759995
28.69599915,2096.100098,4.292240143,261.5400085,99.93659973,27.46699905
28.71680069,2107.860107,3.642230034,252.7910004,91.94159698,24.97929955
33.50090027,2144.379883,3.468640089,229.4900055,94.729599,27.58849907
28.20919991,2114.189941,3.756409883,258.8789978,94.27799988,26.7227993
32.07849884,2114.429932,3.364779949,239.9089966,92.55259705,25.30739975
33.02410126,2087.800049,3.144979954,246.973999,94.42810059,26.33119965
29.98600006,2093.669922,3.35777998,251.0890045,93.34559631,26.42180061
32.07559967,2105.419922,3.759939909,238.7640076,95.60320282,25.18709946
32.53440094,2136.659912,3.481970072,234.720993,93.72000122,26.5468998
31.77619934,2113.52002,4.138899803,252.3439941,100.9199982,28.44370079
32.33549881,2092.449951,4.353549957,251.6950073,101.4110031,29.58449936
30.4272995,2134.550049,3.658499956,247.0639954,95.70459747,27.32719994
33.21229935,2104.639893,3.418730021,231.1320038,90.23059845,23.95260048
30.28450012,2165.909912,3.813529968,244.9140015,98.50009918,30.16819954
33.62409973,2121.620117,3.32159996,215.7599945,83.18650055,21.12389946
33.18590164,2137.300049,4.169839859,246.9170074,109.6800003,36.24729919
33.7120018,2134.100098,3.379270077,213.7779999,83.74720001,21.43589973
28.66139984,2098.080078,3.487390041,257.4400024,93.03849792,26.29459953
33.68769836,2125.110107,3.316890001,203.697998,78.36859894,20.22929955
32.62630081,2093.310059,3.163100004,240.9689941,91.98729706,25.35420036
32.0367012,2120.620117,4.001780033,243.5339966,100.7300034,29.30450058
27.42070007,2090.72998,3.47220993,271.7969971,94.41290283,27.24290085
30.01619911,2132.320068,3.867269993,252.9060059,93.24459839,25.76329994
31.23789978,2161.449951,3.668519974,241.1699982,98.70670319,31.66830063
29.07850075,2117.280029,3.712369919,253.4309998,92.82450104,25.35960007
32.66949844,2147.669922,3.722369909,242.8789978,102.0849991,34.10150146
27.56240082,2111.5,3.684170008,255.3990021,94.66660309,28.66589928
30.07489967,2103.840088,3.445849895,250.8990021,93.58450317,26.27540016
27.36249924,2107.570068,3.65177989,259.8869934,95.13659668,28.70999908
27.87960052,2136.610107,3.839649916,255.5850067,96.28089905,28.09339905
32.13800049,2124.530029,3.427259922,239.5039978,93.33390045,26.03440094
32.30199814,2125.209961,4.118279934,247.177002,103.5360031,30.80850029
32.62220001,2131.469971,4.084060192,242.2960052,104.2269974,33.12810135
30.92020035,2104.01001,4.181570053,265.6409912,97.42749786,26.47769928
34.35390091,2062.97998,4.644440174,225.2429962,104.0920029,28.48360062
34.38470078,2138.27002,3.436709881,233.7550049,96.38310242,28.3029995
31.86420059,2161.379883,3.512550116,241.4219971,102.9339981,34.12960052
32.81539917,2144.51001,3.643840075,240.4980011,100.0970001,31.85230064
27.49909973,2099.850098,3.5896101,263.6409912,94.31829834,27.51849937
