M3_P_2_6,PhosphorusTreatment
7.74229002,0.0
8.792819977,22.5
7.629670143,22.5
8.374420166,0.0
8.545379639,0.0
8.874810219,0.0
7.81926012,28.2
8.843870163,0.0
9.067770004,0.0
8.01364994,16.9
7.774330139,0.0
7.92181015,0.0
8.921819687,0.0
9.083539963,0.0
9.481269836,16.9
8.96487999,0.0
8.924519539,0.0
8.696980476,0.0
8.593959808,0.0
8.615870476,0.0
8.637649536,28.2
7.804769993,0.0
8.685709953,0.0
7.84581995,0.0
8.819140434,0.0
7.611859798,0.0
8.909540176,0.0
8.747980118,0.0
7.751269817,0.0
9.069800377,22.5
7.743490219,0.0
8.524979591,0.0
8.347979546,0.0
8.580780029,0.0
8.310480118,0.0
7.759319782,0.0
7.631239891,0.0
7.823209763,0.0
7.601270199,22.5
8.390780449,0.0
8.860309601,28.2
8.594820023,0.0
8.985859871,0.0
7.817599773,28.2
8.56746006,0.0
9.047129631,16.9
8.429789543,22.5
8.657520294,0.0
7.622650146,0.0
8.771510124,22.5
7.679959774,22.5
8.503210068,0.0
8.628829956,22.5
8.731209755,0.0
8.302200317,0.0
8.569720268,0.0
8.87195015,22.5
9.054050446,0.0
7.870079994,28.2
8.704770088,22.5
8.503829956,0.0
8.903320313,0.0
7.750070095,0.0
8.891759872,28.2
8.745220184,28.2
7.931910038,28.2
8.560850143,0.0
8.938810349,28.2
8.75191021,0.0
8.555930138,16.9
8.602640152,0.0
8.286540031,16.9
8.283359528,0.0
8.675219536,0.0
9.071840286,0.0
7.88135004,28.2
8.975029945,0.0
8.401249886,16.9
8.671319962,22.5
8.376990318,0.0
7.849150181,0.0
8.557020187,0.0
9.017270088,16.9
9.569910049,0.0
7.719439983,0.0
7.917719841,28.2
8.719499588,28.2
7.727920055,0.0
8.731430054,0.0
8.902990341,22.5
7.855010033,16.9
7.73789978,0.0
7.738959789,0.0
8.605959892,22.5
8.767789841,28.2
7.820730209,28.2
8.71088028,0.0
8.94137001,0.0
7.83893013,0.0
8.958219528,28.2
7.772809982,0.0
8.684419632,22.5
8.575639725,0.0
9.066820145,0.0
7.748950005,0.0
9.447039604,16.9
7.722300053,0.0
8.712920189,0.0
7.649700165,0.0
8.736619949,0.0
8.78771019,0.0
8.822569847,0.0
7.812459946,0.0
8.310609818,0.0
7.715370178,0.0
8.842900276,0.0
8.818160057,22.5
8.93132019,0.0
7.972660065,0.0
9.072520256,0.0
7.827260017,0.0
7.754879951,0.0
8.960370064,0.0
8.867549896,0.0
7.844130039,16.9
8.676400185,22.5
8.408630371,0.0
8.742389679,0.0
9.649359703,0.0
8.849049568,28.2
7.725009918,22.5
8.842240334,0.0
8.52493,0.0
9.096360207,22.5
8.605099678,28.2
7.861259937,0.0
8.834119797,16.9
8.502470016,16.9
7.797110081,0.0
7.734330177,0.0
8.279820442,0.0
8.782279968,0.0
7.633699894,0.0
8.827589989,0.0
7.765840054,0.0
8.881950378,0.0
8.997079849,16.9
7.860189915,0.0
8.506429672,28.2
7.715119839,0.0
9.633429527,0.0
8.544480324,0.0
7.750510216,22.5
8.615420341,0.0
8.9187603,28.2
8.575819969,0.0
8.958089828,0.0
7.817770004,28.2
8.575559616,0.0
7.655029774,0.0
9.030400276,16.9
7.818039894,28.2
7.876180172,28.2
8.68295002,22.5
8.548649788,0.0
8.355110168,0.0
8.331979752,0.0
8.748620033,28.2
8.500610352,0.0
8.641150475,28.2
8.743169785,22.5
7.806910038,0.0
8.378520012,16.9
8.690970421,22.5
8.573249817,0.0
7.899270058,0.0
7.891940117,28.2
8.328550339,0.0
8.531999588,0.0
7.746530056,0.0
8.856300354,0.0
9.068490028,0.0
7.879119873,16.9
8.877160072,0.0
8.822910309,28.2
9.122190475,22.5
7.845369816,0.0
8.504739761,28.2
7.867440224,0.0
8.679200172,22.5
7.899280071,28.2
9.041009903,16.9
7.804780006,0.0
8.581970215,0.0
8.908760071,0.0
8.713689804,0.0
7.964779854,28.2
7.69686985,22.5
8.267959595,16.9
9.092749596,16.9
9.434940338,16.9
9.067370415,16.9
8.514300346,0.0
7.820270061,0.0
8.647390366,22.5
8.605239868,0.0
8.632789612,0.0
8.429400444,0.0
7.88793993,16.9
7.74421978,0.0
8.594630241,0.0
9.069049835,0.0
7.823470116,28.2
8.7541399,22.5
8.670700073,22.5
7.615890026,0.0
7.628580093,22.5
7.818130016,0.0
7.826000214,16.9
8.413069725,16.9
8.673600197,22.5
8.831729889,22.5
8.211890221,16.9
8.538969994,0.0
8.65034008,0.0
8.432880402,22.5
8.595370293,16.9
7.87473011,0.0
9.072130203,0.0
7.998449802,0.0
9.523159981,0.0
9.053440094,0.0
7.819449902,0.0
8.751669884,28.2
8.662280083,0.0
8.585909843,0.0
8.695610046,22.5
8.310210228,0.0
7.829929829,28.2
9.600079536,0.0
8.574170113,0.0
8.390370369,16.9
8.953619957,22.5
7.66313982,0.0
8.56964016,22.5
8.613050461,0.0
8.781419754,28.2
7.883019924,0.0
9.036769867,16.9
8.51941967,0.0
7.831319809,0.0
7.946559906,28.2
8.602999687,0.0
8.983389854,0.0
7.876860142,0.0
9.090769768,0.0
