H3A_Al_2_6,H3A_Ca_2_6,H3A_Fe_2_6,H3A_K_2_6,H3A_Mg_2_6,H3A_P_2_6
85.32759857,1926.050049,6.546649933,51.14390182,66.67359924,3.115999937
50.25130081,2075.310059,6.079949856,50.27389908,62.8368988,1.874529958
79.46859741,1941.069946,6.352859974,51.27500153,65.07589722,2.919650078
56.65370178,2049.98999,4.318669796,49.75090027,57.68999863,1.882529974
64.99060059,2020.219971,4.974199772,49.99679947,61.94979858,2.064690113
49.98360062,2087.02002,5.49007988,50.18920135,57.1969986,1.443719983
61.90219879,2034.540039,4.895460129,49.81819916,62.09049988,1.984419942
48.40010071,2090.780029,4.184130192,50.03580093,52.24760056,1.30569005
46.4681015,2082.560059,3.729110003,50.0033989,52.72460175,1.527809978
45.90829849,2084.699951,3.727839947,50.00260162,52.2071991,1.499760032
50.28860092,2093.080078,4.845510006,50.12829971,59.32109833,1.400589943
56.55929947,2043.890015,4.919950008,50.81869888,56.95389938,2.097919941
51.49679947,2060.97998,6.068329811,50.24919891,63.58380127,1.922369957
59.94480133,2041.859985,5.084360123,50.76679993,59.57979965,2.011539936
50.79539871,2085.939941,5.49285984,50.21709824,60.79119873,1.504940033
54.10570145,2062.100098,4.104549885,50.02600098,57.90859985,1.757189989
54.70140076,2068.159912,4.863239765,50.70920181,57.29869843,1.761809945
57.2784996,2049.169922,4.167990208,50.02700043,58.90000153,1.878790021
49.97809982,2080.429932,5.812139988,50.23789978,63.31280136,1.779219985
73.36589813,1989.140015,5.779540062,51.02859879,65.89910126,2.540679932
57.37900162,2054.919922,4.969069958,50.08929825,62.81290054,1.881680012
50.24570084,2089.73999,5.453370094,50.20190048,61.84619904,1.471770048
66.67610168,2008.079956,5.497019768,51.06740189,59.86840057,2.437680006
88.74510193,1901.949951,6.715809822,51.17879868,66.3640976,3.452820063
64.69429779,2020.819946,5.18885994,50.02280045,63.03770065,2.053790092
81.94560242,1944.609985,6.153480053,51.11709976,67.2779007,3.090120077
51.55400085,2083.169922,5.275410175,50.20090103,58.17779922,1.445109963
50.48429871,2087.959961,4.68185997,50.09500122,54.10919952,1.351500034
47.91080093,2089.159912,4.258609772,50.0503006,53.47949982,1.396999955
66.27130127,2013.189941,5.425389767,50.96020126,64.24009705,2.246560097
63.29840088,2023.72998,5.43144989,49.86429977,63.81700134,2.066890001
86.14209747,1921.709961,6.611780167,51.15670013,66.73670197,3.171220064
79.20279694,1939.790039,6.546249866,51.30820084,65.08380127,2.946559906
66.4394989,2013.069946,4.847400188,49.8655014,61.42480087,2.195300102
57.73820114,2045.609985,4.37195015,49.74679947,58.0155983,1.914729953
52.13299942,2056.570068,6.046979904,50.23630142,63.61700058,1.904049993
50.43489838,2092.939941,5.195439816,50.17779922,60.95479965,1.436750054
86.29360199,1916.449951,7.14786005,51.4109993,65.89330292,3.371360064
81.9992981,1934.810059,6.6321702,51.09629822,66.06549835,2.93885994
47.04029846,2093.590088,4.087039948,50.04880142,52.08589935,1.292999983
