M3_Al_2_6,M3_Ca_2_6,M3_Fe_2_6,M3_K_2_6,M3_Mg_2_6,M3_P_2_6
165.9140015,2693.899902,57.73410034,311.7090149,184.0039978,8.860560417
113.6549988,2727.98999,51.48310089,323.6149902,184.0379944,8.024700165
346.1170044,2574.199951,75.48860168,265.3619995,190.2059937,12.39319992
311.855011,3572.77002,57.82640076,464.2810059,159.4609985,7.782430172
316.8519897,3100.290039,66.33339691,377.8049927,144.7599945,5.153920174
512.6900024,2499.820068,99.78929901,252.375,192.6199951,14.51650047
331.625,3219.76001,64.15000153,399.6480103,147.7559967,5.837679863
249.6549988,2588.929932,73.32720184,278.8640137,191.8370056,11.75160027
448.5650024,2565.120117,90.67980194,271.2869873,189.8289948,12.62709999
62.56439972,2765.22998,44.9151001,338.8729858,183.7709961,7.115540028
302.2860107,2567.709961,79.02970123,271.8429871,192.720993,12.60229969
426.8779907,2514.419922,78.09660339,245.1869965,188.6719971,13.42409992
211.1009979,2732.689941,64.01159668,316.131012,140.1150055,3.295599937
476.1910095,2531.870117,88.83399963,252.8240051,190.4470062,13.46259975
210.7279968,2680.610107,62.35789871,305.3609924,185.2940063,8.643859863
305.2510071,2949.139893,69.31140137,357.8240051,179.6569977,9.910570145
554.6519775,2471.860107,112.5810013,249.2460022,196.25,15.95769978
129.1809998,2709.610107,52.59049988,316.1350098,184.5509949,7.579160213
297.4129944,2602.719971,71.40850067,274.2139893,189.3049927,11.55580044
521.7219849,2525.5,102.4059982,260.0499878,192.4660034,14.38469982
578.901001,2520.870117,113.362999,262.3460083,194.4960022,15.81519985
425.9880066,2505.100098,93.67790222,257.1199951,193.8959961,14.39490032
184.4499969,2948.590088,56.61660004,376.8460083,145.7480011,3.782660007
441.3919983,2499.02002,87.26499939,249.1069946,191.8139954,14.0031004
312.5639954,3402.709961,57.34320068,437.8710022,153.6269989,6.332670212
543.9790039,2489.419922,108.2389984,252.720993,194.3359985,15.37759972
187.1699982,2889.030029,57.57389832,361.8280029,144.4589996,3.65102005
330.4689941,3300.73999,62.25630188,412.2219849,150.5800018,5.994679928
378.3349915,2690.659912,81.6292038,318.4490051,187.7230072,12.94740009
390.5920105,2871.439941,80.93920135,341.9729919,184.5090027,12.73859978
282.6520081,3544.360107,53.0807991,470.1119995,161.6620026,7.078909874
331.9129944,3274.840088,63.26200104,407.5239868,149.9029999,5.907470226
454.6619873,2583.719971,87.84719849,265.9700012,190.3379974,12.50469971
501.5939941,2458.320068,101.3570023,244.7830048,195.1199951,14.92179966
371.9450073,3272.199951,67.67610168,409.6220093,149.2100067,6.895199776
356.3840027,2632.419922,79.19339752,286.8190002,186.3840027,11.0284996
327.7890015,3025.360107,70.73819733,368.927002,177.6329956,10.53199959
