M3_Al_2_6,M3_Ca_2_6,M3_Fe_2_6,M3_K_2_6,M3_Mg_2_6,M3_P_2_6
531.315979,3402.120117,81.68229675,562.9190063,462.8349915,151.7960052
513.3969727,3560.02002,73.57430267,627.1660156,414.8500061,113.6579971
530.8079834,3539.22998,81.93520355,603.2750244,474.7030029,151.0559998
528.7470093,3588.370117,81.71949768,613.6829834,476.5939941,150.4329987
454.802002,3708.72998,64.09950256,666.3790283,386.6199951,98.52690125
586.0269775,3241.02002,97.46569824,556.6690063,467.7600098,164.9649963
411.2210083,3524.610107,56.53639984,627.8540039,347.3479919,115.3130035
530.7379761,3504.040039,81.69519806,592.9780273,471.9750061,151.1049957
449.4670105,3449.5,63.94580078,564.4539795,396.8880005,133.4730072
407.3869934,3597.189941,55.74319839,632.1140137,355.9450073,113.5400009
587.4639893,3233.689941,97.51589966,557.8889771,469.855011,165.1719971
528.1630249,3342.159912,81.72530365,546.0910034,451.743988,152.7050018
452.4060059,3817.679932,61.66770172,669.5369873,399.5150146,99.75389862
479.7489929,3645.840088,72.80049896,688.9539795,385.6109924,83.20580292
514.3690186,3491.169922,77.04199982,570.5159912,461.5710144,145.5509949
465.7340088,3705.030029,67.5727005,671.3270264,388.5169983,93.23870087
472.2529907,3710.22998,69.436203,675.3499756,390.9049988,89.87259674
461.7399902,3361.719971,64.65899658,501.4190063,433.1289978,139.1300049
431.4079895,3663.209961,59.24430084,648.1010132,374.1910095,107.3639984
566.8079834,3304.699951,89.60160065,572.1959839,476.9419861,158.5700073
458.9330139,3362.73999,64.06150055,495.1530151,429.0870056,138.6190033
473.9710083,3370.580078,67.50460052,509.8340149,437.2680054,140.4490051
456.7420044,3761.810059,63.37020111,667.302002,392.8670044,97.59970093
441.04599,3712.879883,60.31620026,655.6820068,383.5159912,105.1819992
517.6110229,3384.909912,77.60980225,540.210022,455.2780151,145.2660065
469.1499939,3774.129883,66.62539673,675.2470093,397.4660034,90.5734024
422.0010071,3613.669922,57.98720169,639.0640259,363.5369873,111.3669968
424.322998,3645.669922,58.20890045,644.0100098,369.3540039,109.1650009
469.5239868,3516.72998,67.04560089,585.4249878,424.756012,133.5789948
530.2130127,3382.75,81.63809967,558.5859985,458.0650024,152.1829987
513.7969971,3520.560059,76.92980194,577.9119873,463.6199951,145.3950043
469.1560059,3763.26001,66.88970184,674.9520264,396.3349915,90.71829987
461.5329895,3730.709961,65.50759888,669.6539917,390.5249939,95.15750122
601.2550049,3161.409912,102.189003,555.3189697,471.1380005,170.3560028
467.0,3726.360107,67.29270172,672.5949707,391.3970032,92.39710236
479.5180054,3673.25,72.38950348,684.7310181,390.947998,85.30940247
583.5629883,3248.639893,96.97709656,555.4819946,466.0650024,164.447998
404.8420105,3561.040039,55.47689819,624.7650146,348.1940002,114.9489975
456.2120056,3742.77002,63.64659882,667.1199951,390.7000122,97.87519836
513.2880249,3575.679932,76.75019836,587.1090088,466.6539917,145.6159973
462.6409912,3367.52002,65.3730011,468.4559937,403.927002,137.4949951
449.3139954,3716.610107,62.31290054,664.0009766,386.4370117,101.3659973
432.0859985,3669.429932,59.24560165,648.5419922,374.8890076,107.4729996
459.5840149,3695.310059,65.96690369,668.3289795,386.0499878,96.21849823
474.2820129,3713.0,69.39769745,681.7189941,395.3179932,88.24659729
424.32901,3645.590088,58.24160004,644.3220215,369.5889893,109.0240021
473.6329956,3719.679932,69.43209839,678.0770264,393.2900085,88.76589966
543.2280273,3464.219971,88.15039825,623.3939819,438.0700073,131.404007
477.20401,3696.25,71.4937973,677.9169922,390.4920044,87.48789978
444.927002,3801.699951,60.88059998,682.8510132,401.3529968,105.1179962
403.5700073,3540.310059,55.31650162,619.5549927,343.1350098,115.5849991
464.8729858,3923.350098,63.20000076,666.5869751,405.6359863,90.07949829
430.4620056,3604.870117,59.33420181,631.7139893,366.0280151,110.5309982
432.1059875,3672.370117,59.20800018,648.914978,375.1839905,107.9169998
409.394989,3613.860107,56.00189972,636.0579834,359.9890137,112.5820007
464.427002,3872.110107,63.48220062,665.4910278,402.4559937,91.68630219
461.42099,3362.52002,64.59549713,500.4559937,432.4200134,139.0590057
419.6669922,3544.77002,58.13330078,627.8380127,350.4590149,113.3570023
541.6760254,3317.649902,85.55549622,547.2219849,454.4370117,155.6230011
467.1480103,3376.830078,66.08769989,492.8410034,423.9159851,139.0279999
501.8619995,3395.870117,73.97899628,533.0560303,448.8370056,143.6309967
479.7520142,3657.919922,72.63339996,686.973999,389.6019897,84.61910248
486.7210083,3388.929932,70.47699738,520.4530029,441.4030151,141.8679962
454.5130005,3353.840088,63.15679932,479.9219971,421.1520081,137.6230011
499.2860107,3449.080078,72.68260193,558.1160278,454.8309937,145.3919983
456.9979858,3360.76001,63.64889908,490.3380127,426.4020081,138.2539978
526.8989868,3335.0,81.57050323,543.5469971,450.2430115,152.6990051
455.2879944,3440.939941,66.82569885,557.1409912,407.3779907,134.5829926
578.6199951,3262.219971,94.26920319,561.0469971,471.223999,162.427002
482.6650085,3407.0,69.53890228,516.8759766,434.9909973,141.2380066
423.4679871,3641.350098,58.05530167,642.7609863,368.0490112,109.7539978
576.276001,3269.719971,93.7661972,560.9169922,470.1000061,161.9920044
531.815979,3452.540039,81.76570129,578.9429932,468.1759949,151.5249939
464.8519897,3896.909912,63.39229965,665.9790039,403.7189941,90.85600281
439.5750122,3683.449951,60.43700027,652.7299805,379.723999,105.211998
548.0109863,3419.969971,90.30570221,615.0930176,439.9670105,136.4499969
527.5059814,3669.709961,81.91200256,633.5159912,480.5880127,149.8509979
474.3779907,3711.370117,69.44460297,681.947998,395.3359985,88.20310211
566.0560303,3277.77002,92.62930298,549.0120239,458.697998,160.8880005
416.6260071,3628.659912,57.08560181,639.973999,364.5350037,110.9179993
450.7950134,3407.879883,62.25180054,548.3560181,406.3269958,138.2700043
501.9400024,3385.300049,73.98719788,530.5050049,448.7680054,143.5630035
485.3649902,3395.199951,70.17099762,519.8619995,439.8980103,141.6929932
431.0580139,3649.959961,59.29510117,646.5540161,372.9899902,109.848999
560.4710083,3314.669922,89.53109741,561.710022,466.4419861,158.4859924
544.151001,3332.02002,85.71649933,553.5499878,458.3869934,155.5870056
433.7470093,3425.26001,59.55500031,541.7940063,395.9700012,131.4620056
419.9410095,3564.600098,57.96559906,631.8909912,355.553009,112.9749985
480.8729858,3407.040039,69.12290192,512.4050293,430.6549988,140.8430023
531.8469849,3429.27002,81.75389862,571.8280029,465.9230042,151.6699982
425.7590027,3516.100098,59.11159897,573.9699707,376.6640015,120.1159973
463.3980103,3781.98999,64.78710175,670.0120239,396.1069946,93.79029846
478.7909851,3687.030029,71.9661026,682.4299927,391.5400085,86.02610016
454.256012,3697.159912,64.26820374,666.0700073,385.1889954,98.75550079
502.2839966,3383.830078,74.06529999,530.3629761,448.9039917,143.5890045
432.2550049,3667.649902,59.31510162,648.5910034,374.8829956,107.2639999
423.0119934,3635.600098,58.00590134,641.8099976,366.9230042,110.2279968
463.6260071,3797.98999,64.50900269,669.5380249,397.5280151,93.47949982
465.8789978,3356.199951,65.5727005,506.7210083,437.1919861,139.701004
454.0859985,3351.409912,63.08200073,476.9700012,419.803009,137.473999
444.3160095,3427.550049,62.40319824,557.0200195,400.9410095,134.6589966
486.269989,3388.129883,70.37210083,519.9959717,441.2250061,141.8150024
439.7619934,3689.189941,60.37440109,653.1030273,380.3309937,105.223999
406.8129883,3588.879883,55.68780136,630.4069824,354.1589966,113.8970032
471.776001,3704.159912,69.50769806,674.5360107,389.8850098,90.25260162
580.8709717,3252.330078,93.84619904,561.132019,475.2579956,161.9490051
545.8319702,3351.22998,85.66429901,561.3950195,462.9049988,155.3710022
579.9569702,3256.399902,96.55259705,551.302002,461.9719849,163.8560028
463.5820007,3369.47998,65.53469849,472.9410095,408.0939941,137.6900024
475.1380005,3684.26001,69.76380157,685.5209961,396.6619873,88.11569977
575.802002,3270.399902,93.86620331,559.934021,468.9020081,162.0579987
488.756012,3375.610107,70.92610168,520.3300171,443.4620056,142.0809937
541.276001,3312.47998,85.63130188,545.3430176,453.2929993,155.7319946
499.3559875,3461.110107,73.0059967,552.9630127,451.5289917,144.2109985
471.5870056,3706.0,69.38200378,674.5549927,390.0920105,90.3144989
484.4370117,3403.169922,69.95610046,519.4290161,438.0090027,141.5399933
594.1619873,3206.929932,98.72579956,556.2910156,478.8349915,165.7310028
461.4159851,3897.790039,61.94279861,640.9580078,403.552002,92.30169678
471.1910095,3378.540039,66.91639709,504.6700134,432.4559937,139.9440002
448.7650146,3702.72998,62.48419952,663.6530151,384.7200012,101.5090027
451.7950134,3333.219971,62.62120056,461.6459961,415.8500061,136.8119965
449.105011,3566.350098,62.67950058,592.8720093,391.2890015,123.1600037
592.2030029,3208.75,98.46150208,557.3319702,473.20401,166.2330017
441.79599,3735.639893,60.34069824,660.4520264,387.4859924,105.5370026
523.3499756,3491.340088,78.0266037,599.4760132,443.5400085,142.8679962
467.6900024,3834.530029,65.57589722,676.2030029,398.7359924,91.47019958
597.6060181,3207.439941,101.2109985,555.684021,468.7179871,168.1679993
420.8049927,3579.02002,58.01649857,634.1170044,358.177002,112.5289993
585.0759888,3244.77002,97.39589691,555.6740112,466.4970093,164.8079987
458.1870117,3362.25,63.90969849,492.7000122,427.6260071,138.4490051
432.019989,3670.27002,59.25640106,649.5449829,375.3259888,108.6760025
423.6119995,3643.179932,58.08330154,643.2130127,368.526001,109.526001
517.651001,3389.540039,77.62310028,541.7589722,455.5889893,145.3289948
583.1420288,3250.100098,97.04119873,554.4099731,464.9920044,164.4199982
464.4689941,3851.5,63.79309845,666.9860229,401.303009,92.10150146
527.4990234,3514.850098,80.93779755,619.940979,446.651001,131.8540039
447.7630005,3679.050049,62.84339905,663.2319946,381.8179932,101.7549973
544.3740234,3342.389893,85.5236969,557.15802,460.3779907,155.3500061
456.8930054,3360.070068,63.65269852,487.6749878,424.8169861,138.1260071
596.5819702,3215.97998,101.0660019,555.0289917,467.5320129,167.8079987
414.8240051,3605.600098,56.87409973,635.3920288,359.5920105,112.3059998
503.519989,3378.969971,74.34719849,529.9210205,449.3699951,143.6799927
488.6419983,3374.439941,70.89769745,520.1119995,443.4960022,142.0659943
528.1870117,3553.689941,79.39890289,635.1069946,440.7319946,116.6070023
468.0350037,3822.290039,65.6556015,676.0120239,399.5029907,91.0134964
442.7489929,3742.830078,60.43999863,661.6110229,388.769989,105.2269974
455.3259888,3723.01001,63.87350082,666.6820068,388.3359985,98.30210114
415.2839966,3614.139893,56.90679932,636.7789917,361.1789856,111.8949966
558.5040283,3311.080078,89.3710022,557.9390259,463.5910034,158.3919983
439.8259888,3697.590088,60.26599884,653.7160034,381.2099915,105.336998
531.322998,3478.340088,81.72170258,586.1550293,470.2099915,151.3130035
