H3A_Al_0_2,H3A_Ca_0_2,H3A_Fe_0_2,H3A_K_0_2,H3A_Mg_0_2,H3A_P_0_2
66.64040375,1970.040039,5.25578022,62.71049881,64.55020142,4.083000183
86.26869965,1879.280029,5.521500111,64.48139954,64.24960327,5.696670055
44.63349915,2063.169922,3.759720087,60.79750061,54.58100128,2.044699907
47.69979858,2086.429932,4.158969879,61.29880142,60.16080093,2.396100044
63.69900131,1977.73999,4.641160011,61.56790161,59.72230148,3.570440054
60.49649811,1994.949951,4.771299839,61.95289993,59.79059982,3.72375989
79.78549957,1905.98999,5.315100193,64.17479706,63.38940048,4.838089943
78.94400024,1914.26001,5.302509785,64.44219971,63.78779984,5.016729832
66.59049988,1973.51001,4.65997982,61.79919815,60.2961998,3.732340097
55.23899841,2025.560059,5.044720173,63.97069931,60.34320068,3.716209888
80.08769989,1904.910034,5.296559811,64.10250092,62.87459946,4.796569824
75.16570282,1934.619995,5.272890091,64.21980286,63.56380081,4.630970001
57.85029984,2009.359985,5.108270168,64.1486969,61.25130081,3.806799889
52.88299942,2044.800049,5.035140038,61.73189926,65.73819733,3.354939938
52.03739929,2045.660034,4.268139839,61.20420074,59.11259842,2.942679882
70.77140045,1950.660034,4.923089981,63.78229904,61.77030182,4.399759769
86.72200012,1877.170044,5.511740208,64.57649994,64.25209808,5.762279987
47.22579956,2053.0,3.839590073,60.90729904,55.5345993,2.421000004
57.34930038,2013.130005,5.081809998,64.12249756,61.13040161,3.775729895
48.92419815,2082.23999,4.495629787,61.63339996,64.81970215,2.58258009
82.32119751,1893.25,5.369279861,64.15730286,63.4131012,4.981880188
47.71319962,2093.159912,4.117350101,61.32989883,60.13130188,2.303030014
70.62770081,1953.150024,4.979629993,63.83440018,62.0707016,4.409920216
47.79109955,2086.389893,4.411119938,61.56430054,64.0911026,2.395109892
48.51150131,2073.860107,4.263780117,61.27230072,60.1487999,2.64993
70.97419739,1950.540039,4.956860065,62.81100082,62.62559891,4.302609921
79.6065979,1905.369995,5.322879791,64.2118988,63.66490173,4.855889797
86.06860352,1879.890015,5.529759884,64.41480255,64.24340057,5.623360157
81.02149963,1911.48999,5.350769997,64.48539734,63.94010162,5.219739914
56.29840088,2020.709961,5.045529842,64.05310059,60.76039886,3.734620094
48.72309875,2089.169922,4.286739826,61.44820023,62.06760025,2.45878005
62.93989944,1990.170044,4.655560017,62.86579895,61.05730057,3.691979885
43.41120148,2072.389893,3.730730057,60.70410156,53.88040161,1.638339996
75.74610138,1929.5,5.266339779,64.17440033,63.15769958,4.631659985
71.62599945,1945.48999,5.169300079,64.35720062,63.49280167,4.575610161
78.6855011,1897.77002,5.309150219,64.30200195,64.0062027,4.883059978
85.97869873,1879.73999,5.541689873,64.3289032,64.19249725,5.50894022
61.90100098,1999.569946,5.072629929,64.16819763,62.02149963,3.972470045
65.37719727,1975.959961,5.161489964,63.30659866,63.95550156,4.18708992
42.2682991,2078.780029,3.754230022,60.80680084,54.94680023,1.484899998
47.22900009,2056.879883,3.91685009,60.99229813,56.51990128,2.469630003
50.56840134,2061.429932,4.839710236,61.65579987,64.80010223,3.090490103
65.28659821,1978.349976,5.05053997,63.26860046,63.20190048,4.109210014
62.33890152,1992.25,5.02256012,64.39849854,61.82189941,4.12883997
79.55819702,1903.939941,5.075359821,62.45289993,62.25979996,4.520949841
82.40820313,1905.170044,5.405360222,64.43360138,64.1242981,5.182929993
83.91500092,1875.22998,5.434700012,64.32379913,63.96609879,5.230889797
84.82360077,1880.310059,5.488289833,64.33190155,64.09580231,5.395279884
85.69100189,1881.75,5.546110153,64.29180145,64.14980316,5.449230194
55.68500137,2007.079956,4.453889847,61.36579895,57.58340073,3.25770998
44.94020081,2087.77002,4.091800213,61.25220108,60.18970108,1.915480018
46.74900055,2064.439941,3.976860046,61.05120087,57.31639862,2.422660112
85.96769714,1889.599976,5.47468996,64.54149628,64.2594986,5.686500072
49.95370102,2067.090088,4.747729778,61.68629837,65.14689636,3.008559942
42.40069962,2075.919922,3.700259924,60.72719955,53.99489975,1.479380012
47.44810104,2094.629883,4.08273983,61.32429886,59.93730164,2.218460083
72.43240356,1942.959961,5.201630116,64.32360077,63.7942009,4.597599983
51.82849884,2055.389893,4.774280071,61.52149963,63.19169998,3.129580021
54.18349838,2041.27002,4.645949841,61.42050171,61.8470993,3.246390104
84.19930267,1886.430054,5.483530045,64.35780334,64.13819885,5.40252018
74.74349976,1935.01001,5.139430046,61.80720139,63.40159988,4.392290115
51.58200073,2054.26001,4.945459843,61.62950134,64.5266037,3.168440104
71.33350372,1948.349976,4.998139858,62.53239822,61.5469017,4.232940197
43.85760117,2070.899902,3.789680004,60.7818985,54.7867012,1.761209965
79.21050262,1914.27002,5.360420227,63.86859894,63.95899963,4.98924017
75.46759796,1926.319946,5.229680061,64.41230011,63.56230164,4.802780151
58.19150162,2010.880005,4.288099766,61.17210007,58.54410172,3.345829964
79.96260071,1904.380005,5.282879829,64.06349945,62.60990143,4.760779858
44.26789856,2070.02002,3.843039989,60.92050171,56.07289886,1.860870004
81.8844986,1899.709961,5.437129974,64.10449982,63.34260178,4.961790085
69.61689758,1955.569946,5.208159924,62.68349838,63.95600128,4.222640038
67.87529755,1965.630005,4.900959969,62.74689865,61.62179947,3.869790077
85.05690002,1879.0,5.492099762,64.30069733,64.05470276,5.370930195
44.6711998,2065.360107,3.845279932,60.96080017,56.35449982,2.029720068
47.88779831,2080.300049,4.20897007,61.28089905,60.16540146,2.509530067
61.00159836,1991.540039,4.638800144,62.65800095,59.38999939,3.443959951
58.97409821,2005.709961,4.489049911,61.83990097,59.15359879,3.351619959
44.47850037,2065.149902,3.83555007,60.92710114,56.08409882,1.942499995
45.03779984,2061.77002,3.776190042,60.8470993,54.99280167,2.163110018
78.08509827,1898.410034,5.289050102,64.32550049,63.87310028,4.874780178
77.52600098,1919.73999,5.146359921,62.38230133,62.54570007,4.366399765
82.53320313,1866.369995,5.372220039,64.28859711,63.78519821,5.106599808
41.89239883,2080.0,3.74654007,60.81019974,54.99319839,1.432379961
50.37030029,2066.030029,4.693270206,61.52529907,63.30920029,3.001699924
47.63299942,2089.969971,4.293459892,61.47389984,62.76599884,2.285850048
69.31459808,1964.859985,5.207630157,64.20159912,62.79349899,4.35984993
55.8987999,2030.660034,5.113550186,63.02050018,64.59739685,3.471210003
60.14789963,2004.290039,4.591050148,62.83769989,60.76910019,3.511569977
82.85449982,1899.390015,5.471920013,64.35759735,64.17079926,5.394120216
50.49020004,2058.469971,4.869269848,61.80799866,66.38770294,3.194610119
54.71340179,2021.030029,4.020750046,60.99029922,56.34540176,3.00722003
59.90710068,2001.25,4.543610096,61.88759995,59.34569931,3.459840059
82.52429962,1885.180054,5.379889965,64.23090363,63.77730179,5.053209782
