H3A_Al_2_6,H3A_Ca_2_6,H3A_Fe_2_6,H3A_K_2_6,H3A_Mg_2_6,H3A_P_2_6,PhosphorusTreatment
68.65799713,1987.560059,6.4790802,50.06719971,63.92039871,2.604110003,18.0
86.76450348,1912.51001,7.129059792,51.34600067,65.53579712,3.424979925,18.0
46.21630096,2088.459961,3.819459915,50.00690079,51.59769821,1.405220032,0.0
50.57910156,2090.25,4.87706995,50.14680099,58.9034996,1.402899981,0.0
63.07540131,2025.420044,4.780350208,49.55130005,60.61389923,1.986310005,9.0
58.27600098,2046.300049,4.520860195,49.48929977,59.59629822,1.937100053,27.0
78.90699768,1953.390015,5.837359905,51.02830124,66.35299683,2.825050116,18.0
81.92690277,1936.800049,6.412809849,51.15919876,63.99570084,3.0848701,0.0
65.04389954,2020.0,4.78718996,49.85609818,61.1006012,2.129699945,9.0
54.32529831,2064.939941,4.831960201,50.73709869,56.8207016,1.833840013,27.0
78.78759766,1955.069946,5.679910183,51.00500107,65.45709991,2.797339916,18.0
72.50319672,1980.52002,5.643680096,50.99079895,65.91989899,2.559010029,0.0
56.01229858,2046.51001,4.888720036,50.81100082,56.82450104,2.070090055,27.0
52.47990036,2054.550049,6.025869846,50.229599,63.62789917,1.895059943,0.0
52.31729889,2081.389893,4.574520111,50.06290054,60.33660126,1.619830012,9.0
68.06970215,2001.73999,5.239900112,50.71730042,63.19490051,2.382790089,9.0
86.05870056,1916.530029,7.129920006,51.43130112,65.61000061,3.363960028,18.0
46.80469894,2081.540039,3.737509966,50.00419998,53.00239944,1.539870024,0.0
55.45370102,2050.070068,4.85627985,50.79650116,56.69960022,2.023089886,27.0
50.4742012,2083.120117,5.747970104,50.2356987,61.29940033,1.606860042,9.0
82.56040192,1938.300049,6.036819935,51.06029892,66.47090149,2.967050076,0.0
51.30810165,2084.26001,4.948870182,50.19800186,58.13869858,1.419350028,0.0
67.81960297,2002.670044,5.294559956,50.73020172,63.43809891,2.369450092,9.0
50.63230133,2082.620117,5.753330231,50.23040009,60.12770081,1.567280054,9.0
50.01509857,2099.100098,4.832670212,50.09629822,60.94409943,1.440400004,0.0
70.13529968,1992.420044,5.524240017,50.93840027,64.30760193,2.41170001,27.0
78.98190308,1952.329956,5.913660049,51.03910065,66.86470032,2.850379944,18.0
87.46959686,1909.550049,7.09059,51.28969955,65.75060272,3.428080082,18.0
83.3431015,1926.579956,6.673669815,51.20339966,63.6385994,3.185750008,27.0
54.65769958,2057.719971,4.827330112,50.7641983,56.61569977,1.92129004,27.0
50.81019974,2089.840088,5.194699764,50.18920135,60.38389969,1.436349988,27.0
62.14179993,2033.380005,4.900690079,49.81740189,62.11930084,1.993460059,9.0
47.6576004,2091.620117,4.066279888,50.03820038,52.10660172,1.29685998,0.0
73.41449738,1977.280029,5.586619854,50.99020004,65.43630219,2.593919992,0.0
72.55930328,1995.619995,5.73074007,51.05350113,63.98920059,2.519059896,0.0
80.10759735,1951.160034,6.066380024,51.08300018,67.5951004,2.969619989,18.0
87.67810059,1911.869995,6.958169937,51.2322998,66.45999908,3.339109898,18.0
59.75510025,2034.98999,5.050469875,50.81079865,58.09960175,2.112459898,0.0
66.35399628,2004.449951,5.980909824,50.96289825,64.75530243,2.367209911,9.0
47.5094986,2094.189941,4.347149849,50.07170105,52.64780045,1.293179989,0.0
47.49110031,2083.719971,3.944659948,50.01890182,54.21070099,1.51880002,0.0
50.40029907,2075.429932,5.764649868,50.21480179,63.49850082,1.745540023,9.0
65.37670135,2011.689941,5.723370075,50.93659973,64.34339905,2.300139904,27.0
60.93909836,2029.709961,5.160079956,51.02830124,58.1711998,2.234009981,0.0
77.69190216,1958.150024,5.557730198,49.76699829,64.58149719,2.762330055,18.0
86.18299866,1907.27002,6.739429951,51.17539978,64.26200104,3.332509995,27.0
88.87210083,1900.969971,6.682340145,51.17520142,66.4878006,3.474649906,27.0
88.36470032,1904.670044,6.857699871,51.20849991,66.04019928,3.422319889,0.0
87.24659729,1915.339966,6.881669998,51.21080017,66.65170288,3.279200077,18.0
55.46580124,2055.580078,4.377359867,49.27679825,57.24700165,1.833240032,27.0
50.34049988,2087.360107,5.251289845,50.16740036,56.35879898,1.407179952,27.0
48.36299896,2087.370117,4.183720112,50.03699875,55.41270065,1.446660042,0.0
85.55819702,1917.630005,7.12954998,51.32149887,64.76570129,3.347769976,18.0
49.97880173,2080.77002,5.78219986,50.23020172,63.37250137,1.759690046,9.0
47.08929825,2093.810059,4.129129887,50.05260086,52.16650009,1.291820049,0.0
51.69210052,2081.639893,4.989610195,50.21620178,57.40190125,1.424399972,0.0
72.49610138,1996.060059,5.730820179,51.02870178,65.30719757,2.479290009,0.0
51.43479919,2078.120117,5.483260155,50.15890121,63.73339844,1.666659951,0.0
53.61159897,2073.699951,5.210430145,50.11800003,63.51789856,1.726719975,27.0
88.32260132,1900.939941,6.931930065,51.21689987,65.20670319,3.491820097,0.0
74.69190216,1966.099976,6.077970028,49.92089844,64.58070374,2.717220068,27.0
51.23089981,2066.870117,5.752840042,50.20259857,63.40930176,1.722689986,9.0
68.72669983,2004.530029,5.122189999,49.77059937,63.25059891,2.328779936,9.0
48.48410034,2090.98999,4.219230175,50.04199982,52.35409927,1.302139997,0.0
79.29070282,1939.73999,6.521019936,51.30390167,65.08769989,2.944750071,18.0
77.82949829,1962.359985,6.081419945,51.11640167,63.84120178,2.856659889,18.0
57.17839813,2053.139893,4.405809879,50.04430008,60.13069916,1.864449978,9.0
78.35070038,1956.890015,5.583549976,50.98839951,65.00520325,2.787729979,18.0
49.52399826,2090.169922,4.43159008,50.05580139,52.87239838,1.324069977,0.0
82.04149628,1941.609985,6.098130226,51.06949997,66.05819702,2.923969984,27.0
71.19210052,1980.869995,6.274909973,50.04809952,64.07769775,2.652559996,9.0
67.03700256,2009.880005,5.210410118,50.00960159,63.18470001,2.136980057,18.0
87.98970032,1909.319946,6.780789852,51.19340134,66.50499725,3.347330093,0.0
49.06110001,2089.659912,4.330190182,50.02610016,52.71620178,1.350649953,0.0
50.08539963,2095.840088,4.840839863,50.11579895,59.8987999,1.406530023,0.0
60.77410126,2038.910034,4.692920208,49.99309921,60.22710037,1.92324996,9.0
57.37310028,2050.780029,4.338140011,49.8390007,58.07450104,1.888530016,27.0
49.47639847,2090.02002,4.374080181,50.0298996,52.61309814,1.330649972,0.0
45.70619965,2087.290039,3.769710064,50.00419998,51.72909927,1.45231998,0.0
80.53510284,1951.920044,6.093689919,51.10169983,67.02469635,2.994859934,18.0
76.81479645,1961.27002,5.75522995,49.77140045,64.62870026,2.670979977,27.0
86.76450348,1917.930054,6.38504982,51.15480042,67.92690277,3.371649981,0.0
47.19620132,2094.98999,4.368750095,50.07590103,52.67359924,1.29073,0.0
50.24229813,2088.570068,5.47988987,50.16410065,63.7840004,1.61255002,0.0
51.09629822,2083.580078,5.516419888,50.21429825,59.21979904,1.495830059,0.0
66.14839935,2011.410034,5.339409828,50.95840073,63.68799973,2.284539938,9.0
55.1515007,2047.339966,5.825349808,49.95629883,63.7804985,1.847219944,9.0
59.55950165,2045.949951,4.844220161,49.82529831,61.80199814,1.895230055,9.0
87.70570374,1899.300049,7.011400223,51.20830154,63.79679871,3.584520102,0.0
50.67150116,2068.459961,6.074120045,50.27769852,63.48669815,1.975810051,0.0
53.50730133,2059.959961,3.86906004,50.01029968,56.52590179,1.758839965,27.0
58.01739883,2047.569946,4.405829906,49.85160065,58.3423996,1.928239942,27.0
84.18299866,1929.5,6.226630211,51.09540176,67.28410339,3.104710102,0.0
46.18690109,2090.040039,3.98781991,50.01639938,51.94010162,1.416020036,0.0
47.84809875,2093.350098,4.330860138,50.06740189,52.63280106,1.295600057,0.0
87.66320038,1896.719971,6.744040012,51.13259888,64.73549652,3.374229908,27.0
60.52349854,2038.27002,5.076449871,50.72359848,61.14260101,2.069890022,0.0
71.90180206,1988.339966,5.74104023,50.98690033,66.52020264,2.481319904,0.0
51.34199905,2085.48999,5.241779804,50.20930099,59.6780014,1.446769953,27.0
84.34850311,1926.160034,7.072859764,51.28820038,63.99969864,3.248630047,18.0
52.9137001,2066.48999,4.069019794,50.02470016,57.39289856,1.712090015,0.0
49.05120087,2091.469971,4.511079788,50.07860184,53.16419983,1.312909961,0.0
84.16429901,1923.180054,6.900990009,51.25289917,63.78340149,3.248600006,0.0
66.44480133,2010.27002,5.486939907,50.91199875,63.95190048,2.322609901,27.0
58.36610031,2045.719971,4.450329781,49.47949982,59.54779816,1.925789952,27.0
50.67499924,2084.820068,5.512519836,50.20050049,58.04990005,1.471089959,0.0
83.15019989,1934.839966,6.121510029,51.07500076,66.88780212,3.020279884,0.0
60.67829895,2025.300049,5.888800144,49.92100143,64.38629913,2.043129921,9.0
84.10209656,1932.099976,6.627699852,51.15430069,66.60610199,3.061439991,18.0
49.62129974,2089.280029,4.50977993,50.0807991,56.72140121,1.380370021,9.0
70.95729828,1990.719971,5.753630161,51.09460068,61.12659836,2.597700119,0.0
47.12789917,2090.25,4.044320107,50.01649857,51.86109924,1.374009967,0.0
48.16059875,2092.419922,4.296339989,50.06019974,52.56809998,1.297279954,0.0
72.29570007,1992.180054,5.744440079,51.0719986,62.82020187,2.567270041,0.0
51.53730011,2066.679932,3.82220006,50.00870132,55.67060089,1.692700028,27.0
65.62979889,2026.140015,5.356820107,51.01319885,61.35630035,2.190099955,9.0
81.25229645,1939.030029,6.625470161,51.21179962,62.98180008,3.087379932,27.0
50.22159958,2076.149902,6.054309845,50.27090073,62.7818985,1.855690002,0.0
68.83360291,1990.02002,5.963290215,50.69900131,64.2881012,2.455420017,9.0
45.80210114,2085.290039,3.744100094,50.00329971,52.16389847,1.494729996,0.0
51.34640121,2062.280029,6.047709942,50.24879837,63.56230164,1.913249969,0.0
50.60820007,2082.75,5.746220112,50.23350143,60.71419907,1.585129976,9.0
49.79610062,2087.290039,4.564370155,50.10570145,55.97740173,1.390290022,9.0
57.80540085,2045.790039,4.4365201,49.47249985,58.6548996,1.97044003,27.0
83.87110138,1929.280029,7.047969818,51.28250122,63.74250031,3.218960047,18.0
72.91320038,1972.219971,6.286369801,51.3885994,64.21640015,2.696449995,18.0
61.49570084,2036.099976,5.127449989,49.84410095,62.9620018,1.977120042,18.0
53.99169922,2061.350098,4.306650162,49.28319931,56.85400009,1.784469962,27.0
84.81909943,1922.900024,7.096030235,51.29570007,64.26509857,3.2818501,18.0
84.5102005,1929.75,6.281370163,51.09999847,66.6359024,3.060169935,27.0
87.33679962,1914.359985,6.69464016,51.17509842,66.72090149,3.270750046,0.0
48.3166008,2090.620117,4.161970139,50.02999878,52.13909912,1.315189958,0.0
73.1969986,1976.719971,5.639989853,50.04439926,64.38410187,2.535109997,27.0
65.17610168,2036.300049,5.334209919,50.97880173,62.35449982,2.00225997,9.0
62.83499908,2026.099976,5.412700176,49.86510086,63.76169968,2.048779964,27.0
49.74010086,2100.76001,5.158480167,50.14550018,62.14149857,1.444890022,27.0
51.08860016,2084.080078,5.501379967,50.21839905,59.91279984,1.501610041,0.0
48.62919998,2092.449951,4.536009789,50.08499908,53.21030045,1.308930039,0.0
68.54109955,2005.180054,4.972579956,49.65159988,62.37469864,2.272429943,9.0
50.60290146,2087.179932,4.672550201,50.09629822,54.28430176,1.359670043,9.0
65.41429901,2017.280029,5.371280193,50.95849991,63.72529984,2.217530012,9.0
56.83720016,2052.649902,4.350419998,49.92679977,58.81129837,1.76631999,0.0
