M3_Al_2_6,M3_Ca_2_6,M3_Fe_2_6,M3_K_2_6,M3_Mg_2_6,M3_P_2_6
448.7210083,3553.939941,58.94189835,410.8450012,244.5460052,10.68959999
522.0079956,3502.290039,56.82780075,434.3439941,271.1990051,11.0607996
323.428009,3753.669922,59.76089859,403.3659973,198.6289978,8.897789955
342.3410034,3802.280029,63.55889893,411.3129883,228.7850037,9.259770393
382.2260132,3518.72998,56.80479813,395.9949951,226.298996,8.954380035
356.4519958,3491.649902,53.49530029,390.3150024,213.0780029,9.181280136
436.6390076,3324.22998,54.90739822,398.0580139,255.1790009,9.779290199
475.8880005,3374.02002,56.4007988,409.8630066,250.9869995,10.19019985
380.2210083,3481.590088,55.79000092,394.9869995,227.3990021,9.059519768
368.3900146,3546.429932,50.82649994,390.6419983,203.0720062,9.650409698
430.2149963,3329.840088,54.11249924,396.303009,250.5700073,9.633609772
419.4119873,3328.699951,54.34159851,393.5679932,248.7109985,9.7582798
378.7529907,3506.98999,50.96250153,391.8699951,199.3999939,9.881999969
408.0939941,3700.659912,61.21020126,414.6740112,237.4299927,11.4229002
355.447998,3708.610107,61.50090027,405.5669861,230.4179993,8.907090187
394.9590149,3384.050049,54.81570053,392.0690002,232.5279999,9.287870407
524.1500244,3509.649902,56.68170166,438.2680054,270.3309937,11.25549984
328.2850037,3722.300049,59.66740036,402.4549866,203.9230042,8.857649803
375.6719971,3511.679932,50.69689941,391.105011,199.8220062,9.849780083
374.177002,3764.77002,65.52310181,415.3630066,234.5950012,10.85820007
451.9070129,3341.550049,55.28990173,402.7520142,259.7720032,9.857230186
341.0429993,3804.689941,63.88380051,413.0490112,226.3589935,9.429860115
397.2569885,3380.610107,54.54349899,392.019989,234.2660065,9.38090992
369.6059875,3773.439941,64.978302,415.9500122,231.4689941,10.76939964
352.2879944,3774.689941,63.95930099,409.7650146,233.2440033,8.996020317
415.8630066,3467.300049,57.55289841,400.1849976,242.5619965,9.676799774
439.8840027,3316.889893,55.3504982,398.7349854,257.2349854,9.841879845
518.3939819,3480.709961,57.03779984,430.2380066,272.2059937,10.84749985
492.9360046,3409.149902,56.62680054,416.5840149,254.5579987,10.38580036
370.8640137,3528.080078,50.41540146,390.3450012,201.7279968,9.763360023
351.8089905,3792.419922,65.19059753,412.7090149,232.6909943,9.591179848
381.0669861,3555.679932,58.95220184,399.605011,234.4960022,9.17138958
311.5830078,3785.76001,59.79320145,404.1950073,199.3379974,9.041529655
417.9979858,3336.080078,54.09090042,393.7080078,247.2290039,9.70306015
431.8609924,3371.300049,53.39039993,395.3160095,238.6369934,9.911009789
449.8619995,3301.149902,56.37549973,400.571991,258.098999,9.971790314
510.0679932,3450.040039,57.01240158,424.7810059,273.8099976,10.57900047
389.8129883,3472.330078,49.86610031,390.5509949,211.0659943,9.92677021
427.4140015,3550.209961,59.19369888,408.4460144,243.9140015,10.35910034
314.2680054,3790.870117,60.76480103,407.125,200.9759979,9.359430313
332.1119995,3738.350098,60.02959824,403.9559937,210.098999,8.886130333
393.2890015,3733.399902,63.19269943,414.9150085,237.3470001,11.05169964
415.6789856,3546.350098,59.05479813,406.4979858,241.8650055,10.01869965
398.3460083,3474.709961,51.15499878,393.8210144,208.9669952,9.992759705
422.1440125,3326.030029,54.38539886,393.2789917,244.6040039,9.182279587
492.6300049,3363.550049,58.24330139,414.6860046,259.381012,10.19369984
489.3309937,3343.320068,58.46839905,414.0960083,266.8450012,10.20909977
500.9590149,3413.699951,57.46969986,420.6350098,269.6589966,10.47089958
505.3179932,3443.469971,56.8586998,422.6940002,273.8129883,10.48519993
360.1000061,3583.47998,57.14590073,399.0570068,209.7899933,8.943719864
348.3389893,3789.72998,63.30879974,413.605011,218.2680054,10.05539989
332.9819946,3771.669922,60.27750015,405.7330017,216.3099976,8.897959709
525.177002,3487.340088,56.75510025,432.053009,267.3859863,10.9151001
391.0769958,3736.379883,64.65789795,415.6010132,237.7460022,11.36940002
307.4030151,3787.389893,60.25930023,405.4549866,198.404007,9.209159851
341.8529968,3801.780029,63.93370056,413.8529968,223.6380005,9.547470093
428.9339905,3347.75,53.71910095,393.5310059,243.3049927,9.845210075
386.7619934,3722.469971,62.73410034,412.0490112,237.7960052,9.94756031
382.3770142,3684.439941,62.28120041,408.6730042,237.8860016,9.437939644
503.8089905,3427.879883,57.63830185,422.1159973,267.6759949,10.54580021
437.5379944,3448.949951,57.29919815,403.4719849,247.8950043,10.04749966
395.071991,3730.669922,61.14889908,413.9440002,236.6549988,10.69890022
394.493988,3391.620117,54.71260071,392.2650146,233.3280029,9.236760139
323.7850037,3782.73999,60.14889908,405.3980103,201.8690033,9.064120293
472.243988,3478.830078,57.81119919,420.0109863,258.92099,10.86240005
455.5580139,3371.350098,55.10739899,403.4219971,244.201004,10.07680035
362.8359985,3618.800049,59.3594017,400.8959961,228.746994,8.893870354
425.6919861,3328.22998,53.65879822,394.8720093,247.6390076,9.532819748
336.2950134,3774.649902,61.08309937,407.8649902,205.1309967,9.205389977
456.394989,3387.639893,55.19950104,406.0159912,260.1270142,9.898759842
443.2070007,3511.159912,58.32949829,407.7130127,244.7980042,10.35589981
398.946991,3497.090088,57.41740036,399.0029907,237.5829926,9.403920174
497.2829895,3407.5,57.17649841,419.0580139,270.6229858,10.40040016
340.8039856,3761.679932,61.14350128,407.9320068,205.848999,9.081170082
346.1579895,3793.949951,63.59960175,410.3049927,231.2519989,9.112950325
373.8569946,3559.620117,57.81909943,399.6879883,224.8639984,9.11468029
354.3779907,3540.469971,55.42300034,394.303009,212.0460052,9.089810371
340.0759888,3763.899902,61.0530014,407.8139954,204.9160004,9.11618042
325.427002,3743.73999,59.88899994,403.3739929,199.3329926,8.912599564
453.322998,3310.800049,56.34579849,401.4639893,255.7019958,9.993659973
428.0539856,3394.379883,56.06529999,398.243988,246.5850067,9.312820435
472.4660034,3304.75,57.9654007,408.3210144,265.2850037,10.1079998
312.8150024,3791.699951,60.86589813,407.473999,200.6710052,9.409720421
383.276001,3740.120117,64.39779663,413.17099,238.246994,9.995439529
359.0350037,3784.610107,64.75720215,414.973999,228.9400024,10.32400036
399.0759888,3378.659912,52.95349884,390.1690063,235.7310028,9.687029839
401.4190063,3672.399902,59.84159851,409.9530029,237.753006,10.44919968
