M3_Al_2_6,M3_Ca_2_6,M3_Fe_2_6,M3_K_2_6,M3_Mg_2_6,M3_P_2_6,PhosphorusTreatment
488.4620056,3374.23999,70.85590363,519.973999,443.4360046,142.0449982,11.3
528.8540039,3349.51001,81.75370026,548.4439697,453.0379944,152.6309967,0.0
423.696991,3517.379883,58.90019989,576.8790283,374.2810059,120.0490036,0.0
466.7349854,3866.5,65.14600372,674.5579834,397.526001,92.19180298,0.0
467.1480103,3376.830078,66.08769989,492.8410034,423.9159851,139.0279999,0.0
460.3720093,3361.669922,64.35079956,499.7810059,432.1140137,138.947998,0.0
458.8789978,3853.120117,62.25460052,664.2520142,402.6749878,95.9897995,0.0
426.4089966,3489.75,58.88980103,566.3790283,383.5130005,126.6589966,0.0
447.9760132,3687.419922,62.65969849,663.2890015,382.8120117,101.7440033,0.0
486.5599976,3385.850098,70.43569946,519.9910278,441.6010132,141.8500061,11.3
415.7799988,3627.610107,56.96390152,639.7630005,364.2219849,111.0530014,5.6
559.5250244,3319.469971,89.17810059,562.7789917,466.8999939,158.1900024,0.0
405.9140015,3586.02002,55.55810165,629.632019,353.3380127,114.1110001,0.0
471.631012,3592.340088,64.20140076,623.2280273,408.6560059,132.5110016,16.9
467.394989,3750.77002,66.71369934,673.1799927,394.2520142,91.9016037,0.0
465.1600037,3708.73999,67.27249908,671.15802,388.8399963,93.48680115,0.0
466.1119995,3729.379883,66.9315033,672.1220093,391.5050049,92.82700348,0.0
467.5870056,3376.879883,66.14360046,496.6690063,427.0079956,139.2709961,0.0
451.1170044,3324.550049,62.44850159,456.8479919,417.0289917,136.6560059,0.0
462.8619995,3805.199951,64.14330292,668.7299805,397.9890137,93.84559631,16.9
430.3919983,3664.219971,59.00299835,647.4219971,373.5509949,108.012001,16.9
406.7099915,3598.669922,55.63069916,632.2949829,356.0870056,113.5820007,0.0
504.1029968,3668.850098,71.42240143,638.7689819,445.8720093,121.8450012,0.0
464.6570129,3704.080078,67.26609802,670.7839966,388.1629944,93.7664032,0.0
430.4949951,3642.100098,59.24829865,644.7559814,371.6530151,110.0820007,16.9
423.0180054,3642.399902,58.01520157,643.2050171,368.4240112,109.5080032,0.0
441.4700012,3735.080078,60.30960083,660.690979,387.4580078,105.7249985,0.0
476.25,3697.27002,71.16790009,677.0720215,390.2470093,88.02980042,0.0
464.7430115,3371.800049,65.61540222,484.821991,418.7189941,138.4499969,0.0
