M3_Al_0_2,M3_Ca_0_2,M3_Fe_0_2,M3_K_0_2,M3_Mg_0_2,M3_P_0_2
86.79060364,4247.339844,31.29170036,395.7879944,124.4909973,14.32509995
158.7189941,4193.919922,31.05380058,393.0639954,128.6300049,13.16800022
135.5939941,4243.689941,30.9307003,390.4970093,123.9430008,12.98159981
154.1519928,4162.459961,30.97540092,391.4169922,123.1429977,13.69690037
54.30989838,4083.820068,29.75370026,399.9309998,130.4420013,14.29160023
158.4889984,4158.089844,30.77090073,391.4070129,121.0009995,13.66899967
147.6660004,4282.160156,32.12220001,399.5929871,133.9660034,15.01790047
158.1210022,4161.950195,30.67379951,391.5270081,120.5810013,13.66300011
153.8070068,4101.529785,30.53149986,400.0589905,127.5279999,13.53559971
135.7189941,4043.090088,31.25919914,403.821991,135.3040009,14.61260033
191.727005,4008.909912,30.11100006,397.7720032,136.25,12.89939976
168.5980072,4047.449951,30.13680077,401.5100098,129.5599976,13.43340015
142.2290039,4225.689941,30.67560005,390.2709961,121.663002,13.05259991
99.83139801,4202.350098,31.83270073,398.6340027,125.9229965,14.24450016
104.7320023,4268.069824,30.8397007,401.6719971,127.5979996,15.91530037
139.473999,4256.220215,31.92989922,393.0159912,126.8939972,13.23130035
136.0160065,4107.5,30.63839912,400.4719849,129.1940002,13.60239983
82.96749878,4299.509766,31.19540024,401.6350098,125.6689987,15.75500011
160.8419952,4155.560059,30.66410065,391.4869995,120.6930008,13.65530014
92.94210052,4131.200195,30.44190025,397.1409912,126.5849991,14.21749973
143.5209961,4286.819824,32.09569931,399.5610046,133.7200012,14.98789978
142.1730042,4038.73999,30.0659008,402.0889893,131.3439941,13.5468998
177.348999,4176.930176,32.79150009,395.7510071,133.2220001,15.55799961
169.4279938,4141.299805,31.23880005,389.3150024,128.1320038,13.75590038
157.8549957,4171.600098,30.78249931,389.0039978,123.0329971,13.79150009
169.8540039,4124.569824,30.90209961,391.5289917,125.7419968,13.64560032
