M3_Al_2_6,M3_Ca_2_6,M3_Fe_2_6,M3_K_2_6,M3_Mg_2_6,M3_P_2_6,PhosphorusTreatment
409.5130005,3618.699951,56.02569962,637.5310059,361.3370056,112.2929993,0.0
473.7390137,3669.97998,67.93990326,638.4609985,425.8590088,123.8720016,0.0
469.4880066,3699.850098,68.93569946,672.96698,388.7170105,91.47059631,5.6
464.9920044,3710.22998,67.17250061,671.1140137,388.980011,93.55760193,0.0
470.696991,3712.639893,68.87180328,674.4130249,390.7449951,90.65709686,5.6
460.1149902,3359.290039,64.7303009,467.5750122,407.2250061,137.4440002,0.0
578.1660156,3260.219971,95.77020264,552.882019,463.0360107,163.3439941,0.0
452.0429993,3344.689941,62.62889862,471.5409851,418.1889954,137.128006,0.0
440.4309998,3726.189941,60.19639969,658.9860229,385.7940063,105.9970016,0.0
472.7860107,3730.360107,68.50650024,680.5510254,396.5570068,88.99849701,5.6
562.1569824,3326.879883,88.88279724,572.2620239,474.0379944,157.923996,0.0
434.3890076,3423.560059,60.77600098,524.302002,399.8519897,129.7059937,0.0
437.7019958,3680.030029,60.1405983,651.7249756,378.5610046,105.7340012,0.0
437.6719971,3674.98999,60.2336998,651.5289917,378.1390076,105.663002,0.0
450.54599,3801.879883,61.51060104,668.6749878,397.2260132,100.663002,0.0
411.9309998,3588.060059,56.49729919,632.0239868,355.7590027,113.2630005,5.6
448.0,3755.800049,61.57920074,661.9799805,389.1919861,100.9720001,0.0
471.8370056,3724.840088,68.78669739,676.1870117,392.9020081,89.7818985,5.6
579.7340088,3249.830078,92.71250153,559.757019,476.4020081,160.9029999,11.3
439.4880066,3705.0,60.13270187,654.4509888,381.9830017,105.6500015,0.0
469.9320068,3705.939941,68.8640976,673.552002,389.6350098,91.16000366,5.6
450.1109924,3332.47998,62.19720078,462.8389893,416.9809875,136.720993,0.0
430.0690002,3660.97998,59.0177002,647.2769775,373.2869873,107.7979965,16.9
474.3729858,3396.439941,67.97930145,483.5289917,409.3659973,137.673996,11.3
450.6849976,3341.75,62.30619812,470.0280151,418.1700134,136.9779968,0.0
458.4110107,3845.610107,62.27629852,665.2849731,402.0310059,96.39640045,0.0
598.0930176,3189.040039,100.9940033,556.1989746,471.04599,168.5939941,0.0
475.9979858,3701.179932,70.91400146,677.6430054,390.9240112,87.99250031,0.0
470.5329895,3711.649902,68.85500336,674.2459717,390.5629883,90.75980377,5.6
541.0079956,3353.409912,84.55120087,558.0859985,460.1730042,154.5509949,5.6
409.2619934,3513.120117,56.18560028,626.3289795,345.1650085,115.9150009,5.6
475.5899963,3698.879883,70.89890289,676.7440186,390.2820129,88.34590149,0.0
429.526001,3634.689941,59.13140106,643.2559814,370.0750122,110.3030014,16.9
452.5109863,3439.469971,66.22280121,554.3699951,406.8720093,134.2779999,11.3
599.098999,3178.120117,101.3069992,555.8790283,471.5169983,169.1499939,0.0
440.7749939,3753.159912,60.34500122,670.9580078,392.7810059,107.2429962,0.0
589.1530151,3221.48999,97.08249664,557.9439697,474.3410034,164.8480072,0.0
462.2290039,3358.570068,64.74410248,503.5350037,434.8519897,139.2709961,0.0
527.53302,3490.23999,80.79239655,585.0800171,468.802002,150.4629974,0.0
511.3999939,3548.610107,76.08470154,581.6699829,464.8120117,144.5350037,16.9
