Ols_P_0_2,PhosphorusTreatment
6.072820187,0.0
6.663559914,0.0
7.419380188,0.0
6.557849884,16.9
6.170680046,22.5
6.436170101,28.2
7.066999912,16.9
6.403260231,0.0
6.470839977,0.0
6.758570194,0.0
6.587940216,0.0
6.297140121,0.0
5.473189831,16.9
7.077809811,16.9
5.598750114,28.2
5.527510166,16.9
6.626470089,28.2
5.702109814,28.2
6.200799942,16.9
5.749660015,0.0
5.690999985,28.2
6.742259979,16.9
5.458499908,16.9
6.753089905,0.0
6.521039963,22.5
5.661349773,28.2
6.355309963,0.0
6.38973999,0.0
6.283120155,28.2
6.334350109,0.0
6.435249805,22.5
6.092529774,0.0
6.483290195,0.0
5.834159851,28.2
7.027210236,16.9
5.809740067,0.0
6.269780159,0.0
6.521609783,0.0
6.169889927,16.9
6.551670074,0.0
6.727260113,0.0
6.424109936,0.0
6.426970005,0.0
6.010920048,22.5
6.132060051,28.2
6.302750111,0.0
6.19367981,0.0
6.063899994,22.5
6.014200211,0.0
6.541339874,0.0
5.664440155,0.0
5.961919785,0.0
6.578209877,0.0
6.505630016,0.0
6.59197998,22.5
5.598169804,0.0
6.303530216,16.9
6.523550034,22.5
5.729609966,0.0
6.451739788,22.5
5.597390175,0.0
6.464210033,0.0
6.262330055,22.5
6.13477993,22.5
6.134580135,0.0
6.455900192,0.0
7.011859894,16.9
6.620820045,0.0
6.465549946,22.5
5.449930191,16.9
5.423639774,16.9
5.703959942,28.2
6.484079838,0.0
6.710730076,16.9
6.528009892,0.0
6.665790081,28.2
7.392260075,0.0
6.051690102,0.0
6.125349998,0.0
5.871749878,0.0
6.85586977,0.0
5.55727005,0.0
6.399310112,0.0
6.384679794,0.0
6.427350044,0.0
6.509200096,0.0
5.713200092,0.0
6.392230034,0.0
6.617259979,0.0
6.318009853,0.0
6.562409878,28.2
6.552269936,0.0
6.541659832,22.5
5.713669777,0.0
5.62045002,0.0
5.661359787,0.0
6.385570049,0.0
6.301650047,16.9
6.038380146,22.5
6.535809994,0.0
6.26252985,16.9
5.696700096,28.2
6.78786993,28.2
6.063429832,22.5
6.945409775,0.0
6.537680149,0.0
5.564290047,0.0
5.999969959,22.5
6.808720112,0.0
7.041830063,16.9
5.932390213,22.5
6.457250118,16.9
6.023240089,0.0
6.557209969,22.5
6.54282999,0.0
6.276319981,0.0
6.465310097,0.0
6.463439941,0.0
5.716909885,0.0
6.345079899,0.0
5.420730114,16.9
5.756750107,0.0
6.459469795,0.0
6.25962019,0.0
6.195660114,0.0
5.644020081,0.0
6.846819878,22.5
5.684239864,0.0
5.845349789,0.0
6.363999844,0.0
6.504429817,0.0
6.651219845,0.0
5.774559975,0.0
5.464230061,0.0
6.41230011,28.2
6.99846983,16.9
5.950429916,22.5
5.436019897,16.9
6.63135004,0.0
6.674960136,22.5
6.701960087,0.0
6.385509968,0.0
6.589360237,22.5
6.486259937,16.9
5.691860199,0.0
5.584300041,0.0
6.288179874,0.0
6.731219769,16.9
5.779689789,0.0
6.420740128,0.0
5.906330109,28.2
6.109950066,0.0
5.49090004,16.9
5.355269909,16.9
5.872210026,0.0
5.620359898,0.0
6.545330048,28.2
6.157129765,0.0
5.939690113,22.5
5.746530056,0.0
6.344389915,16.9
7.486999989,0.0
5.647739887,0.0
5.604000092,0.0
6.759640217,0.0
5.613259792,0.0
6.370409966,28.2
6.316189766,28.2
6.712389946,0.0
6.090499878,0.0
6.419419765,16.9
5.640230179,0.0
6.012420177,0.0
6.71021986,0.0
6.316349983,0.0
5.447760105,16.9
6.454090118,16.9
5.756309986,0.0
6.773159981,0.0
6.583889961,0.0
6.689189911,28.2
7.291860104,0.0
6.577390194,22.5
6.739150047,28.2
6.126589775,0.0
6.737120152,16.9
6.550640106,28.2
6.402160168,0.0
6.385670185,0.0
6.400919914,16.9
5.977379799,22.5
6.217169762,22.5
5.483749866,0.0
6.20318985,0.0
6.57957983,28.2
6.056690216,0.0
5.962269783,22.5
6.734109879,0.0
6.416250229,22.5
5.755099773,0.0
5.759389877,0.0
6.51391983,16.9
6.636889935,0.0
5.423620224,0.0
6.308599949,0.0
6.562550068,0.0
6.190589905,16.9
6.716869831,28.2
5.394750118,16.9
5.841020107,0.0
5.799729824,22.5
5.39812994,0.0
6.130090237,0.0
6.398429871,0.0
5.939549923,0.0
5.446129799,0.0
5.747719765,0.0
6.039760113,0.0
6.348830223,0.0
5.790500164,22.5
5.654500008,0.0
6.16215992,0.0
5.835780144,0.0
5.435780048,0.0
6.553070068,0.0
6.577539921,28.2
5.780169964,22.5
6.573689938,28.2
6.709370136,0.0
6.520860195,0.0
6.323090076,0.0
5.911159992,22.5
6.692550182,22.5
6.308129787,0.0
6.501560211,0.0
6.492080212,0.0
6.505270004,0.0
6.519619942,28.2
6.156239986,0.0
5.765799999,0.0
6.597189903,0.0
6.360479832,16.9
5.727970123,0.0
5.751009941,0.0
6.605390072,16.9
5.34623003,16.9
6.201550007,0.0
5.786290169,22.5
5.76624012,0.0
6.035470009,22.5
5.518000126,0.0
6.463590145,16.9
5.546909809,0.0
6.361070156,28.2
6.377860069,0.0
6.578199863,16.9
6.738589764,16.9
6.511159897,0.0
6.578589916,0.0
5.634130001,0.0
6.674799919,28.2
5.542300224,16.9
6.713709831,0.0
6.517799854,0.0
5.759960175,0.0
5.995419979,22.5
6.382060051,0.0
5.777239799,28.2
6.041600227,22.5
6.380219936,0.0
5.782919884,22.5
6.304699898,0.0
5.804510117,22.5
6.618040085,28.2
7.144010067,0.0
5.681680202,28.2
6.735209942,0.0
6.636310101,0.0
6.634500027,0.0
6.325679779,0.0
5.891489983,0.0
6.072199821,0.0
5.685550213,0.0
6.497389793,0.0
6.419700146,0.0
6.370480061,22.5
6.543419838,28.2
5.880129814,0.0
5.750080109,28.2
6.552080154,0.0
6.197700024,22.5
6.031799793,0.0
6.635290146,0.0
5.681749821,0.0
6.630430222,0.0
6.641530037,22.5
5.467400074,16.9
6.676410198,28.2
5.894589901,16.9
6.578539848,28.2
6.741839886,16.9
6.782800198,22.5
5.747550011,0.0
6.902420044,16.9
5.376160145,0.0
6.508490086,0.0
6.140379906,0.0
6.720399857,0.0
6.184850216,0.0
6.32363987,0.0
6.525479794,0.0
7.05302,16.9
6.625390053,0.0
6.46089983,28.2
5.649159908,0.0
5.859189987,0.0
6.523690224,22.5
6.334980011,16.9
5.330170155,0.0
6.491730213,28.2
5.876679897,22.5
6.597770214,0.0
6.397659779,0.0
