Ols_Al_2_6,Ols_Ca_2_6,Ols_Fe_2_6,Ols_K_2_6,Ols_Mg_2_6,Ols_P_2_6
1.102159977,72.14320374,1.324200034,473.4219971,64.33509827,52.37490082
1.04321003,75.17939758,1.269440055,430.5360107,64.48690033,48.21039963
1.064669967,72.50099945,1.434249997,492.5780029,68.13159943,55.45949936
0.984498978,78.88729858,1.327229977,380.5759888,65.39920044,46.5143013
1.080150008,73.62480164,1.428859949,494.8380127,68.61569977,54.9905014
1.186210036,71.7181015,1.440459967,505.5740051,65.03869629,56.97629929
1.185230017,74.87519836,1.478320003,503.4920044,68.45510101,55.44219971
1.063359976,76.1882019,1.332720041,391.4159851,63.42900085,46.03770065
1.111129999,82.34410095,1.437620044,396.7390137,68.28919983,49.39659882
1.001569986,80.32240295,1.335620046,402.927002,66.60649872,48.14250183
1.005329967,80.24490356,1.348670006,406.519989,67.00789642,48.95589828
1.096920013,73.04109955,1.316400051,466.1170044,64.48889923,51.64310074
0.99604702,76.02510071,1.080929995,379.9339905,61.79809952,42.93130112
1.084779978,72.24749756,1.430189967,496.8389893,68.12519836,55.03030014
1.088529944,74.91960144,1.304520011,455.0239868,65.00340271,50.52249908
1.048900008,74.67479706,1.421489954,479.6210022,68.62490082,54.6114006
1.002110004,81.99230194,1.344339967,405.4769897,67.917099,48.6108017
1.047580004,105.0960007,1.516880035,388.0690002,85.11730194,50.85409927
1.136950016,86.45079803,1.638509989,399.3380127,72.53610229,50.89899826
1.060109973,75.19529724,1.310709953,448.5480042,65.50789642,50.61970139
0.952170014,79.99909973,1.223649979,385.3049927,64.36920166,43.80569839
1.037209988,75.6989975,1.252869964,417.7179871,63.50989914,46.84519958
0.977801979,76.7888031,1.305570006,373.4429932,63.60480118,45.27959824
1.071259975,74.46179962,1.334130049,469.3529968,66.58519745,52.55160141
0.981745005,75.82119751,1.254320025,371.4299927,62.22330093,43.48970032
0.981786013,77.53959656,1.323060036,377.8330078,64.62979889,46.10079956
1.045510054,104.7419968,1.544479966,395.7210083,87.792099,51.32160187
1.298789978,72.53029633,1.543650031,505.9259949,67.65239716,56.53099823
1.080680013,92.76760101,1.582700014,396.3340149,77.96569824,51.35079956
1.003430009,81.45860291,1.346300006,405.9559937,67.65589905,48.7458992
1.091760039,74.62229919,1.311589956,454.5289917,64.48390198,50.05599976
1.010929942,80.92579651,1.322409987,390.7319946,67.04139709,47.1794014
0.961245,80.15979767,1.420060039,395.5480042,66.91790009,49.03409958
1.082450032,74.15529633,1.411929965,484.9389954,67.16419983,53.57180023
1.092689991,73.66880035,1.134760022,400.1119995,60.91770172,44.2132988
1.188580036,74.00319672,1.480319977,499.697998,68.2457962,55.08359909
1.035650015,76.22920227,1.255470037,419.5079956,64.06929779,47.08269882
0.834150016,78.86869812,1.056409955,369.8039856,63.0007019,42.3614006
1.053900003,75.93099976,1.305480003,443.5339966,66.11540222,50.22119904
0.981154025,75.04989624,1.265580058,368.29599,61.97169876,43.52280045
1.080569983,75.45240021,1.28610003,431.9370117,63.36849976,47.90250015
1.180729985,81.23100281,1.545680046,396.118988,67.19300079,49.32699966
1.244210005,88.96320343,1.658349991,396.7090149,73.51529694,51.3042984
1.093590021,74.41079712,1.31754005,465.3420105,65.57050323,51.59870148
0.827475011,81.08699799,1.049080014,386.1610107,65.46499634,44.23220062
1.09995997,72.25869751,1.319949985,469.9530029,64.1772995,52.02360153
0.94591701,79.24590302,1.209110022,379.1610107,63.4280014,42.61629868
0.998027027,83.03540039,1.43208003,396.5390015,68.97940063,50.16479874
0.99604702,76.56770325,1.175680041,392.5820007,62.62450027,43.57899857
1.040750027,75.00830078,1.342000008,463.2860107,67.48179626,51.49610138
0.942695022,78.49700165,1.202080011,374.8900146,62.83850098,41.80879974
