H3A_Al_0_2,H3A_Ca_0_2,H3A_Fe_0_2,H3A_K_0_2,H3A_Mg_0_2,H3A_P_0_2
84.07050323,1889.369995,5.510519981,64.1977005,63.86460114,5.221109867
49.5483017,2068.649902,4.729869843,61.78549957,66.49839783,2.966330051
79.42449951,1911.839966,5.310130119,63.82899857,63.74760056,4.963220119
57.46179962,1999.449951,4.411819935,62.54199982,58.50260162,3.26680994
65.57219696,1973.23999,4.787509918,62.70100021,60.57040024,3.716880083
44.87379837,2089.129883,4.178450108,61.3370018,61.39339828,1.948390007
62.68239975,1991.469971,4.649849892,62.86330032,61.03089905,3.675450087
43.97480011,2069.550049,3.788850069,60.77659988,54.74020004,1.795920014
46.81299973,2054.629883,3.825829983,60.89759827,55.4375,2.380259991
45.98020172,2057.98999,3.800689936,60.87789917,55.25109863,2.291810036
47.73009872,2083.139893,4.179430008,61.28450012,60.1169014,2.44720006
58.34469986,2006.839966,5.122320175,64.16220093,61.34389877,3.835370064
51.63679886,2051.52002,4.971469879,61.7655983,66.09819794,3.27944994
62.13560104,2000.800049,5.052030087,64.06430054,61.96680069,4.015920162
49.05609894,2086.580078,4.389900208,61.55870056,63.67660141,2.489389896
54.93989944,2022.869995,4.119040012,61.06969833,57.31470108,3.069390059
55.08340073,2026.77002,5.054240227,63.87649918,60.06409836,3.72913003
58.55009842,2006.51001,4.190209866,61.09780121,57.60430145,3.325289965
49.89649963,2067.48999,4.739789963,61.7038002,65.34159851,3.003299952
73.55490112,1937.099976,5.22740984,64.32029724,63.94060135,4.642799854
58.38159943,2015.890015,4.565859795,61.3506012,60.82559967,3.475359917
49.77740097,2081.080078,4.466730118,61.63159943,64.25140381,2.617189884
66.97910309,1971.23999,5.07694006,64.43109894,62.49309921,4.391799927
84.09980011,1877.079956,5.44698,64.32019806,63.99829865,5.265960217
65.40540314,1978.349976,4.8677001,62.75239944,61.54050064,3.737879992
78.9661026,1890.079956,5.302159786,64.32209778,63.83890152,4.921329975
47.41439819,2092.27002,4.179049969,61.38130188,61.32690048,2.205640078
44.99739838,2076.070068,3.920180082,61.05810165,57.50999832,1.94303
44.98460007,2072.080078,3.888509989,61.03079987,56.9776001,2.168720007
69.52279663,1967.670044,5.206240177,64.25769806,63.35240173,4.396309853
64.17559814,1987.790039,4.95318985,62.9701004,63.0,3.871690035
84.56079865,1885.72998,5.507599831,64.22370148,63.92770004,5.271989822
79.13619995,1914.880005,5.367710114,63.87459946,63.9939003,4.991079807
68.22419739,1965.150024,4.698679924,61.83150101,60.48770142,3.84800005
58.61780167,1994.530029,4.455609798,62.56349945,58.68330002,3.347110033
52.44900131,2047.069946,5.017509937,61.74449921,65.88420105,3.330790043
48.81930161,2086.590088,4.323239803,61.45560074,62.24689865,2.518559933
87.13339996,1874.719971,5.52507019,64.54949951,64.26909637,5.778210163
81.17279816,1902.369995,5.482110023,64.20330048,63.18000031,4.999390125
42.48160172,2075.219971,3.691910028,60.71319962,53.82749939,1.48645997
62.83200073,1990.300049,5.027750015,64.40070343,61.91350174,4.152319908
71.51940155,1948.01001,4.956860065,63.81100082,62.00059891,4.445580006
84.89969635,1881.5,5.496150017,64.34660339,64.1292038,5.433259964
44.61769867,2068.550049,3.826620102,60.99219894,56.27529907,2.237010002
56.7798996,2019.76001,5.045030117,64.05090332,60.82180023,3.757790089
58.44839859,2012.790039,4.42001009,61.25970078,59.65829849,3.418159962
47.87820053,2079.540039,4.205999851,61.27270126,60.07720184,2.51432991
57.86349869,2011.530029,5.083529949,64.12770081,61.22449875,3.799499989
76.6529007,1927.569946,5.341780186,63.85160065,63.98820114,4.837409973
45.40890121,2084.439941,4.014110088,61.17789841,59.01499939,1.959779978
71.3463974,1951.329956,5.220479965,64.15049744,62.54489899,4.415589809
78.0759964,1919.0,5.294919968,63.81639862,63.72280121,4.878789902
47.92559814,2093.379883,4.20593977,61.41379929,61.62469864,2.270309925
64.38629913,1976.619995,4.619019985,62.47430038,59.88769913,3.545170069
70.66829681,1949.180054,4.830739975,62.34130096,60.73830032,4.0176301
83.8864975,1899.97998,5.441599846,64.49530029,64.18599701,5.479310036
63.24909973,1984.839966,4.739089966,62.7018013,60.38890076,3.582950115
46.63750076,2088.780029,4.04885006,61.25099945,59.52500153,2.115560055
45.55979919,2077.030029,3.936069965,61.09960175,57.80110168,2.052279949
44.54600143,2063.73999,3.752249956,60.76539993,54.31900024,1.987789989
77.39559937,1908.27002,5.269740105,64.37159729,63.73669815,4.865069866
80.30950165,1917.060059,5.315299988,64.52960205,63.79650116,5.259349823
80.415802,1902.97998,5.298920155,64.08399963,62.78749847,4.801089764
47.70069885,2086.919922,4.156209946,61.30099869,60.16669846,2.38925004
75.82289886,1931.26001,5.285590172,64.24160004,63.8185997,4.674119949
85.35150146,1884.969971,5.559050083,64.26339722,64.13050079,5.407959938
81.57460022,1909.48999,5.367589951,64.48390198,63.99549866,5.253960133
43.35680008,2081.360107,3.89350009,60.9958992,57.12120056,1.67682004
80.20649719,1902.640015,5.327070236,64.19329834,63.54219818,4.876130104
80.13600159,1906.400024,5.331910133,64.42389679,63.88019943,5.046390057
71.19519806,1950.780029,4.990990162,63.84339905,62.18280029,4.440080166
44.0904007,2067.639893,3.788500071,60.78760147,54.79729843,1.847910047
76.59120178,1923.660034,5.261650085,64.13210297,62.83739853,4.641520023
74.24040222,1937.810059,5.054639816,62.96760178,62.9762001,4.32156992
68.19889832,1962.449951,4.773280144,61.85480118,60.79919815,3.819339991
44.32030106,2066.5,3.805269957,60.90710068,55.68170166,2.097919941
51.64929962,2057.639893,4.57847023,61.40719986,61.82849884,3.06133008
60.57030106,1997.329956,4.226140022,61.11230087,57.75529861,3.464570045
79.40200043,1912.26001,5.313759804,64.44090271,63.82580185,5.038030148
46.90359879,2071.919922,4.055669785,61.09320068,58.24409866,2.397350073
44.68399811,2065.840088,3.847460032,60.96549988,56.3891983,2.03647995
60.87590027,2003.209961,4.742259979,62.8885994,61.73889923,3.604320049
65.3839035,1974.550049,4.882939816,63.75780106,61.16569901,4.132860184
49.13019943,2077.580078,4.463329792,61.37950134,61.87039948,2.837480068
81.25180054,1911.48999,5.352270126,64.50039673,63.94070053,5.264659882
43.30630112,2074.419922,3.773010015,60.78310013,54.72930145,1.643949986
62.54040146,1984.060059,4.679679871,62.6570015,59.53039932,3.539540052
46.81990051,2084.97998,4.465270042,61.5931015,64.6977005,2.34958005
51.97900009,2054.290039,4.788720131,61.52600098,63.23949814,3.143529892
82.88569641,1880.380005,5.390120029,64.24939728,63.83409882,5.094480038
