M3_Al_0_2,M3_Ca_0_2,M3_Fe_0_2,M3_K_0_2,M3_Mg_0_2,M3_P_0_2,PhosphorusTreatment
378.1099854,3497.22998,43.19889832,768.0490112,378.9379883,152.9929962,0.0
434.2520142,3589.580078,52.13589859,756.492981,434.8479919,153.723999,0.0
449.506012,3606.050049,60.18349838,832.9099731,404.8999939,145.0010071,5.6
442.7109985,3612.01001,57.65159988,827.6489868,405.25,145.8950043,0.0
450.5610046,3613.969971,59.99430084,834.4689941,407.2539978,145.3869934,5.6
433.678009,3280.48999,50.95819855,617.375,408.6679993,171.1589966,0.0
534.0830078,3187.179932,84.25389862,773.2219849,478.3580017,224.0919952,0.0
427.5069885,3270.189941,49.92910004,607.4559937,421.8089905,170.7940063,0.0
405.6600037,3612.530029,48.29750061,801.4000244,403.3129883,151.322998,0.0
453.07901,3607.379883,59.21160126,838.5319824,414.7219849,150.503006,5.6
513.007019,3227.600098,74.49230194,751.0679932,486.1700134,220.7409973,0.0
407.1799927,3338.560059,46.6867981,652.9019775,408.1019897,167.598999,0.0
406.052002,3555.820068,48.59270096,798.3770142,396.1650085,154.5099945,0.0
406.4710083,3549.120117,48.80500031,798.5789795,395.8619995,155.0370026,0.0
416.3970032,3685.790039,49.4068985,813.3040161,416.6099854,149.3890076,0.0
380.1740112,3481.340088,43.58769989,767.8740234,371.0050049,150.5370026,5.6
415.8640137,3641.639893,49.72809982,808.815979,406.776001,148.5590057,0.0
451.7189941,3619.709961,59.77289963,836.052002,409.8129883,146.1199951,5.6
529.0700073,3108.27002,80.56729889,766.7000122,492.2179871,236.7700043,11.3
406.1669922,3586.47998,48.31760025,799.8900146,399.3819885,152.7030029,0.0
449.8070068,3609.929932,60.03609848,833.4879761,405.9620056,145.177002,5.6
426.2909851,3257.22998,49.83359909,603.4719849,420.7810059,169.052002,0.0
398.1530151,3540.379883,47.05110168,789.7340088,390.5539856,153.4889984,16.9
441.8569946,3344.639893,51.22919846,634.6619873,400.4339905,170.9429932,11.3
426.5320129,3267.01001,49.77310181,605.5880127,421.9360046,170.5140076,0.0
426.6560059,3719.949951,50.12070084,820.1309814,421.7009888,148.7310028,0.0
552.2819824,3108.419922,91.04769897,798.1829834,491.5840149,240.8209991,0.0
458.4760132,3607.360107,62.94950104,840.9509888,407.4840088,144.2160034,0.0
450.375,3613.399902,59.97800064,834.2600098,407.0419922,145.3560028,5.6
496.8869934,3283.669922,69.77010345,729.9450073,470.3940125,207.1549988,5.6
378.0090027,3436.399902,43.13999939,761.6690063,356.4949951,149.9810028,5.6
458.0220032,3606.429932,62.94110107,840.3109741,406.70401,144.1380005,0.0
395.4249878,3534.840088,47.05920029,785.5830078,384.3190002,147.9459991,16.9
426.3529968,3358.850098,50.02949905,672.3259888,413.8519897,169.4869995,11.3
553.3579712,3098.379883,91.54190063,800.2130127,492.9440002,243.003006,0.0
404.5950012,3641.790039,48.69369888,803.9910278,410.4760132,150.6340027,0.0
541.2789917,3112.300049,86.12560272,785.059021,493.1940002,239.2200012,0.0
434.4089966,3280.149902,52.06399918,624.1420288,441.0969849,181.1130066,0.0
483.4249878,3455.330078,62.56230164,712.4260254,474.3619995,188.5800018,0.0
469.1489868,3556.429932,56.19430161,686.2520142,468.2109985,159.7949982,16.9
371.651001,3430.679932,41.84889984,756.2730103,354.6530151,150.345993,0.0
497.197998,3293.25,69.50659943,730.9979858,472.3699951,206.9669952,5.6
389.3250122,3408.399902,46.12149811,682.3989868,381.1520081,156.3500061,0.0
546.6810303,3161.790039,88.94680023,788.4299927,482.2650146,229.6040039,0.0
426.8900146,3667.129883,51.23870087,817.8499756,412.8250122,148.3710022,0.0
385.8850098,3439.51001,44.86830139,768.9039917,359.2929993,146.8690033,0.0
468.6040039,3458.26001,57.46080017,685.0599976,462.9419861,176.0350037,16.9
444.428009,3664.840088,54.88130188,830.164978,416.2659912,150.0019989,0.0
450.7319946,3617.52002,59.76319885,834.9140015,408.4150085,145.7070007,5.6
484.20401,3355.340088,63.98559952,707.9470215,468.6350098,195.0890045,0.0
554.5510254,3085.649902,92.14430237,802.9089966,494.6350098,246.0549927,0.0
549.947998,3135.879883,90.07959747,793.8140259,487.4259949,235.2180023,0.0
405.5629883,3597.310059,48.21279907,800.0460205,400.6210022,151.9309998,0.0
443.6149902,3633.919922,56.68780136,829.5969849,410.2669983,147.0890045,0.0
371.4719849,3439.870117,41.81309891,756.7299805,358.1440125,150.3269958,0.0
470.0690002,3399.850098,58.87990189,685.7750244,461.1740112,183.173996,16.9
425.7120056,3748.360107,49.65280151,820.3319702,425.9930115,148.4559937,0.0
513.0910034,3229.629883,74.58670044,751.1290283,485.5390015,220.3190002,0.0
545.1900024,3171.719971,88.55410004,785.7860107,479.3169861,227.0579987,0.0
383.3340149,3504.919922,44.17210007,773.1599731,379.6610107,152.3099976,5.6
556.4509888,3072.469971,93.17169952,806.5349731,495.0599976,249.8699951,0.0
446.0100098,3336.610107,52.9367981,642.7730103,434.7260132,175.6260071,11.3
379.6570129,3463.040039,43.51879883,765.6870117,365.3510132,149.8320007,5.6
470.6289978,3376.919922,59.46220016,685.7360229,460.6570129,185.5169983,16.9
458.7229919,3607.22998,63.02059937,841.1970215,407.6040039,144.197998,0.0
427.0750122,3616.620117,52.71680069,815.0629883,403.8320007,147.2519989,0.0
538.8359985,3156.649902,85.52510071,780.6790161,486.1530151,231.1690063,0.0
497.1940002,3293.360107,69.50150299,730.9990234,472.3850098,206.9600067,5.6
383.993988,3506.909912,44.32379913,774.0739746,380.9330139,152.7290039,5.6
548.3839722,3147.219971,89.49009705,791.3900146,485.4849854,232.8639984,0.0
380.605011,3485.659912,43.66419983,768.6640015,372.3630066,150.7230072,5.6
443.9200134,3654.419922,55.4836998,830.1190186,414.4700012,148.7709961,0.0
460.4769897,3601.820068,63.48600006,843.3129883,408.9830017,144.2440033,0.0
463.3190002,3287.51001,59.64580154,669.4630127,454.8819885,190.1600037,0.0
496.8410034,3253.469971,71.17220306,727.9660034,464.980011,208.3789978,5.6
452.9110107,3616.780029,59.53910065,837.7210083,412.6080017,147.9519958,5.6
434.8779907,3657.659912,53.36009979,823.2509766,412.3420105,148.0429993,16.9
398.2869873,3536.530029,47.14369965,789.78302,390.5859985,153.9360046,16.9
446.0299988,3340.540039,52.71319962,642.7280273,432.428009,174.7779999,11.3
548.78302,3146.610107,89.64959717,791.8530273,485.526001,232.9859924,0.0
497.1000061,3247.820068,71.57489777,727.9299927,464.1130066,208.7079926,5.6
435.8370056,3722.98999,51.34159851,822.4949951,419.5950012,148.3119965,16.9
552.0529785,3111.48999,90.94460297,797.7030029,491.1440125,240.1809998,0.0
492.2219849,3453.070068,73.75019836,839.3359985,432.3779907,175.9810028,0.0
524.0720215,3204.77002,80.02400208,762.3209839,479.2120056,221.6519928,11.3
390.45401,3521.669922,45.57120132,781.1240234,384.8529968,152.848999,0.0
434.8720093,3629.090088,54.48149872,822.1439819,407.3630066,147.1430054,16.9
542.2930298,3110.639893,86.57779694,786.427002,493.321991,239.651001,0.0
455.3469849,3479.610107,57.81029892,770.9420166,458.2200012,179.4799957,16.9
378.3299866,3437.580078,43.21020126,762.0560303,356.9710083,149.8849945,5.6
426.7749939,3597.929932,53.32099915,813.4429932,400.2319946,146.6920013,0.0
426.7090149,3643.580078,51.7961998,816.4539795,408.6929932,147.9530029,0.0
449.2099915,3321.669922,54.53990173,648.3300171,443.3349915,180.3950043,11.3
533.0859985,3190.540039,84.02179718,771.664978,476.9230042,223.0359955,0.0
486.6879883,3264.600098,66.87969971,703.802002,466.0,199.6679993,0.0
449.223999,3602.27002,60.31779861,832.348999,403.9129944,144.8609924,5.6
414.5230103,3579.02002,50.09700012,807.7559814,402.7369995,155.2700043,0.0
512.1480103,3239.850098,74.42369843,749.8880005,483.2409973,218.3339996,0.0
435.4259949,3645.679932,53.9598999,823.315979,410.4599915,147.6860046,16.9
426.4500122,3665.600098,51.18119812,817.473999,412.5289917,148.3639984,0.0
480.3999939,3640.01001,61.21319962,716.5200195,478.447998,176.3280029,0.0
389.5249939,3519.949951,45.3832016,779.6829834,382.2149963,151.4680023,0.0
396.572998,3551.580078,46.79719925,788.3920288,389.1000061,150.6999969,16.9
372.6900024,3461.330078,42.06000137,759.5219727,365.2659912,150.6199951,0.0
405.105011,3661.659912,55.66009903,813.3809814,433.0769958,158.9080048,0.0
