M3_P_2_6,PhosphorusTreatment
151.7960052,0.0
113.6579971,0.0
151.0559998,0.0
150.4329987,0.0
98.52690125,0.0
164.9649963,0.0
115.3130035,5.6
151.1049957,0.0
133.4730072,11.3
113.5400009,0.0
165.1719971,0.0
152.7050018,0.0
99.75389862,0.0
83.20580292,0.0
145.5509949,16.9
93.23870087,0.0
89.87259674,5.6
139.1300049,0.0
107.3639984,16.9
158.5700073,0.0
138.6190033,0.0
140.4490051,0.0
97.59970093,0.0
105.1819992,0.0
145.2660065,16.9
90.5734024,0.0
111.3669968,0.0
109.1650009,0.0
133.5789948,0.0
152.1829987,0.0
145.3950043,16.9
90.71829987,0.0
95.15750122,16.9
170.3560028,0.0
92.39710236,0.0
85.30940247,0.0
164.447998,0.0
114.9489975,0.0
97.87519836,0.0
145.6159973,16.9
137.4949951,0.0
101.3659973,0.0
107.4729996,16.9
96.21849823,16.9
88.24659729,5.6
109.0240021,0.0
88.76589966,5.6
131.404007,0.0
87.48789978,0.0
105.1179962,0.0
115.5849991,0.0
90.07949829,16.9
110.5309982,16.9
107.9169998,16.9
112.5820007,0.0
91.68630219,16.9
139.0590057,0.0
113.3570023,0.0
155.6230011,5.6
139.0279999,0.0
143.6309967,0.0
84.61910248,0.0
141.8679962,11.3
137.6230011,0.0
145.3919983,0.0
138.2539978,0.0
152.6990051,0.0
134.5829926,11.3
162.427002,11.3
141.2380066,11.3
109.7539978,0.0
161.9920044,11.3
151.5249939,0.0
90.85600281,16.9
105.211998,0.0
136.4499969,0.0
149.8509979,0.0
88.20310211,5.6
160.8880005,11.3
110.9179993,5.6
138.2700043,0.0
143.5630035,0.0
141.6929932,11.3
109.848999,16.9
158.4859924,0.0
155.5870056,5.6
131.4620056,0.0
112.9749985,0.0
140.8430023,11.3
151.6699982,0.0
120.1159973,0.0
93.79029846,16.9
86.02610016,0.0
98.75550079,0.0
143.5890045,0.0
107.2639999,16.9
110.2279968,0.0
93.47949982,16.9
139.701004,0.0
137.473999,0.0
134.6589966,0.0
141.8150024,11.3
105.223999,0.0
113.8970032,0.0
90.25260162,5.6
161.9490051,11.3
155.3710022,5.6
163.8560028,0.0
137.6900024,0.0
88.11569977,5.6
162.0579987,11.3
142.0809937,11.3
155.7319946,5.6
144.2109985,0.0
90.3144989,5.6
141.5399933,11.3
165.7310028,0.0
92.30169678,0.0
139.9440002,0.0
101.5090027,0.0
136.8119965,0.0
123.1600037,0.0
166.2330017,0.0
105.5370026,0.0
142.8679962,11.3
91.47019958,0.0
168.1679993,0.0
112.5289993,0.0
164.8079987,0.0
138.4490051,0.0
108.6760025,16.9
109.526001,0.0
145.3289948,16.9
164.4199982,0.0
92.10150146,16.9
131.8540039,11.3
101.7549973,0.0
155.3500061,5.6
138.1260071,0.0
167.8079987,0.0
112.3059998,5.6
143.6799927,0.0
142.0659943,11.3
116.6070023,0.0
91.0134964,0.0
105.2269974,0.0
98.30210114,0.0
111.8949966,5.6
158.3919983,0.0
105.336998,0.0
151.3130035,0.0
169.5939941,0.0
137.2350006,0.0
96.69429779,0.0
108.9720001,16.9
145.5420074,16.9
146.3170013,16.9
165.6790009,0.0
87.70709991,0.0
143.5659943,0.0
171.8529968,0.0
101.2659988,0.0
155.4320068,5.6
114.3089981,0.0
108.1549988,16.9
142.0549927,11.3
89.80180359,5.6
95.72429657,0.0
99.76869965,0.0
112.8600006,5.6
86.45210266,0.0
115.8690033,5.6
161.8350067,11.3
89.2779007,5.6
114.7549973,0.0
88.85910034,0.0
94.63210297,16.9
145.302002,16.9
161.2779999,11.3
139.4250031,0.0
166.6649933,0.0
141.923996,11.3
155.7380066,5.6
145.5050049,16.9
118.223999,0.0
139.5789948,0.0
145.6730042,16.9
106.7819977,0.0
111.3789978,5.6
171.9320068,0.0
97.86920166,0.0
88.34719849,5.6
110.9700012,0.0
167.8439941,0.0
112.012001,0.0
158.8119965,0.0
91.53749847,0.0
93.10199738,0.0
166.0220032,0.0
165.5249939,0.0
151.996994,0.0
141.4230042,11.3
140.802002,0.0
105.2460022,0.0
155.4279938,5.6
97.29180145,0.0
138.6660004,0.0
138.701004,0.0
105.3570023,0.0
105.3079987,0.0
145.3999939,16.9
164.9900055,0.0
158.375,0.0
152.302002,0.0
110.1650009,0.0
105.151001,0.0
128.2200012,0.0
155.4649963,5.6
90.43479919,0.0
143.6190033,0.0
166.2480011,0.0
155.1820068,5.6
99.21929932,0.0
132.9620056,16.9
155.2899933,5.6
94.00900269,16.9
129.5059967,0.0
147.1869965,16.9
98.66829681,0.0
143.5980072,0.0
139.1690063,0.0
144.7949982,0.0
115.189003,0.0
143.6459961,0.0
91.33080292,0.0
158.5529938,0.0
98.688797,0.0
158.7310028,0.0
142.2149963,11.3
92.63140106,16.9
101.4240036,0.0
107.4580002,16.9
145.595993,16.9
155.5039978,5.6
113.5080032,0.0
140.2559967,0.0
101.7979965,0.0
129.8820038,0.0
91.74389648,0.0
166.9539948,0.0
174.2969971,0.0
105.2259979,0.0
113.2949982,0.0
92.76660156,0.0
112.2919998,5.6
145.0749969,16.9
139.378006,0.0
155.3170013,5.6
91.90869904,0.0
105.435997,0.0
143.4700012,0.0
164.1269989,0.0
96.05729675,0.0
109.8560028,16.9
145.1170044,16.9
143.5449982,0.0
143.9700012,0.0
115.6019974,0.0
92.76869965,0.0
156.7160034,5.6
86.28479767,0.0
92.44229889,0.0
114.2020035,5.6
105.2109985,0.0
158.7799988,0.0
143.6060028,0.0
140.4080048,0.0
158.5379944,0.0
143.6100006,0.0
139.2429962,11.3
112.9909973,5.6
155.6179962,5.6
89.24569702,5.6
133.1940002,0.0
109.1340027,0.0
88.23529816,0.0
158.5509949,0.0
161.7839966,11.3
143.5480042,0.0
155.6380005,5.6
158.4499969,0.0
98.84449768,0.0
166.0639954,0.0
110.3160019,16.9
158.4779968,0.0
107.5550003,16.9
158.2960052,0.0
152.0310059,0.0
111.913002,0.0
110.3700027,5.6
166.3059998,0.0
94.13310242,0.0
161.7319946,11.3
138.2160034,0.0
111.8590012,0.0
120.1559982,0.0
167.4669952,0.0
115.7519989,5.6
91.09660339,5.6
109.7089996,0.0
151.7700043,0.0
95.99410248,16.9
99.99849701,0.0
158.5140076,0.0
140.3200073,0.0
140.5529938,11.3
113.1269989,0.0
141.2290039,11.3
138.0390015,0.0
94.29850006,16.9
158.6940002,0.0
107.8300018,16.9
145.1499939,16.9
156.3639984,5.6
152.7149963,0.0
111.1449966,5.6
140.7189941,0.0
161.1950073,11.3
140.1080017,11.3
93.31960297,0.0
115.6210022,0.0
90.59760284,0.0
108.0419998,16.9
155.4429932,5.6
113.776001,5.6
137.0440063,0.0
169.9730072,0.0
137.9219971,0.0
105.5830002,0.0
133.8190002,0.0
101.2659988,0.0
165.8829956,0.0
110.5130005,0.0
143.4989929,0.0
141.2200012,0.0
118.5149994,5.6
152.6399994,0.0
140.7050018,11.3
161.6199951,11.3
88.85739899,5.6
158.7440033,0.0
107.1780014,16.9
84.55599976,0.0
106.0930023,5.6
