H3A_P_0_2,PhosphorusTreatment
4.083000183,18.0
5.696670055,18.0
2.044699907,0.0
2.396100044,0.0
3.570440054,9.0
3.72375989,27.0
4.838089943,18.0
5.016729832,0.0
3.732340097,9.0
3.716209888,27.0
4.796569824,18.0
4.630970001,0.0
3.806799889,27.0
3.354939938,0.0
2.942679882,9.0
4.399759769,9.0
5.762279987,18.0
2.421000004,0.0
3.775729895,27.0
2.58258009,9.0
4.981880188,0.0
2.303030014,0.0
4.409920216,9.0
2.395109892,9.0
2.64993,0.0
4.302609921,27.0
4.855889797,18.0
5.623360157,18.0
5.219739914,27.0
3.734620094,27.0
2.45878005,27.0
3.691979885,9.0
1.638339996,0.0
4.631659985,0.0
4.575610161,0.0
4.883059978,18.0
5.50894022,18.0
3.972470045,0.0
4.18708992,9.0
1.484899998,0.0
2.469630003,0.0
3.090490103,9.0
4.109210014,27.0
4.12883997,0.0
4.520949841,18.0
5.182929993,27.0
5.230889797,27.0
5.395279884,0.0
5.449230194,18.0
3.25770998,27.0
1.915480018,27.0
2.422660112,0.0
5.686500072,18.0
3.008559942,9.0
1.479380012,0.0
2.218460083,0.0
4.597599983,0.0
3.129580021,0.0
3.246390104,27.0
5.40252018,0.0
4.392290115,27.0
3.168440104,9.0
4.232940197,9.0
1.761209965,0.0
4.98924017,18.0
4.802780151,18.0
3.345829964,9.0
4.760779858,18.0
1.860870004,0.0
4.961790085,27.0
4.222640038,9.0
3.869790077,18.0
5.370930195,0.0
2.029720068,0.0
2.509530067,0.0
3.443959951,9.0
3.351619959,27.0
1.942499995,0.0
2.163110018,0.0
4.874780178,18.0
4.366399765,27.0
5.106599808,0.0
1.432379961,0.0
3.001699924,0.0
2.285850048,0.0
4.35984993,9.0
3.471210003,9.0
3.511569977,9.0
5.394120216,0.0
3.194610119,0.0
3.00722003,27.0
3.459840059,27.0
5.053209782,0.0
2.121850014,0.0
1.544659972,0.0
5.13492012,27.0
4.074319839,0.0
4.637129784,0.0
2.377460003,27.0
5.643539906,18.0
2.967669964,0.0
1.700440049,0.0
5.44340992,0.0
4.159939766,27.0
3.673969984,27.0
2.108170033,0.0
5.013450146,0.0
3.851370096,9.0
5.213079929,18.0
2.338409901,9.0
4.580239773,0.0
2.021709919,0.0
1.614380002,0.0
4.572380066,0.0
2.846070051,27.0
4.28990984,9.0
5.23803997,27.0
2.944669962,0.0
4.093659878,9.0
2.281209946,0.0
3.261209965,0.0
2.48871994,9.0
2.253360033,9.0
3.608880043,27.0
5.631229877,18.0
4.638529778,18.0
3.68614006,18.0
3.138259888,27.0
5.656129837,18.0
5.100659847,27.0
5.328289986,0.0
1.842810035,0.0
4.326059818,27.0
4.278600216,9.0
3.838210106,27.0
2.649359941,27.0
2.378439903,0.0
1.620980024,0.0
4.009630203,9.0
2.00180006,9.0
4.350940228,9.0
3.045730114,0.0
5.303359985,18.0
5.185790062,27.0
2.800839901,0.0
3.488840103,18.0
2.204560041,0.0
5.204120159,27.0
3.830980062,27.0
2.13499999,27.0
2.111540079,0.0
2.769570112,9.0
5.720699787,18.0
2.657289982,0.0
2.535409927,0.0
1.934149981,0.0
5.445640087,0.0
3.819329977,27.0
3.521379948,0.0
4.647669792,0.0
1.854679942,9.0
2.038429976,0.0
5.43915987,0.0
5.149869919,27.0
3.325289965,0.0
2.790250063,0.0
5.154459953,0.0
5.050109863,9.0
2.416280031,0.0
1.409260035,0.0
4.865709782,18.0
4.810939789,18.0
3.983160019,0.0
3.448679924,27.0
4.969379902,18.0
3.072649956,27.0
4.802390099,18.0
4.10916996,0.0
5.037419796,27.0
2.605099916,9.0
5.663929939,18.0
3.175299883,27.0
2.125590086,0.0
3.758330107,0.0
3.282749891,0.0
5.429550171,0.0
1.956830025,0.0
4.874289989,18.0
4.61164999,0.0
3.126650095,9.0
2.771199942,27.0
4.027669907,0.0
3.9535501,9.0
3.620409966,0.0
1.780629992,0.0
2.237010002,0.0
3.102499962,0.0
4.329899788,9.0
3.799210072,9.0
4.813270092,27.0
2.299809933,9.0
3.625,27.0
2.668639898,0.0
2.304409981,0.0
3.949440002,0.0
4.098370075,0.0
2.881109953,0.0
4.822720051,9.0
4.667930126,9.0
4.094769955,27.0
4.352509975,9.0
3.649950027,0.0
1.687039971,0.0
1.706820011,9.0
3.767980099,27.0
5.185850143,27.0
5.275929928,0.0
2.086829901,9.0
5.017399788,0.0
2.900069952,27.0
5.234189987,27.0
4.573480129,0.0
3.657249928,9.0
5.383619785,18.0
3.88786006,18.0
2.801170111,9.0
3.725140095,27.0
4.858560085,9.0
3.894469976,9.0
4.845439911,18.0
2.056299925,27.0
4.800189972,18.0
