H3A_Al_0_2,H3A_Ca_0_2,H3A_Fe_0_2,H3A_K_0_2,H3A_Mg_0_2,H3A_P_0_2,PhosphorusTreatment
49.27080154,1983.52002,5.599470139,202.3320007,112.564003,55.01200104,6.8
33.60329819,2080.23999,4.53993988,236.5709991,103.2450027,30.46319962,3.4
33.64429855,2144.550049,3.460419893,230.6269989,95.40110016,28.06550026,6.8
40.76929855,2017.640015,5.070690155,209.2369995,109.6709976,40.2621994,0.0
51.49420166,1981.0,5.516489983,192.4429932,120.5709991,60.86029816,6.8
38.22570038,2089.459961,4.704349995,231.25,108.7929993,41.49549866,3.4
27.60479927,2124.290039,3.778460026,252.9259949,95.45709991,29.23629951,0.0
32.57429886,2104.669922,3.258110046,237.8569946,90.71209717,24.37109947,10.1
35.73310089,2113.800049,4.540239811,237.5440063,108.7710037,37.33229828,3.4
47.05360031,1988.76001,5.453499794,203.5639954,112.1579971,49.24639893,0.0
29.73320007,2110.959961,3.547290087,253.1840057,93.94830322,26.23320007,3.4
50.65510178,1980.01001,5.585820198,198.6519928,114.1210022,57.90819931,0.0
29.85050011,2098.320068,4.232359886,246.7200012,97.67459869,25.57690048,0.0
58.3689003,1992.109985,5.673379898,184.1750031,115.9150009,70.27639771,0.0
32.58060074,2135.689941,3.87154007,239.6060028,101.5400009,32.51850128,3.4
27.38010025,2100.959961,3.63786006,260.9819946,93.41940308,26.27190018,3.4
31.70800018,2161.570068,3.484999895,245.2380066,106.0319977,35.51599884,0.0
33.7867012,2140.560059,3.502530098,231.7420044,95.62030029,27.92910004,6.8
56.87099838,2000.640015,5.625599861,186.6759949,116.1920013,68.30960083,0.0
56.58610153,1988.52002,5.632810116,183.3079987,118.0439987,65.31500244,0.0
28.27840042,2159.879883,3.959079981,255.3430023,98.68270111,28.27729988,0.0
32.65240097,2097.73999,3.514389992,235.5390015,93.28089905,24.46260071,0.0
29.58919907,2164.48999,3.932519913,250.5549927,103.0530014,28.59840012,3.4
27.93580055,2088.209961,3.412039995,271.552002,94.44689941,27.24650002,0.0
32.5345993,2132.449951,3.977979898,242.2070007,102.9110031,32.75289917,3.4
31.95289993,2113.459961,3.968950033,243.2109985,98.55719757,27.27059937,0.0
34.50279999,2062.139893,4.65279007,224.9989929,104.2639999,28.7689991,0.0
31.32889938,2153.620117,3.644390106,240.927002,97.42569733,29.9932003,0.0
