H3A_P_2_6,PhosphorusTreatment
1.741529942,16.9
1.648599982,0.0
1.502889991,0.0
1.505769968,0.0
1.504279971,0.0
1.642259955,22.5
1.709360003,16.9
1.823709965,0.0
1.503379941,0.0
1.57201004,0.0
1.886450052,0.0
1.480260015,0.0
1.623100042,22.5
1.489799976,0.0
1.796409965,0.0
1.67584002,16.9
1.619889975,22.5
1.712859988,0.0
1.626760006,28.2
1.483360052,0.0
1.692420006,0.0
1.474589944,0.0
1.863170028,16.9
1.981690049,16.9
1.784940004,0.0
1.886800051,0.0
1.847110033,16.9
1.479580045,0.0
1.673740029,16.9
1.815080047,16.9
1.472730041,28.2
1.628239989,0.0
1.491170049,16.9
1.669399977,22.5
1.841249943,16.9
1.486789942,0.0
1.49556005,16.9
1.487939954,16.9
1.738029957,28.2
1.501000047,0.0
1.478029966,28.2
1.614549994,0.0
1.888299942,0.0
1.507380009,0.0
1.773049951,28.2
1.787950039,0.0
1.682500005,0.0
1.684059978,0.0
1.71171999,0.0
1.505660057,22.5
1.60532999,0.0
1.726909995,0.0
1.782160044,28.2
1.485399961,0.0
1.647670031,0.0
1.662940025,22.5
1.476639986,28.2
1.449149966,0.0
1.615849972,0.0
1.520169973,22.5
1.58731997,22.5
1.579439998,0.0
1.603309989,0.0
1.626680017,28.2
1.980780005,0.0
1.622359991,0.0
1.785650015,28.2
1.468129992,16.9
1.553519964,0.0
1.548969984,0.0
2.006989956,0.0
1.613280058,28.2
1.642560005,0.0
1.698779941,0.0
1.513530016,0.0
1.491359949,0.0
1.768949986,0.0
1.606520057,0.0
1.478459954,0.0
1.503059983,22.5
1.660210013,0.0
1.918009996,0.0
1.625880003,0.0
1.627050042,22.5
1.48258996,28.2
1.733270049,0.0
1.473670006,0.0
1.827119946,16.9
1.602020025,0.0
1.663269997,22.5
1.844990015,16.9
1.594709992,0.0
1.621690035,0.0
1.788310051,28.2
1.486610055,0.0
1.73695004,0.0
1.616719961,0.0
1.771319985,0.0
1.48258996,22.5
1.675209999,0.0
1.723150015,0.0
1.765930057,16.9
1.61706996,16.9
1.769580007,28.2
1.82931006,0.0
1.622589946,0.0
1.669759989,22.5
1.715600014,16.9
1.608520031,22.5
1.485759974,28.2
1.619449973,0.0
1.629600048,28.2
1.486320019,22.5
1.746790051,0.0
1.645050049,22.5
1.615210056,0.0
1.599179983,22.5
1.504539967,0.0
1.801239967,28.2
1.765470028,28.2
1.627640009,28.2
1.723680019,0.0
1.673750043,0.0
1.720679998,16.9
1.608219981,0.0
1.734079957,0.0
