M3_Al_2_6,M3_Ca_2_6,M3_Fe_2_6,M3_K_2_6,M3_Mg_2_6,M3_P_2_6,PhosphorusTreatment
116.8190002,4304.339844,41.46860123,351.0390015,117.6080017,9.461489677,16.9
127.4349976,4097.660156,42.00849915,353.6140137,119.1969986,8.765029907,0.0
180.0789948,4255.720215,42.76470184,347.8089905,110.038002,8.668820381,0.0
173.6589966,4254.390137,42.76350021,348.144989,111.2770004,8.648059845,0.0
175.8399963,4256.060059,42.7643013,348.0339966,110.8899994,8.651390076,0.0
113.6190033,4191.049805,42.08509827,347.8200073,116.5619965,8.825039864,22.5
214.3509979,4149.399902,41.58890152,351.7120056,118.2659988,7.875380039,16.9
214.5930023,4243.660156,42.11149979,347.1279907,118.4540024,7.816740036,0.0
178.5149994,4253.140137,42.76449966,347.9869995,110.5569992,8.65653038,0.0
204.1600037,4218.799805,42.4571991,350.7950134,112.8820038,8.512709618,0.0
144.9539948,4329.330078,42.30059814,344.776001,118.7770004,8.548689842,0.0
200.5740051,4151.049805,43.33050156,348.598999,112.5820007,8.57174015,0.0
177.7669983,4036.060059,41.72109985,358.7739868,119.8519974,7.673419952,22.5
231.1329956,3997.639893,42.04380035,357.4819946,121.237999,8.477230072,0.0
217.2640076,4222.149902,42.10639954,348.9299927,118.9680023,7.804560184,0.0
174.1329956,4125.209961,41.55970001,350.9129944,117.336998,8.038579941,16.9
131.6399994,4193.660156,42.08980179,347.5939941,115.8730011,8.647390366,22.5
116.0940018,4251.910156,41.74549866,346.2929993,114.5029984,9.121609688,0.0
112.1750031,4030.120117,41.6792984,356.1069946,121.3430023,8.828109741,28.2
204.1430054,4149.709961,43.32350159,348.5299988,112.0459976,8.58096981,0.0
183.9559937,4201.75,42.68790054,345.2730103,116.2269974,7.840720177,0.0
185.5370026,4168.290039,43.35189819,347.3630066,113.2229996,8.578379631,0.0
143.173996,4287.830078,42.12739944,345.9819946,118.8909988,8.61727047,16.9
139.4199982,4289.620117,41.90000153,347.9460144,120.9349976,8.965069771,16.9
117.4469986,4245.359863,41.70780182,348.9599915,117.2570038,9.103690147,0.0
220.3650055,4219.560059,41.79230118,349.8599854,120.5199966,7.738299847,0.0
116.0670013,4308.990234,41.07350159,346.0249939,118.3479996,9.031310081,16.9
222.9720001,4106.149902,43.31900024,351.052002,113.2539978,8.537480354,0.0
179.2980042,4128.089844,41.56470108,350.7149963,117.0009995,8.00522995,16.9
108.2210007,4314.290039,41.10570145,344.9400024,116.211998,9.092749596,16.9
222.4170074,4087.540039,43.32180023,350.17099,112.2269974,8.450300217,28.2
159.5039978,3990.469971,41.71099854,360.5950012,121.2139969,7.72536993,0.0
229.003006,3942.47998,42.03749847,361.1690063,120.4660034,8.569840431,16.9
210.2299957,4092.899902,41.7378006,356.2829895,119.7160034,7.647789955,22.5
111.401001,4314.870117,41.09080124,346.1130066,118.1800003,9.043999672,16.9
265.696991,3895.810059,42.42480087,365.506012,124.1350021,8.298789978,0.0
221.4880066,3942.560059,42.02980042,361.0499878,120.0169983,8.610070229,16.9
