,Longitude,Latitude,Yield,Moisture,Year,PlotID,FieldID,elevation,slope,aspect,Controls,Treatment,Average Control Yield,Relative Yield
1875,-96.8886609959,31.458215004099998,46.523,12.1,2018,4,6-12,170.66160580000002,1.6275903999999999,162.0345154,None,Medium,37.37645130731338,24.471420835227697
1876,-96.888634,31.4582269971,40.073,12.1,2018,4,6-12,170.67666630000002,1.5506129,277.8035278,None,Medium,37.37645130731338,7.2145658519459035
1877,-96.8886080007,31.458241,39.613,12.1,2018,4,6-12,170.6947937,1.4791987,152.778183,None,Medium,37.37645130731338,5.983844411277742
1878,-96.88858200290001,31.458254001599997,38.498,12.1,2018,4,6-12,170.71417240000002,1.6179751,156.93045039999998,None,Medium,37.37645130731338,3.000682658353831
1879,-96.88855499629999,31.4582660035,37.912,12.1,2018,4,6-12,170.76026919999998,0.28887490000000005,335.7426147,None,Medium,37.37645130731338,1.4328505621983112
1880,-96.88852800040002,31.4582779965,38.471,12.1,2018,4,6-12,170.75967409999998,0.6256271,317.6192627,None,Medium,37.37645130731338,2.9284446607493924
1881,-96.8885020025,31.458290998200003,34.424,12.1,2018,4,6-12,170.7641907,1.0985148,156.0126343,None,Medium,37.37645130731338,-7.899228535737637
1882,-96.8884749959,31.458303,40.339,12.1,2018,4,6-12,170.76890559999998,0.9426587,202.5340271,None,Medium,37.37645130731338,7.926243902419225
1883,-96.88844899940001,31.4583150005,37.908,12.1,2018,4,6-12,170.8042145,0.055300199999999994,230.7743225,None,Medium,37.37645130731338,1.4221486366272895
1884,-96.8884220033,31.4583270025,39.083,12.2,2018,4,6-12,170.8334045,0.7795137,233.99920649999999,None,Medium,37.37645130731338,4.565839273116599
1885,-96.8883959949,31.4583400039,38.227,12.1,2018,4,6-12,170.8598175,0.8650304,174.0178986,None,Medium,37.37645130731338,2.275627200916718
1886,-96.88836999719999,31.4583529965,38.929,12.2,2018,4,6-12,170.94297790000002,2.508126,191.55458069999997,None,Medium,37.37645130731338,4.153815138632052
1887,-96.88834300100001,31.4583649985,37.825,12.1,2018,4,6-12,170.90522769999998,0.7190503,137.3157043,None,Medium,37.37645130731338,1.2000836810284738
1888,-96.88831700310001,31.4583780001,41.111,12.1,2018,4,6-12,170.9837799,3.7065894999999998,178.2014465,None,Medium,37.37645130731338,9.99171553762752
1889,-96.88829099610001,31.458390000300003,37.927,12.1,2018,4,6-12,171.050827,1.2179245,133.5095825,None,Medium,37.37645130731338,1.4729827830896656
1890,-96.8882649996,31.4584020007,38.414,12.1,2018,4,6-12,170.990921,0.9108384,253.04331969999998,None,Medium,37.37645130731338,2.775942221362264
1891,-96.88823800200001,31.458415003899997,39.502,12.2,2018,4,6-12,171.0772858,1.026256,122.1230774,None,Medium,37.37645130731338,5.686865976681737
1892,-96.8882119949,31.4584270041,36.733,12.1,2018,4,6-12,171.0630951,1.2778206,185.840271,None,Medium,37.37645130731338,-1.7215419998620398
1893,-96.88818499899999,31.458438997,42.18,12.1,2018,4,6-12,171.1468964,2.0546064,185.571167,None,Medium,37.37645130731338,12.851805146484619
1894,-96.88815800130001,31.4584520002,35.945,12.1,2018,4,6-12,171.1273956,1.5212231,113.6081696,None,Medium,37.37645130731338,-3.8298213373544416
1895,-96.88813200480001,31.4584640006,40.22,12.1,2018,4,6-12,171.1035004,1.0534678999999998,188.854599,None,Medium,37.37645130731338,7.607861616681158
1896,-96.8881049995,31.458475001100002,39.251,12.1,2018,4,6-12,171.21499630000002,1.8507611000000002,171.2232361,None,Medium,37.37645130731338,5.015320147099751
1897,-96.8880790001,31.4584890039,37.156,12.1,2018,4,6-12,171.1568756,0.9926049000000001,135.4638519,None,Medium,37.37645130731338,-0.5898133707258805
1898,-96.8880520041,31.458500996799998,39.899,12.1,2018,4,6-12,171.186142,1.8024558000000002,189.2145538,None,Medium,37.37645130731338,6.749032089606209
1899,-96.8880249973,31.458512998499998,32.848,12.1,2018,4,6-12,171.1728821,1.1753789,139.5772247,None,Medium,37.37645130731338,-12.115787210722461
1900,-96.88799899930001,31.458526,33.876,12.1,2018,4,6-12,171.2264404,2.3769956000000003,157.3787231,None,Medium,37.37645130731338,-9.365392338968405
1901,-96.8879730013,31.4585390016,40.042,12.1,2018,4,6-12,171.1981506,1.1760638,161.4674225,None,Medium,37.37645130731338,7.131625928770443
1902,-96.8879460036,31.4585520046,39.796,12.1,2018,4,6-12,171.2508087,1.3293781,164.7803955,None,Medium,37.37645130731338,6.473457506152249
1960,-96.88781999780001,31.458671999299998,37.317,12.2,2018,8,6-12,171.424118,1.3110521000000002,106.99424740000002,None,High,37.5177262360883,-0.5350170605360989
1961,-96.8877940012,31.4586839996,34.18,12.2,2018,8,6-12,171.41220090000002,1.0178964,81.5428314,None,High,37.5177262360883,-8.896397972214377
1962,-96.8877660038,31.4586970042,30.503,12.2,2018,8,6-12,171.46339419999998,1.505475,129.5345764,None,High,37.5177262360883,-18.697098518035553
1963,-96.8877379961,31.458709999499998,33.397,12.2,2018,8,6-12,171.4647064,0.7951024999999999,170.2036743,None,High,37.5177262360883,-10.983411441721582
1964,-96.8877089992,31.4587229966,37.106,12.2,2018,8,6-12,171.4916534,1.1153643999999998,146.848587,None,High,37.5177262360883,-1.0974178805437826
1965,-96.8876810018,31.4587360012,39.956,12.2,2018,8,6-12,171.48556519999997,0.3436955,106.21065520000002,None,High,37.5177262360883,6.498991299654847
1966,-96.88765300450001,31.458748996700002,36.548,12.3,2018,8,6-12,171.50079350000001,0.6163121,153.4940186,None,High,37.5177262360883,-2.5847148358247765
1967,-96.8876249966,31.458762001100002,36.937,12.3,2018,8,6-12,171.50444030000003,0.8568617000000001,151.7289429,None,High,37.5177262360883,-1.5478716178959226
1968,-96.8875969993,31.4587749966,37.1,12.2,2018,8,6-12,171.5633545,2.5720669999999997,163.4163361,None,High,37.5177262360883,-1.113410320923149
1969,-96.88756800370001,31.4587870015,35.09,12.3,2018,8,6-12,171.5439301,2.6679766,138.72053530000002,None,High,37.5177262360883,-6.470877848010595
1970,-96.887540005,31.4588009982,36.868,12.3,2018,8,6-12,171.53881840000003,1.3518765,164.28105159999998,None,High,37.5177262360883,-1.7317846822586143
1971,-96.887511997,31.4588140025,36.79,12.3,2018,8,6-12,171.48443600000002,0.694708,126.1705017,None,High,37.5177262360883,-1.9396864071903739
1972,-96.88748399830001,31.4588279992,34.579,12.2,2018,8,6-12,171.48516850000001,2.1488723999999997,144.4210205,None,High,37.5177262360883,-7.832900686986568
1973,-96.8874560008,31.458841003699998,37.337,12.3,2018,8,6-12,171.5041351,1.9714061999999999,159.4120026,None,High,37.5177262360883,-0.4817089259382055
1974,-96.8874280035,31.458853999099997,37.255,12.3,2018,8,6-12,171.4868927,2.5978722999999997,162.0860291,None,High,37.5177262360883,-0.7002722777895364
1975,-96.8874000047,31.4588679958,38.81,12.3,2018,8,6-12,171.4933472,1.5600756000000002,107.3284149,None,High,37.5177262360883,3.444435187196029
1976,-96.8873719967,31.458881000100003,34.85,12.3,2018,8,6-12,171.4462738,1.3445332,109.1858902,None,High,37.5177262360883,-7.110575463185222
1977,-96.8873429997,31.4588939971,38.031,12.3,2018,8,6-12,171.3842316,2.4208574,136.48800659999998,None,High,37.5177262360883,1.3680833446083953
1978,-96.88731400260001,31.4589070031,34.293,12.3,2018,8,6-12,171.40283200000002,3.2834356,155.5276642,None,High,37.5177262360883,-8.595207011736328
1979,-96.88728600520001,31.4589199985,33.852,12.3,2018,8,6-12,171.37780759999998,0.12070539999999999,286.1377869,None,High,37.5177262360883,-9.7706513796197
1980,-96.8872579957,31.458934004,33.728,12.3,2018,8,6-12,171.38626100000002,2.2729847000000003,152.1050262,None,High,37.5177262360883,-10.101161814126575
1981,-96.8872309995,31.458945996700002,37.991,12.3,2018,8,6-12,171.4860535,0.8269046,143.5011139,None,High,37.5177262360883,1.2614670754126274
1982,-96.8872030019,31.458959001100002,32.216,12.3,2018,8,6-12,171.46272280000002,1.0742561000000002,219.0302582,None,High,37.5177262360883,-14.13125678972669
1983,-96.8871770037,31.4589720025,34.746,12.3,2018,8,6-12,171.48753359999998,1.1391533999999999,195.9280396,None,High,37.5177262360883,-7.387777763094222
1984,-96.8871489958,31.4589849977,40.644,12.3,2018,8,6-12,171.49824519999999,1.9475471000000002,120.8535233,None,High,37.5177262360883,8.33279112982208
1985,-96.88712099680001,31.4589990033,39.778,12.3,2018,8,6-12,171.44633480000002,1.3324407,104.4498978,None,High,37.5177262360883,6.024548901733658
1986,-96.8870919983,31.4590130014,34.979,12.3,2018,8,6-12,171.39181519999997,0.7558975,81.595787,None,High,37.5177262360883,-6.766737995028869
1987,-96.8886949974,31.4583250018,34.584,12.3,2018,10,6-12,170.93618769999998,0.3563627,352.2277222,None,Low,38.241794745484405,-9.564913911150352
1988,-96.888668,31.458337995999997,38.644,12.3,2018,10,6-12,170.9666443,0.7383094,295.7382507,None,Low,38.241794745484405,1.0517426213713084
1989,-96.88864100389999,31.458349998000003,35.782,12.3,2018,10,6-12,171.0109863,1.6654688000000002,164.95915219999998,None,Low,38.241794745484405,-6.432215752046684
1990,-96.8886139959,31.4583630011,39.205,12.3,2018,10,6-12,171.0246124,2.8301229,167.6035461,None,Low,38.241794745484405,2.5187239796828007
1991,-96.88858699830001,31.4583760043,32.603,12.3,2018,10,6-12,171.0500488,1.6579115000000002,127.0020447,None,Low,38.241794745484405,-14.745110115811794
1992,-96.8885600024,31.4583879973,37.576,12.3,2018,10,6-12,171.0285492,1.7107994999999998,205.75341799999998,None,Low,38.241794745484405,-1.741013333489067
1993,-96.8885330049,31.4584010005,36.189,12.3,2018,10,6-12,171.1353302,1.4656631000000002,189.0108185,None,Low,38.241794745484405,-5.367935158761866
1994,-96.8885059968,31.4584140035,35.45600000000001,12.3,2018,10,6-12,171.1960144,1.3029076000000002,200.3102875,None,Low,38.241794745484405,-7.28468620268755
1995,-96.88847899940001,31.4584269977,37.908,12.3,2018,10,6-12,171.16873169999997,0.9587911,163.43209840000003,None,Low,38.241794745484405,-0.8728532426523173
1996,-96.8884520032,31.458438999699997,40.042,12.3,2018,10,6-12,171.22137450000002,1.1481216,298.0747375,None,Low,38.241794745484405,4.707428787003163
1997,-96.8884259948,31.458452001100003,38.323,12.3,2018,10,6-12,171.2142944,0.8070139000000001,309.3843994,None,Low,38.241794745484405,0.212346870893615
1998,-96.88839899720001,31.4584650043,37.332,12.3,2018,10,6-12,171.2567139,2.0378487,252.1672211,None,Low,38.241794745484405,-2.379058701453423
1999,-96.8883719998,31.458477998499998,36.678,12.3,2018,10,6-12,171.3130493,1.7322751,303.6840515,None,Low,38.241794745484405,-4.089229482800519
2000,-96.88834400399999,31.458490001999998,38.338,12.3,2018,10,6-12,171.3023224,1.2501494,39.4247055,None,Low,38.241794745484405,0.2515709713832286
