Ols_Al_0_2,Ols_Ca_0_2,Ols_Fe_0_2,Ols_K_0_2,Ols_Mg_0_2,Ols_P_0_2,Ols_Al_2_6,Ols_Ca_2_6,Ols_Fe_2_6,Ols_K_2_6,Ols_Mg_2_6,Ols_P_2_6,H3A_Al_0_2,H3A_Ca_0_2,H3A_Fe_0_2,H3A_K_0_2,H3A_Mg_0_2,H3A_P_0_2,H3A_Al_2_6,H3A_Ca_2_6,H3A_Fe_2_6,H3A_K_2_6,H3A_Mg_2_6,H3A_P_2_6,M3_Al_0_2,M3_Ca_0_2,M3_Fe_0_2,M3_K_0_2,M3_Mg_0_2,M3_P_0_2,M3_Al_2_6,M3_Ca_2_6,M3_Fe_2_6,M3_K_2_6,M3_Mg_2_6,M3_P_2_6,TOC_0_2,IC_0_2,TN_0_2,TOC_2_6,IC_2_6,TN_2_6
1.072070003,110.6589966,1.693560004,236.0769958,40.18180084,5.160029888,0.99496299,92.10310364,1.321460009,205.6029968,32.63499832,3.155790091,66.82689667,3385.929932,6.443270206,66.63839722,49.09199905,5.140979767,57.78979874,3661.330078,6.549250126,66.98539734,47.87799835,3.527970076,383.348999,3538.040039,52.90589905,532.9299927,161.6329956,14.10159969,373.8569946,3570.360107,64.53199768,448.8439941,159.901001,7.272679806,162.4900055,65.22370148,20.20879936,146.6100006,81.64050293,17.65099907
0.920570016,106.5940018,1.661450028,239.0370026,41.55789948,5.015779972,0.873587012,89.1697998,1.341349959,204.5110016,34.16130066,3.141750097,66.24880219,3253.919922,6.216219902,65.07420349,55.20930099,5.151229858,56.1495018,3468.51001,5.825500011,68.19210052,53.32360077,3.525000095,341.3680115,3504.580078,50.75479889,521.1019897,165.5599976,12.77649975,344.5490112,3276.080078,64.24320221,409.0159912,148.970993,6.305729866,157.5639954,62.83229828,19.94129944,145.298996,77.93060303,17.45179939
1.020120025,56.93709946,1.703680038,230.3509979,22.17259979,3.126049995,0.743102014,90.16259766,1.325139999,222.9179993,35.53290176,3.372539997,63.05319977,3095.719971,5.697209835,63.16540146,58.53219986,5.038509846,56.91109848,3130.219971,5.530700207,67.67890167,57.4917984,4.072400093,295.4989929,3447.129883,47.41880035,496.394989,160.4320068,11.31750011,290.5849915,3547.399902,53.98329926,466.427002,161.8240051,6.970059872,158.2070007,58.83430099,20.18840027,149.3650055,71.46530151,19.96310043
0.922856987,111.163002,1.659759998,239.2070007,43.7195015,5.209119797,0.898757994,91.19139862,1.341169953,205.3370056,34.15309906,3.135349989,67.24970245,3279.459961,6.374879837,65.021698,50.02000046,5.107160091,55.74229813,3533.080078,6.031199932,68.06890106,48.65589905,3.527899981,341.552002,3513.280029,50.89989853,531.8629761,166.8829956,13.01980019,347.3590088,3193.889893,67.13089752,394.2319946,146.9759979,6.008180141,159.326004,63.22119904,19.9993,146.2700043,78.35089874,17.83659935
0.662132978,104.5680008,1.514150023,238.651001,43.0965004,4.68844986,0.756237984,94.57129669,1.311759949,207.2510071,39.03089905,3.17366004,64.60449982,2969.459961,5.616390228,58.49069977,40.94260025,4.955589771,51.37879944,3115.370117,4.87443018,67.11689758,39.76250076,4.05065012,173.5540009,3486.169922,41.58160019,521.7650146,177.8789978,9.256329536,190.0529938,2607.790039,69.22820282,286.0840149,136.3589935,2.541049957,163.8300018,57.57699966,19.58869934,154.7920074,66.79489899,19.83250046
0.852096975,104.4509964,1.648259997,238.9689941,41.38850021,4.831669807,0.806765974,88.14029694,1.340860009,203.947998,35.09909821,3.122610092,65.86450195,3180.350098,6.09773016,64.11389923,58.07939911,5.20717001,56.20610046,3364.01001,5.613729954,68.25789642,56.0807991,3.628319979,319.8389893,3488.580078,49.92630005,511.2569885,167.4490051,12.12460041,330.9830017,3242.610107,63.35599899,403.8179932,148.3240051,5.910709858,154.5480042,61.32799911,19.89940071,145.0509949,75.61190033,17.32769966
0.709531009,104.8349991,1.517289996,238.2220001,43.3728981,4.872139931,0.768929005,93.43299866,1.311579943,205.947998,38.2621994,3.161950111,65.17960358,3002.909912,5.670979977,59.19869995,44.12129974,5.093810081,51.77759933,3179.97998,5.025629997,67.23439789,42.85559845,4.030379772,209.5220032,3487.820068,44.04809952,511.506012,176.072998,10.34300041,227.0500031,2754.530029,69.13130188,312.6539917,138.5070038,3.077519894,161.2100067,58.42610168,19.50079918,153.1170044,68.50509644,19.21899986
1.325049996,32.87630081,1.74695003,227.9589996,5.312220097,2.558759928,0.975879014,103.1549988,1.328150034,236.9559937,36.00979996,3.529629946,62.93640137,3228.969971,5.847439766,64.84410095,38.12490082,4.864880085,59.08890152,3306.219971,6.387819767,67.26490021,38.62139893,4.086030006,287.8200073,3447.850098,45.45800018,547.1950073,163.095993,12.39340019,254.2259979,3542.419922,50.62659836,482.3880005,160.2810059,7.861859798,175.3739929,58.24520111,20.44009972,155.0209961,71.43489838,21.58849907
1.321020007,78.83609772,1.750259995,233.3509979,20.63809967,3.961709976,1.136459947,100.4369965,1.325989962,222.072998,33.77149963,3.366739988,64.16950226,3432.23999,6.150139809,68.05329895,37.94689941,4.863490105,61.59090042,3615.580078,7.077340126,66.9878006,38.35179901,3.499850035,342.1700134,3497.409912,48.9233017,559.6619873,159.7619934,13.64009953,310.9710083,3574.570068,57.68050003,471.4899902,159.0079956,8.109069824,172.5480042,63.12070084,20.47629929,149.9779968,79.19270325,19.68910027
0.890896022,82.78450012,1.677719951,239.029007,31.11829948,3.288120031,0.723026991,88.88639832,1.326410055,215.2440033,36.48329926,3.251729965,61.84519958,2999.76001,5.408939838,61.43690109,61.15670013,4.792640209,67.11540222,2911.360107,6.080279827,67.32289886,60.78369904,4.008029938,245.2409973,3426.199951,44.4109993,499.0650024,164.7299957,9.395770073,250.0700073,3360.48999,52.73669815,451.4689941,155.0319977,6.239019871,160.2830048,58.83909988,20.47100067,150.996994,70.75450134,20.64369965
