Ols_Al_0_2,Ols_Ca_0_2,Ols_Fe_0_2,Ols_K_0_2,Ols_Mg_0_2,Ols_P_0_2,Ols_Al_2_6,Ols_Ca_2_6,Ols_Fe_2_6,Ols_K_2_6,Ols_Mg_2_6,Ols_P_2_6,H3A_Al_0_2,H3A_Ca_0_2,H3A_Fe_0_2,H3A_K_0_2,H3A_Mg_0_2,H3A_P_0_2,H3A_Al_2_6,H3A_Ca_2_6,H3A_Fe_2_6,H3A_K_2_6,H3A_Mg_2_6,H3A_P_2_6,M3_Al_0_2,M3_Ca_0_2,M3_Fe_0_2,M3_K_0_2,M3_Mg_0_2,M3_P_0_2,M3_Al_2_6,M3_Ca_2_6,M3_Fe_2_6,M3_K_2_6,M3_Mg_2_6,M3_P_2_6,TOC_0_2,IC_0_2,TN_0_2,TOC_2_6,IC_2_6,TN_2_6,PhosphorusTreatment
0.619455993,115.7269974,1.439919949,255.0249939,47.5326004,4.433829784,0.659384012,94.94830322,1.518110037,194.651001,44.69940186,0.0,80.32530212,2503.139893,8.934189796,61.20769882,50.66770172,29.84679985,73.4469986,2545.5,8.50658989,62.18930054,49.97520065,23.54929924,117.4029999,2951.419922,38.66740036,456.1130066,182.8159943,10.82820034,86.0719986,2976.48999,47.81760025,371.4169922,179.25,6.371920109,165.0789948,49.63119888,17.70199966,148.3309937,61.56159973,18.22200012,0.0
1.249619961,103.7699966,1.72258997,234.2709961,36.42839813,5.701509953,1.109820008,126.0230026,1.341789961,207.3059998,49.47919846,0.0,91.78500366,2953.300049,11.4343996,81.01689911,53.37609863,42.02479935,117.512001,2857.790039,16.23469925,67.48370361,50.71969986,31.75029945,368.7529907,3017.300049,70.4272995,463.7160034,191.1049957,20.07460022,359.5079956,3128.370117,74.30529785,387.1000061,172.7590027,11.05210018,179.7599945,47.82989883,19.55170059,151.0700073,58.90660095,19.16410065,0.0
0.685555995,104.4400024,1.497220039,233.8600006,40.8443985,4.069839954,0.696533024,97.17990112,1.473639965,206.7819977,39.28229904,0.0,72.35420227,2677.879883,7.550069809,55.83409882,42.95899963,6.530519962,77.21479797,2629.830078,7.895050049,66.72779846,41.90250015,5.551750183,156.3560028,3235.439941,40.84280014,522.3920288,175.3300018,9.451459885,160.2189941,2993.030029,55.05479813,390.8340149,153.3919983,5.240640163,170.3609924,54.80889893,20.24150085,158.4019928,64.88629913,20.66790009,0.0
0.945057988,76.16570282,1.707929969,232.776001,25.29730034,2.947710037,0.742766976,93.54679871,1.32475996,218.0180054,36.84830093,0.0,61.4571991,2995.51001,5.333310127,61.6529007,50.83209991,4.883639812,69.00260162,2900.429932,6.290969849,67.06130219,51.02700043,4.198740005,215.6490021,3393.699951,41.50659943,527.9290161,164.8609924,8.91106987,212.0709991,3528.689941,49.70370102,471.4200134,164.2420044,6.350249767,167.2910004,57.96289825,20.42270088,153.3439941,69.86090088,20.96870041,0.0
0.54922998,131.8639984,1.313549995,249.8139954,59.67160034,6.113689899,0.71243602,93.02130127,1.511739969,178.098999,49.93289948,0.0,118.6409988,1638.900024,15.89789963,60.58110046,60.22159958,38.11500168,87.42700195,1597.51001,11.10039997,60.78340149,67.50710297,29.48889923,319.7099915,2630.330078,62.93590164,406.1170044,204.1199951,19.55270004,282.3080139,2658.429932,71.37779999,297.7179871,186.0429993,9.68585968,182.8690033,40.2112999,17.06329918,144.8220062,52.17459869,16.86739922,0.0
0.542788029,128.8370056,1.31298995,250.0200043,56.53919983,5.661709785,0.715115011,91.84049988,1.51244998,179.5700073,48.40660095,0.0,113.5049973,1720.280029,14.98639965,59.93780136,55.46080017,36.57730103,79.97389984,1736.650024,9.368249893,60.74879837,63.67630005,28.27160072,266.6390076,2673.830078,54.06140137,414.5690002,200.0879974,17.18939972,223.1990051,2676.600098,63.95059967,303.9949951,185.447998,8.783789635,181.4859924,41.54679871,17.04590034,145.6950073,53.32720184,16.92869949,11.3
0.607605994,123.2149963,1.344670057,249.7870026,54.0727005,5.818099976,0.614775002,98.82910156,1.499300003,181.2740021,51.0121994,0.0,111.677002,1854.400024,14.9126997,64.09880066,67.78939819,41.98149872,111.3990021,1857.180054,14.53180027,60.57929993,72.54750061,32.99100113,314.2290039,2540.939941,62.35620117,344.3800049,197.0789948,20.37470055,283.348999,2635.919922,69.875,281.0480042,188.1670074,10.70219994,160.2810059,37.8404007,16.77059937,139.8029938,50.42559814,14.94320011,0.0
0.860530019,108.7279968,1.58949995,221.371994,43.14619827,4.579080105,0.788721025,101.5169983,1.464630008,202.4889984,43.5243988,0.0,80.37999725,2650.100098,9.238690376,68.42780304,57.64260101,34.68280029,89.23049927,2558.77002,10.95339966,66.24720001,55.52899933,26.76280022,275.5289917,3051.76001,54.22790146,451.6199951,182.7429962,14.75,256.45401,3079.040039,61.26380157,383.8299866,174.7769928,8.540860176,168.6959991,48.3893013,18.62739944,148.927002,60.65660095,19.05990028,33.8
0.547324002,131.0370026,1.31317997,249.9060059,58.3268013,5.95675993,0.710228026,93.10099792,1.511780024,178.4029999,49.43870163,0.0,116.586998,1666.660034,15.56280041,60.40940094,58.34280014,37.81679916,88.9265976,1644.560059,11.04819965,60.7745018,66.87509918,29.29870033,307.6600037,2634.22998,60.63809967,405.0429993,202.302002,18.99060059,269.6350098,2661.810059,69.46669769,298.5109863,185.8139954,9.555560112,182.2100067,40.35820007,17.03989983,144.9810028,52.29510117,16.77050018,0.0
0.535993993,123.5599976,1.313320041,250.401001,52.01200104,4.962659836,0.73230499,90.71260071,1.513659954,182.779007,46.52830124,0.0,104.2080002,1923.829956,13.38729954,59.05950165,46.96269989,33.83160019,71.36660004,2026.699951,7.225880146,60.70999908,53.66640091,26.07439995,179.522995,2735.199951,41.39250183,428.993988,192.8970032,13.95930004,124.5979996,2712.139893,52.05289841,317.105011,184.4660034,7.60352993,178.8119965,43.60520172,17.04240036,147.8650055,55.34550095,17.30620003,0.0
0.602514982,129.8329926,1.334059954,250.6060028,55.87210083,5.826270103,0.625873029,97.65090179,1.499969959,179.4629974,50.91699982,0.0,114.5490036,1728.02002,15.36699963,63.01689911,61.01110077,41.9858017,113.6849976,1736.959961,15.12819958,60.43560028,80.88529968,33.12540054,350.1419983,2535.459961,64.8585968,347.7980042,198.1580048,20.76950073,325.3059998,2629.469971,72.20279694,280.0320129,188.2169952,10.7791996,168.4089966,37.52500153,16.76350021,140.503006,50.46680069,14.62870026,0.0
0.748418987,136.5859985,1.358999968,252.5169983,58.23559952,6.180119991,0.834217012,113.1320038,1.539029956,184.6549988,53.65719986,0.0,101.8539963,2318.870117,13.36600018,68.18939972,57.41989899,45.78089905,113.2220001,2348.639893,16.9477005,60.86169815,53.13159943,35.38399887,206.220993,2597.310059,57.01029968,362.9920044,200.5149994,19.23290062,166.7960052,2658.51001,63.40039825,299.2250061,187.6210022,10.56089973,166.7590027,40.1678009,16.47299957,143.826004,51.01269913,16.2329998,22.5
0.549799979,118.189003,1.318079948,250.4450073,51.34109879,4.628739834,0.723468006,90.14810181,1.515619993,187.3240051,47.24079895,0.0,97.12120056,2171.909912,12.24250031,59.08810043,43.31079865,31.69720078,66.97840118,2305.139893,6.867479801,60.76169968,46.74060059,24.42959976,136.8630066,2766.209961,37.47689819,430.25,189.8789978,12.84300041,74.79450226,2750.899902,45.75780106,330.9349976,184.0720062,7.218530178,172.6150055,44.93080139,17.12339973,148.477005,57.56150055,17.87319946,0.0
0.594081998,119.4889984,1.326050043,249.8470001,51.34030151,4.634829998,0.724303007,95.95040131,1.51959002,190.2510071,47.88669968,0.0,90.26200104,2347.300049,11.18770027,60.98849869,44.66540146,33.61869812,73.67489624,2452.169922,9.43035984,60.96160126,44.1271019,25.86669922,112.2480011,2795.580078,38.55270004,423.8739929,190.7689972,12.39949989,60.1977005,2755.399902,45.25930023,335.4769897,183.697998,7.109429836,164.7070007,45.18740082,17.20219994,146.4900055,57.47169876,17.68729973,0.0
