Ols_Al_0_2,Ols_Ca_0_2,Ols_Fe_0_2,Ols_K_0_2,Ols_Mg_0_2,Ols_P_0_2,Ols_Al_2_6,Ols_Ca_2_6,Ols_Fe_2_6,Ols_K_2_6,Ols_Mg_2_6,Ols_P_2_6,H3A_Al_0_2,H3A_Ca_0_2,H3A_Fe_0_2,H3A_K_0_2,H3A_Mg_0_2,H3A_P_0_2,H3A_Al_2_6,H3A_Ca_2_6,H3A_Fe_2_6,H3A_K_2_6,H3A_Mg_2_6,H3A_P_2_6,M3_Al_0_2,M3_Ca_0_2,M3_Fe_0_2,M3_K_0_2,M3_Mg_0_2,M3_P_0_2,M3_Al_2_6,M3_Ca_2_6,M3_Fe_2_6,M3_K_2_6,M3_Mg_2_6,M3_P_2_6,TOC_0_2,IC_0_2,TN_0_2,TOC_2_6,IC_2_6,TN_2_6,PhosphorusTreatment
1.039319992,87.85679626,1.320530057,617.9899902,75.09889984,55.37919998,1.089810014,74.58450317,1.306810021,450.5950012,64.17939758,49.6957016,31.41080093,2144.620117,3.608999968,240.8919983,96.22049713,28.51679993,37.29809952,2185.850098,4.229660034,164.9790039,85.10070038,22.22929955,141.0440063,4034.179932,35.42259979,818.8250122,272.5419922,174.0059967,173.8690033,4046.830078,42.8390007,641.5150146,243.6289978,143.7960052,349.7890015,115.4100037,51.59069824,351.2359924,133.2220001,50.36439896,6.8
1.09860003,81.83409882,1.368479967,629.8099976,75.00689697,58.75289917,1.205010056,72.38359833,1.493749976,508.9609985,67.31510162,57.62540054,27.88549995,2146.02002,3.863460064,256.9070129,97.05619812,27.61120033,35.80390167,2192.909912,4.192619801,197.3280029,89.31169891,24.55520058,116.1520004,4057.969971,35.30590057,867.0599976,270.006012,174.5200043,149.3009949,4076.050049,43.73130035,726.3670044,250.6840057,157.9349976,348.9679871,124.7819977,47.72900009,352.8800049,142.5509949,51.87509918,0.0
1.040410042,86.86669922,1.326810002,618.4290161,74.66329956,55.45069885,1.091969967,73.58139801,1.308349967,452.7780151,63.69839859,49.94260025,31.17880058,2154.120117,3.66283989,241.4660034,97.45279694,29.94239998,37.4239006,2199.439941,4.311160088,164.3139954,85.48470306,22.21229935,138.272995,4041.909912,37.43130112,818.4210205,278.7890015,176.470993,171.6109924,4057.850098,44.16019821,637.8530273,247.0800018,143.6069946,349.8240051,114.8570023,52.00320053,351.2250061,133.0079956,50.29959869,0.0
1.200989962,80.53900146,1.355000019,628.7600098,74.80339813,58.35240173,1.297909975,72.30020142,1.542150021,504.7340088,67.76930237,56.42070007,27.66690063,2136.26001,3.838920116,255.6100006,96.31140137,28.32760048,35.79230118,2184.02002,4.153920174,197.151001,88.55490112,24.61870003,116.9380035,4043.590088,33.32690048,863.0709839,268.4230042,172.7339935,151.1860046,4065.709961,43.17710114,728.8140259,249.625,153.701004,345.0409851,126.1689987,47.46849823,344.8280029,143.6199951,51.3390007,10.1
1.012830019,81.86049652,1.375560045,651.0120239,74.51139832,60.90739822,1.125,72.72540283,1.435330033,506.2430115,67.2338028,56.56779861,28.11020088,2149.199951,3.914690018,256.8320007,98.01170349,27.73609924,36.30569839,2193.919922,4.140059948,194.048996,89.15480042,24.8076992,114.5950012,4066.469971,37.32009888,871.3480225,272.9660034,177.9730072,148.7369995,4087.689941,44.48130035,721.0880127,253.927002,154.1000061,355.2000122,124.2549973,48.64479828,351.928009,142.201004,51.19820023,3.4
1.040949941,86.76100159,1.330749989,618.6489868,74.75479889,55.46920013,1.093209982,73.66629791,1.31151998,455.302002,63.92620087,50.16930008,31.07570076,2153.560059,3.673759937,241.8840027,97.35710144,29.73900032,37.31259918,2198.379883,4.301879883,166.1210022,85.66840363,22.37240028,137.3329926,4043.719971,37.34859848,820.0529785,278.105011,176.0579987,170.4420013,4058.290039,44.12689972,642.9769897,247.3609924,144.3029938,349.8720093,115.3759995,51.78699875,351.2780151,133.473999,50.35369873,0.0
1.202990055,80.96790314,1.378290057,629.1010132,74.67320251,58.38159943,1.301079988,72.42259979,1.544890046,507.2890015,67.39600372,56.6310997,28.23150063,2143.870117,3.879460096,254.3240051,96.60369873,28.0923996,35.44469833,2188.370117,4.182250023,197.3200073,88.86769867,24.79809952,116.7519989,4057.01001,35.33570099,860.382019,270.9330139,172.3040009,149.0140076,4074.5,43.95619965,726.7650146,252.9530029,153.8739929,345.0960083,124.9649963,47.63029861,344.8630066,142.3350067,51.29259872,0.0
1.037950039,88.88950348,1.313259959,617.4710083,75.50360107,55.29809952,1.087069988,75.56710052,1.304239988,447.6579895,64.58580017,49.37770081,31.62859917,2135.48999,3.551929951,240.223999,95.04949951,27.28440094,37.27529907,2173.189941,4.153120041,165.2310028,84.68609619,22.2227993,144.0299988,4026.300049,33.47700119,819.1160278,266.5899963,171.7310028,176.6300049,4035.75,41.56560135,644.6680298,240.1179962,143.9089966,349.7449951,115.8339996,51.25049973,351.2420044,133.3119965,50.42499924,0.0
1.013669968,81.87909698,1.375609994,651.117981,74.49710083,60.91149902,1.12677002,72.61840057,1.436679959,507.1579895,67.04160309,56.65430069,28.34259987,2151.330078,3.919630051,256.0509949,98.01399994,27.70400047,36.09019852,2194.820068,4.162040234,194.2250061,89.25659943,24.83569908,114.8840027,4071.850098,37.62779999,869.9279785,273.7529907,177.2839966,147.822998,4091.0,44.62350082,720.4810181,255.0160065,154.1210022,355.2179871,123.9319992,48.64120102,351.9419861,141.8910065,51.1780014,3.4
1.013210058,81.88249969,1.374869943,651.0510254,74.51439667,60.90779877,1.125810027,72.68759918,1.43603003,506.6640015,67.15619659,56.60929871,28.22730064,2149.699951,3.914400101,256.5100098,97.9681015,27.68650055,36.18239975,2193.699951,4.147699833,194.2630005,89.19599915,24.8173008,114.8209991,4068.459961,37.36819839,870.7919922,273.1400146,177.576004,148.3309937,4088.72998,44.49380112,721.059021,254.3150024,154.1340027,355.2059937,124.0759964,48.62060165,351.9339905,142.0350037,51.19189835,3.4
1.201269984,80.82830048,1.360360026,628.8280029,74.82309723,58.35889816,1.298220038,72.42819977,1.542819977,505.2630005,67.71340179,56.47299957,27.84140015,2136.080078,3.836570024,255.6690063,96.26300049,28.10950089,35.64780045,2182.439941,4.145999908,197.673996,88.61489868,24.62999916,117.3420029,4044.370117,33.51380157,863.1970215,268.2390137,172.621994,150.871994,4065.719971,43.15000153,729.2449951,249.7920074,153.8820038,345.052002,125.5230026,47.4457016,344.8320007,142.9920044,51.34209824,10.1
