Ols_Al_0_2,Ols_Ca_0_2,Ols_Fe_0_2,Ols_K_0_2,Ols_Mg_0_2,Ols_P_0_2,Ols_Al_2_6,Ols_Ca_2_6,Ols_Fe_2_6,Ols_K_2_6,Ols_Mg_2_6,Ols_P_2_6,H3A_Al_0_2,H3A_Ca_0_2,H3A_Fe_0_2,H3A_K_0_2,H3A_Mg_0_2,H3A_P_0_2,H3A_Al_2_6,H3A_Ca_2_6,H3A_Fe_2_6,H3A_K_2_6,H3A_Mg_2_6,H3A_P_2_6,M3_Al_0_2,M3_Ca_0_2,M3_Fe_0_2,M3_K_0_2,M3_Mg_0_2,M3_P_0_2,M3_Al_2_6,M3_Ca_2_6,M3_Fe_2_6,M3_K_2_6,M3_Mg_2_6,M3_P_2_6,TOC_0_2,IC_0_2,TN_0_2,TOC_2_6,IC_2_6,TN_2_6,PhosphorusTreatment
1.43592,181.8679962,1.417549968,479.4599915,166.3589935,35.21820068,1.552590013,164.0180054,1.63812995,347.3429871,167.8670044,30.62229919,117.3280029,1543.77002,14.40509987,128.6679993,115.3820038,137.9889984,123.2190018,1547.150024,18.89669991,85.15350342,109.9680023,99.50669861,473.4849854,3406.25,59.88230133,691.8170166,464.4110107,184.6809998,515.9429932,3455.600098,77.353302,561.4660034,459.5950012,145.6730042,202.2910004,47.75360107,26.93490028,187.7089996,61.01139832,22.18639946,16.9
1.503579974,174.5279999,1.756829977,534.7949829,142.3509979,31.75449944,1.363590002,144.0839996,1.311300039,374.2449951,136.3139954,20.90229988,74.81340027,1795.73999,6.604609966,157.927002,109.2050018,58.35910034,64.66729736,1693.76001,6.010640144,94.0089035,93.20899963,25.5156002,418.5390015,3703.909912,49.50329971,816.0200195,420.29599,149.5149994,452.8120117,3821.72998,61.69540024,669.7650146,400.1099854,99.55770111,212.4859924,60.29550171,27.81439972,188.7250061,77.8640976,24.8920002,0.0
1.353870034,195.1199951,1.388380051,496.6080017,164.7539978,36.12850189,1.457239985,174.0149994,1.628579974,342.4899902,162.5639954,30.13260078,130.6049957,1465.26001,17.84359932,137.3769989,113.3789978,179.5299988,137.3419952,1517.930054,22.79409981,86.90000153,107.2870026,116.7490005,500.9599915,3276.070068,71.05609894,735.2219849,473.0440063,209.4170074,545.8619995,3348.290039,85.72859955,560.4000244,462.394989,155.4429932,206.8500061,45.33739853,29.98880005,191.5050049,59.4192009,23.70079994,5.6
1.326390028,200.0279999,1.380429983,494.7460022,165.4980011,35.94879913,1.435850024,182.3159943,1.627550006,347.9060059,163.897995,30.37170029,136.1369934,1437.569946,18.70299911,137.326004,113.4400024,184.9380035,141.6499939,1517.069946,23.59059906,86.96769714,107.3000031,117.5029984,500.6560059,3313.800049,69.67299652,738.2600098,481.9519958,209.6609955,548.6229858,3389.060059,85.68900299,579.5819702,472.4089966,155.1820068,206.4689941,45.17720032,28.29840088,186.8190002,59.70299911,22.89209938,5.6
1.343379974,191.6940002,1.383419991,487.6960144,165.423996,35.16590118,1.521020055,178.9100037,1.591930032,365.1860046,165.9649963,30.96809959,110.8000031,1553.920044,14.04759979,135.1000061,114.8440018,124.0979996,121.0139999,1533.530029,19.59749985,86.10849762,108.9589996,106.4140015,484.1149902,3569.75,62.68930054,720.8109741,480.0270081,184.8289948,528.7470093,3588.370117,81.71949768,613.6829834,476.5939941,150.4329987,206.3040009,48.45220184,26.7859993,183.7940063,60.74110031,22.10280037,0.0
1.382369995,189.3509979,1.40486002,493.9200134,165.1710052,36.16059875,1.49289,169.4929962,1.630059958,344.6719971,164.4940033,30.31010056,124.4789963,1501.75,16.42790031,134.8739929,113.6470032,163.4089966,131.3630066,1519.849976,20.92180061,86.87740326,107.4160004,109.4560013,486.0010071,3315.899902,65.84429932,716.5759888,465.6789856,200.6929932,529.0189819,3379.570068,81.38189697,556.78302,456.9920044,152.0310059,206.6959991,46.18880081,28.89579964,191.5249939,59.78779984,23.27729988,0.0
1.432610035,175.4490051,1.651990056,508.9590149,129.8820038,30.50359917,1.334380031,147.8679962,1.333299994,350.2080078,123.7979965,18.73209953,76.12650299,1760.910034,6.335999966,144.147995,105.3290024,59.41450119,72.5963974,1682.810059,6.702179909,93.2335968,92.54560089,21.47249985,446.973999,3656.790039,55.32170105,832.2810059,417.2200012,152.3730011,468.8200073,3799.179932,66.09300232,676.2529907,399.3359985,90.59760284,211.1150055,60.77349854,32.08660126,190.1029968,82.36370087,28.03829956,0.0
1.258149981,214.173996,1.349470019,504.4729919,164.3439941,36.05870056,1.327849984,185.0930023,1.624539971,328.6180115,158.9299927,29.04529953,154.6880035,1339.98999,22.35440063,144.7879944,112.7060013,238.9049988,159.9900055,1511.97998,27.5862999,86.89949799,106.9179993,133.0549927,532.9470215,3116.27002,82.34339905,773.2420044,492.6199951,236.9290009,582.565979,3245.409912,94.13330078,559.4760132,475.7780151,162.0950012,207.2879944,42.46630096,32.58250046,188.5930023,58.7234993,24.59079933,11.3
1.493100047,171.0740051,1.67343998,513.6240234,129.595993,30.64080048,1.381880045,142.8110046,1.335530043,355.8139954,123.3909988,18.51199913,75.8214035,1775.339966,6.413599968,146.8730011,105.4120026,55.3689003,71.34159851,1681.469971,6.647089958,93.17720032,92.43080139,21.60519981,446.9370117,3641.219971,56.81370163,832.6160278,413.7290039,148.5820007,469.1560059,3763.26001,66.88970184,674.9520264,396.3349915,90.71829987,211.2929993,61.26390076,31.3281002,191.1569977,82.30930328,27.23209953,0.0
1.608389974,161.8950043,1.793009996,528.7650146,139.3730011,31.48139954,1.482480049,137.4069977,1.343930006,384.8190002,134.4179993,21.93059921,74.95149994,1799.969971,6.485010147,153.3569946,108.5670013,57.73529816,66.95950317,1675.829956,6.14703989,92.9897995,92.1957016,27.14489937,420.072998,3628.199951,50.52669907,810.4160156,405.1199951,148.0,449.821991,3733.419922,62.10250092,664.5059814,388.5320129,101.2659988,211.2350006,59.26079941,28.88459969,191.0709991,77.10829926,25.9734993,0.0
