Ols_Al_0_2,Ols_Ca_0_2,Ols_Fe_0_2,Ols_K_0_2,Ols_Mg_0_2,Ols_P_0_2,Ols_Al_2_6,Ols_Ca_2_6,Ols_Fe_2_6,Ols_K_2_6,Ols_Mg_2_6,Ols_P_2_6,H3A_Al_0_2,H3A_Ca_0_2,H3A_Fe_0_2,H3A_K_0_2,H3A_Mg_0_2,H3A_P_0_2,H3A_Al_2_6,H3A_Ca_2_6,H3A_Fe_2_6,H3A_K_2_6,H3A_Mg_2_6,H3A_P_2_6,M3_Al_0_2,M3_Ca_0_2,M3_Fe_0_2,M3_K_0_2,M3_Mg_0_2,M3_P_0_2,M3_Al_2_6,M3_Ca_2_6,M3_Fe_2_6,M3_K_2_6,M3_Mg_2_6,M3_P_2_6,TOC_0_2,IC_0_2,TN_0_2,TOC_2_6,IC_2_6,TN_2_6
0.354189008,37.08810043,0.905811012,256.3900146,25.50550079,6.375770092,0.340213001,31.3010006,0.738183022,207.9949951,20.72960091,4.225019932,41.06510162,1967.130005,4.112810135,66.32369995,41.32030106,2.164459944,47.85850143,1982.150024,4.910490036,55.23400116,38.55049896,1.628180027,83.28859711,4068.659912,29.93199921,399.2720032,130.0619965,14.16079998,123.8690033,4019.72998,41.68019867,356.3049927,121.8889999,8.767789841,228.1690063,98.61969757,41.77959824,222.8919983,113.2910004,41.68239975
0.464655012,42.86589813,0.878540993,279.5690002,27.61499977,6.628059864,0.548790991,34.16880035,0.969235003,215.2510071,23.76869965,4.383110046,34.97460175,2195.649902,4.56867981,69.91429901,42.4109993,3.916229963,40.08280182,2182.300049,4.967750072,52.03590012,39.91609955,1.735890031,85.98770142,4323.970215,31.40999985,398.6270142,127.4769974,14.79740047,111.5899963,4358.700195,42.29510117,348.9920044,117.1200027,9.071840286,225.0319977,107.0690002,136.9700012,207.9309998,117.9179993,48.63880157
0.310056001,37.62409973,0.992021978,241.5549927,27.33919907,6.125349998,0.294342995,30.8491993,0.789304972,199.6710052,20.1821003,3.915990114,49.6556015,1936.369995,4.255819798,65.75219727,41.49010086,1.982249975,53.6291008,1959.689941,4.67784977,53.72719955,36.17860031,1.628239989,131.1710052,4042.649902,31.1590004,403.8640137,135.2940063,14.61750031,159.5039978,3990.469971,41.71099854,360.5950012,121.2139969,7.72536993,245.6199951,96.88059998,43.37870026,224.7339935,106.9380035,38.02730179
0.382156998,43.10380173,0.812550008,272.3099976,27.23110008,6.25398016,0.464931011,35.1385994,0.894769013,210.6529999,22.99329948,4.186399937,39.80080032,2074.899902,4.443500042,67.57559967,40.8830986,2.826699972,45.17240143,2080.48999,4.92016983,52.07310104,38.09619904,1.61421001,109.2269974,4225.810059,30.71419907,393.9440002,126.7080002,14.08590031,146.2250061,4224.359863,42.23389816,350.3120117,115.8850021,8.820389748,223.9459991,100.4229965,103.9039993,211.9649963,112.9290009,43.80739975
0.455336988,42.93489838,0.878293991,281.973999,27.36070061,6.612579823,0.56369698,34.35979843,1.036339998,215.177002,23.59259987,4.368669987,36.01910019,2190.219971,4.51444006,70.78869629,42.38249969,3.718590021,41.07360077,2182.620117,4.966700077,52.21849823,39.52420044,1.71171999,91.28479767,4310.129883,31.40139961,398.5480042,127.3880005,14.79539967,117.413002,4349.560059,42.30080032,349.0979919,116.302002,9.066940308,224.8569946,106.9140015,140.6159973,206.7149963,117.2139969,48.84410095
0.261487007,46.66630173,0.665463984,263.4630127,27.85700035,5.694009781,0.359692991,37.32770157,0.838149011,208.677002,22.05559921,3.88951993,52.38890076,1976.449951,4.338039875,68.11820221,40.02399826,1.979799986,57.64379883,2003.839966,4.806990147,50.12739944,35.41519928,1.48229003,182.5749969,4105.589844,30.70590019,399.6610107,129.6320038,13.48999977,237.345993,4067.580078,42.26380157,354.1749878,115.137001,8.645159721,220.1929932,90.37909698,137.1600037,204.6000061,103.8199997,47.11940002
0.359627992,50.02809906,0.677071989,279.57901,29.4673996,5.923630238,0.502053976,41.18460083,0.923810005,206.3549957,23.94720078,4.077799797,40.78630066,1988.859985,4.593029976,67.71250153,40.0141983,2.456720114,46.82339859,2022.47998,5.059800148,50.88079834,37.30379868,1.503059983,150.9980011,4185.580078,30.3253994,388.7999878,120.8509979,13.8380003,202.177002,4198.959961,43.53770065,348.5130005,110.0410004,8.77200985,214.0130005,95.52200317,140.5980072,199.2220001,105.7279968,42.55540085
0.403490007,43.80070114,0.831399977,280.6719971,27.68880081,6.45938015,0.500307024,35.29050064,0.920705974,215.2819977,23.35460091,4.310850143,37.38949966,2110.669922,4.6072402,69.20909882,41.71860123,3.123359919,42.66180038,2108.899902,4.913949966,52.10710144,38.55350113,1.653149962,103.3310013,4279.109863,31.0760994,396.4100037,125.6299973,14.52210045,137.0070038,4285.220215,42.36619949,348.401001,114.2030029,9.104660034,225.253006,102.185997,113.2590027,215.9629974,115.262001,44.79869843
0.333712012,34.91680145,0.924679995,254.871994,25.26679993,6.354879856,0.323969007,28.52589989,0.759738982,207.3699951,19.07029915,4.24864006,43.63539886,1964.5,4.120739937,68.95970154,42.27799988,2.044090033,50.18849945,1972.819946,4.794990063,55.99769974,38.17860031,1.622359991,88.59570313,4047.399902,30.13999939,409.7980042,134.75,14.2468996,128.802002,3974.52002,42.14929962,360.7569885,122.8349991,8.824099541,228.6329956,97.57839966,42.81729889,224.5269928,111.3099976,41.35390091
0.234484002,45.02180099,0.685204029,250.9720001,27.45610046,5.608379841,0.275833011,35.44860077,0.744916022,204.8470001,21.33279991,3.874170065,57.43989944,1933.530029,4.242259979,67.3214035,39.40299988,1.827160001,62.76720047,1961.630005,4.764359951,50.19749832,34.97159958,1.488839984,196.0370026,4060.73999,30.44389915,401.3999939,133.4029999,13.43789959,256.1260071,3984.199951,42.06069946,358.8500061,118.3779984,8.578989983,222.0,87.57849884,135.1959991,207.6380005,103.6299973,48.59230042
