Ols_Al_0_2,Ols_Ca_0_2,Ols_Fe_0_2,Ols_K_0_2,Ols_Mg_0_2,Ols_P_0_2,Ols_Al_2_6,Ols_Ca_2_6,Ols_Fe_2_6,Ols_K_2_6,Ols_Mg_2_6,Ols_P_2_6,H3A_Al_0_2,H3A_Ca_0_2,H3A_Fe_0_2,H3A_K_0_2,H3A_Mg_0_2,H3A_P_0_2,H3A_Al_2_6,H3A_Ca_2_6,H3A_Fe_2_6,H3A_K_2_6,H3A_Mg_2_6,H3A_P_2_6,M3_Al_0_2,M3_Ca_0_2,M3_Fe_0_2,M3_K_0_2,M3_Mg_0_2,M3_P_0_2,M3_Al_2_6,M3_Ca_2_6,M3_Fe_2_6,M3_K_2_6,M3_Mg_2_6,M3_P_2_6,TOC_0_2,IC_0_2,TN_0_2,TOC_2_6,IC_2_6,TN_2_6,PhosphorusTreatment
0.678848982,71.42379761,0.725426018,171.0189972,48.70299911,4.115869999,0.605802,71.13549805,0.720952988,158.3300018,54.60139847,3.26357007,70.11360168,1955.540039,4.850039959,61.65930176,61.04669952,4.049990177,68.58460236,2002.869995,5.149050236,50.21319962,62.87739944,2.264019966,333.9070129,3425.580078,42.29980087,430.4299927,231.9929962,15.66030025,393.1520081,3456.929932,56.35520172,396.0539856,235.5119934,9.299599648,216.0039978,67.27600098,38.25429916,196.1869965,81.39589691,42.80350113,9.0
0.772814989,73.332901,0.785341978,180.6580048,49.7507019,4.379570007,0.66892302,67.74289703,0.682825983,153.5299988,50.75130081,3.146359921,65.53350067,1971.599976,4.649680138,62.48329926,60.10070038,3.603919983,65.24890137,2018.369995,4.809770107,49.22669983,61.20550156,2.058300018,323.4719849,3486.47998,42.16930008,431.8859863,227.6190033,15.02840042,386.2520142,3500.320068,56.24079895,394.9349976,228.7109985,9.009280205,219.4360046,69.39890289,39.42380142,199.3950043,80.68720245,41.78150177,9.0
0.557398021,68.19200134,0.598975003,170.8300018,51.91120148,4.491829872,0.486425012,59.27199936,0.521574974,135.371994,47.67359924,2.737159967,72.32409668,1943.23999,4.996220112,62.5094986,61.57450104,4.253409863,69.82649994,1999.609985,5.152460098,49.76879883,63.41640091,2.368779898,341.5639954,3336.22998,41.91130066,428.0490112,231.5480042,15.91839981,397.0150146,3386.040039,54.83459854,392.5570068,234.5440063,9.208680153,208.0039978,66.07550049,38.44879913,190.3240051,80.10359955,40.63489914,9.0
0.969832003,78.27420044,1.048210025,183.602005,44.21160126,4.519070148,0.836009979,74.60790253,0.92158097,157.4470062,43.87369919,3.359790087,56.05830002,2021.949951,4.272840023,61.17499924,58.62189865,3.206690073,55.40159988,2062.330078,4.43200016,50.04840088,60.02170181,1.78550005,302.3059998,3663.659912,43.52750015,435.8190002,223.7779999,14.15639973,359.5979919,3647.699951,59.93880081,402.2690125,228.677002,8.894109726,217.7879944,74.91819763,39.22230148,205.9259949,82.74549866,42.25419998,9.0
0.866586983,76.02459717,0.847100019,191.7120056,51.73649979,4.787889957,0.794175982,68.75209808,0.777100027,158.052002,50.48970032,3.338670015,58.43450165,1995.959961,4.438220024,62.53910065,58.69210052,3.308370113,57.64839935,2046.51001,4.374420166,49.75040054,58.11230087,1.902240038,311.3630066,3566.48999,42.15969849,432.2430115,220.8439941,14.7251997,365.5090027,3553.939941,56.12149811,396.4549866,213.7290039,9.048669815,214.0249939,71.47160339,38.91030121,202.6900024,79.95189667,41.45909882,27.0
0.421418011,61.42449951,0.545795023,152.0980072,47.64300156,3.762850046,0.352591991,52.52830124,0.458198994,118.5419998,44.86149979,2.340359926,80.55059814,1902.25,5.301949978,64.07810211,62.770401,4.804969788,79.25589752,1953.160034,5.669610023,51.00189972,65.30110168,2.816930056,372.7260132,3260.02002,42.30950165,435.1659851,243.2819977,16.41469955,430.8559875,3331.459961,53.96080017,396.4039917,250.1390076,9.594369888,208.9620056,64.23519897,38.43040085,189.602005,77.25330353,40.82630157,18.0
1.050430059,80.84880066,1.120139956,191.5639954,44.50490189,4.634699821,0.943996012,76.48560333,0.967275977,161.2559967,43.85290146,3.448790073,52.50320053,2034.51001,4.082159996,61.06230164,57.27349854,2.896800041,52.11669922,2070.719971,4.103209972,50.02780151,57.33570099,1.672090054,294.2430115,3712.48999,43.67879868,434.7139893,218.7180023,13.72399998,343.769989,3685.290039,59.67549896,402.0979919,220.0189972,8.809300423,218.0440063,76.9489975,39.23759842,208.3370056,81.72550201,42.27600098,0.0
0.967746973,76.88459778,1.016549945,188.473999,46.67070007,4.688720226,0.938174009,73.51499939,0.92326802,163.0130005,45.01689911,3.454859972,54.18239975,2019.780029,4.320340157,59.70130157,56.68310165,2.904320002,54.06079865,2061.429932,4.277649879,49.50870132,57.44760132,1.712210059,292.4219971,3643.050049,42.33599854,426.7789917,215.0110016,13.45129967,351.1459961,3626.570068,57.6629982,400.8139954,217.0249939,8.821539879,212.2140045,74.13069916,38.40859985,202.6239929,80.85379791,41.88629913,27.0
1.001430035,82.09860229,1.154389977,190.2380066,45.79460144,5.174620152,0.849286973,76.95739746,1.037299991,160.5700073,44.02399826,3.523329973,51.27489853,2057.209961,4.414090157,61.31079865,60.58380127,2.964900017,51.52959824,2091.75,4.933129787,50.09109879,62.53310013,1.577229977,291.54599,3749.98999,45.08459854,443.0549927,229.6670074,14.74190044,366.8380127,3722.659912,63.77069855,408.8320007,236.0339966,9.030779839,218.6230011,78.05740356,39.31829834,209.3589935,86.98200226,42.52370071,0.0
1.03313005,84.70279694,1.177430034,196.5509949,46.84189987,5.456089973,0.899329007,78.27120209,1.082800031,162.9029999,44.08300018,3.600909948,49.66669846,2067.820068,4.354569912,61.29930115,60.5237999,2.817709923,50.43280029,2099.389893,4.921700001,50.09260178,62.25109863,1.496629953,288.1419983,3771.02002,45.9382019,444.2520142,229.3099976,14.7123003,361.7879944,3749.090088,64.6548996,409.8789978,235.654007,8.972700119,218.9190063,79.9016037,39.34090042,211.4759979,87.67680359,42.59970093,0.0
