Ols_Al_0_2,Ols_Ca_0_2,Ols_Fe_0_2,Ols_K_0_2,Ols_Mg_0_2,Ols_P_0_2,Ols_Al_2_6,Ols_Ca_2_6,Ols_Fe_2_6,Ols_K_2_6,Ols_Mg_2_6,Ols_P_2_6,H3A_Al_0_2,H3A_Ca_0_2,H3A_Fe_0_2,H3A_K_0_2,H3A_Mg_0_2,H3A_P_0_2,H3A_Al_2_6,H3A_Ca_2_6,H3A_Fe_2_6,H3A_K_2_6,H3A_Mg_2_6,H3A_P_2_6,M3_Al_0_2,M3_Ca_0_2,M3_Fe_0_2,M3_K_0_2,M3_Mg_0_2,M3_P_0_2,M3_Al_2_6,M3_Ca_2_6,M3_Fe_2_6,M3_K_2_6,M3_Mg_2_6,M3_P_2_6,TOC_0_2,IC_0_2,TN_0_2,TOC_2_6,IC_2_6,TN_2_6
0.655521989,74.05079651,0.685104012,189.7769928,55.9571991,5.151010036,0.616967022,64.30529785,0.576466978,148.0709991,49.56330109,3.131489992,60.90670013,1992.680054,4.715720177,61.89429855,59.63690186,3.693559885,58.77019882,2044.02002,4.472780228,49.47949982,59.68040085,1.940539956,315.7520142,3487.780029,40.71360016,423.5299988,219.3659973,15.31050014,354.4949951,3494.310059,53.9090004,390.6929932,213.6289978,9.116959572,209.2519989,67.90799713,37.72259903,198.1439972,79.46510315,41.00780106
1.249429941,89.20690155,1.420359969,208.6260071,44.44749832,5.620019913,1.428719997,89.78450012,1.491719961,179.4750061,43.8144989,3.879460096,41.42490005,2081.050049,3.728820086,60.80239868,54.91270065,1.365569949,46.73490143,2095.97998,4.364250183,50.07799911,52.62639999,1.286239982,266.9389954,3764.669922,47.85749817,440.0610046,203.8049927,13.84309959,310.1600037,3792.26001,60.91559982,407.677002,199.8990021,9.446430206,218.6750031,76.69650269,39.46580124,206.0890045,88.98329926,42.45999908
0.526808977,72.02469635,0.564593971,185.1410065,57.53160095,5.107049942,0.48368001,59.60089874,0.486571997,136.7929993,47.70119858,2.843349934,71.51940155,1948.01001,4.956860065,63.81100082,62.00059891,4.445580006,68.79129791,1998.290039,5.301099777,50.72729874,63.52289963,2.408620119,348.4750061,3336.570068,41.7580986,428.4630127,233.7649994,16.37989998,398.6659851,3375.879883,54.72610092,392.3160095,234.8130035,9.340709686,209.802002,65.18669891,37.92639923,193.1880035,78.13469696,40.17369843
0.735194981,75.0401001,0.697802007,193.2279968,55.3769989,5.064730167,0.657464027,66.00769806,0.615176022,154.1329956,52.38660049,3.269659996,60.16220093,1992.709961,4.620940208,62.63389969,59.5943985,3.651690006,58.22579956,2044.170044,4.47988987,49.47689819,58.85150146,1.987890005,315.598999,3498.370117,41.21039963,427.4150085,220.529007,15.07989979,359.9060059,3505.860107,54.3891983,392.29599,211.3220062,9.134449959,212.7830048,68.27050018,37.31919861,198.8899994,79.0318985,41.26710129
1.213610053,89.62020111,1.367249966,209.8869934,44.67779922,5.695330143,1.371490002,88.85250092,1.474830031,177.9629974,43.83000183,3.888819933,42.55749893,2080.429932,3.816289902,60.89049911,55.93199921,1.546869993,48.15940094,2093.48999,4.543940067,50.08860016,53.19060135,1.3046,271.7420044,3768.899902,48.08760071,442.6669922,209.0800018,14.09300041,322.3179932,3791.850098,61.23120117,408.5450134,203.9499969,9.483469963,218.8059998,77.67810059,39.46960068,207.4579926,89.66369629,42.50859833
0.78174299,74.2365036,0.828454018,180.3690033,48.80820084,4.299670219,0.696976006,73.51029968,0.820602,164.0420074,51.55469894,3.441040039,65.57219696,1973.23999,4.787509918,62.70100021,60.57040024,3.716880083,64.99060059,2020.219971,4.974199772,49.99679947,61.94979858,2.064690113,322.6579895,3503.800049,42.45230103,434.4079895,229.6130066,15.23120022,388.4689941,3514.439941,57.42810059,398.7770081,232.1459961,9.241820335,219.2519989,68.88510132,39.73149872,200.7700043,81.37030029,42.90140152
0.876164019,79.03250122,0.961598992,188.5980072,48.76860046,4.627049923,0.753527999,76.9355011,0.867703021,165.3890076,49.49229813,3.447809935,60.64789963,2001.75,4.603059769,62.84289932,60.82120132,3.54411006,60.01890182,2043.689941,4.854310036,49.82389832,61.85990143,1.912879944,314.4070129,3595.590088,43.28699875,439.7390137,230.5149994,15.33220005,376.3959961,3586.280029,59.5442009,400.9219971,233.727005,9.143059731,222.8820038,72.16349792,40.52909851,205.4550018,81.86100006,43.35210037
1.137639999,91.75740051,1.308509946,217.9929962,48.39929962,6.596570015,1.228549957,87.90149689,1.550269961,175.2949982,44.03160095,4.100679874,45.77180099,2089.330078,4.211289883,61.37799835,61.79999924,2.057159901,50.49319839,2085.459961,5.501639843,50.19630051,57.7458992,1.461789966,284.6319885,3772.300049,51.59769821,457.651001,232.9579926,15.5880003,356.348999,3786.419922,63.9701004,415.0119934,223.4779968,10.34840012,220.2899933,85.52339935,39.53319931,218.7899933,94.28820038,42.88280106
1.153599977,91.4016037,1.284780025,216.5299988,47.36009979,6.334499836,1.272580028,88.25640106,1.535820007,176.2019958,43.97639847,4.043360233,44.88759995,2087.76001,4.090509892,61.25009918,60.17269897,1.909250021,50.30339813,2087.469971,5.251619816,50.167099,56.33430099,1.406430006,281.4920044,3777.320068,50.61520004,454.1220093,226.5879974,15.17850018,348.2359924,3789.780029,63.29389954,413.6010132,218.1459961,10.05809975,219.8959961,83.68589783,39.51850128,216.2369995,93.28150177,42.80339813
0.394524992,67.873703,0.573791027,183.0209961,56.45750046,5.262889862,0.340032995,53.32120132,0.319761008,129.0720062,47.3852005,2.797260046,58.39820099,2005.530029,5.1386199,64.17620087,61.35689926,3.844120026,56.62969971,2042.619995,4.929279804,50.8260994,56.94520187,2.118849993,347.1820068,3558.159912,39.75859833,428.9689941,225.0740051,16.80080032,382.2820129,3503.72998,51.23320007,392.8259888,199.1320038,9.917220116,211.4819946,65.48179626,38.0951004,201.904007,76.93489838,40.60359955
