M3_Al_0_2,M3_Ca_0_2,M3_Fe_0_2,M3_K_0_2,M3_Mg_0_2,M3_P_0_2,M3_Al_2_6,M3_Ca_2_6,M3_Fe_2_6,M3_K_2_6,M3_Mg_2_6,M3_P_2_6,TOC_0_2,IC_0_2,TN_0_2,TOC_2_6,IC_2_6,TN_2_6,Zone_1,Zone_2,Zone_3,Zone_4,PhosphorusTreatment
335.8640137,3105.379883,62.82910156,468.8630066,190.6369934,16.92429924,318.8770142,3277.399902,65.87220001,413.3890076,172.5639954,9.367420197,179.3589935,48.32210159,20.5442009,151.1289978,63.31909943,20.81959915,1,0,0,0,11.3
171.0500031,3384.199951,39.03020096,546.3179932,170.8450012,7.391620159,181.2890015,3141.76001,52.56200027,419.625,150.7030029,4.671599865,172.2400055,57.82899857,19.88260078,157.9559937,69.27480316,21.43670082,0,0,0,1,33.8
397.1549988,3557.77002,53.82289886,540.1669922,161.5249939,14.60400009,385.8649902,3571.530029,65.67179871,450.9719849,159.3540039,7.517910004,163.3500061,65.71019745,20.25849915,146.9790039,82.47389984,17.85059929,0,0,0,1,0.0
301.2279968,2492.689941,64.21549988,326.6080017,202.470993,21.56399918,275.1849976,2606.27002,70.76499939,278.651001,189.5160065,11.38980007,166.8820038,37.01810074,16.93779945,141.8789978,48.88460159,15.62170029,1,0,0,0,33.8
191.2920074,3086.360107,44.53279877,472.4869995,177.4340057,11.26179981,169.7369995,3123.360107,54.44459915,391.5029907,175.4149933,6.666629791,163.9120026,51.11230087,18.49850082,149.375,62.86909866,18.80540085,1,0,0,0,33.8
201.1179962,2688.439941,47.93470001,405.572998,188.5399933,15.51990032,150.8099976,2707.600098,57.15579987,315.5270081,184.1849976,8.731769562,170.595993,42.45240021,16.96829987,146.529007,53.41410065,16.69680023,1,0,0,0,0.0
345.8510132,2597.899902,67.03690338,396.256012,204.7669983,20.74230003,312.901001,2648.030029,74.70490265,293.5169983,186.1849976,10.27840042,182.8679962,39.24950027,17.04269981,144.2749939,51.39289856,16.66399956,0,0,0,1,22.5
288.6910095,2551.330078,60.60850143,340.2109985,195.7550049,19.85129929,250.526001,2638.830078,68.49369812,284.2449951,188.1289978,10.60900021,158.4210052,38.41999817,16.80500031,139.7489929,50.49499893,15.12800026,1,0,0,0,0.0
376.723999,3535.709961,52.39960098,544.072998,163.8450012,13.99489975,370.3269958,3301.149902,66.78919983,415.1380005,149.8809967,7.011740208,162.1100006,65.06390381,20.06819916,146.0140076,81.49610138,17.91550064,0,0,0,1,0.0
275.7850037,3436.199951,44.74850082,543.5449829,162.4420013,11.86030006,245.7559967,3543.189941,49.8689003,481.5379944,160.6170044,7.887869835,172.1239929,57.95130157,20.43740082,153.9759979,70.94940186,21.42609978,0,0,0,1,0.0
256.7080078,2622.72998,54.94139862,375.6910095,191.5079956,17.57729912,211.5059967,2675.939941,64.08300018,299.7279968,184.6909943,9.651049614,166.6990051,40.50839996,16.82589912,142.746994,51.84109879,15.70069981,1,0,0,0,22.5
431.2739868,2511.939941,82.65299988,379.0780029,211.3569946,25.0855999,408.8259888,2617.25,87.00340271,283.1640015,187.1100006,12.01430035,184.9859924,36.66159821,17.07749939,142.9880066,49.38890076,16.63750076,0,0,0,1,33.8
259.4590149,3449.580078,47.62039948,483.4819946,173.7019958,10.60579967,290.8670044,3165.790039,61.78150177,396.5280151,148.5639954,4.918479919,148.7440033,57.93899918,20.12579918,147.4349976,70.16880035,17.66069984,1,0,0,0,11.3
277.3349915,2480.300049,67.88659668,339.2590027,207.1470032,22.98250008,249.3300018,2616.429932,72.95149994,284.1830139,189.375,12.15919971,170.7070007,37.46820068,16.42200089,143.3090057,48.26079941,15.96940041,1,0,0,0,33.8
254.7059937,3416.719971,43.66350174,533.0289917,162.4620056,10.68929958,234.9689941,3540.340088,49.6067009,477.6619873,161.8249969,7.482540131,168.298996,57.94540024,20.42180061,152.9700012,70.50779724,21.14069939,0,0,0,1,11.3
