H3A_Al_0_2,H3A_Ca_0_2,H3A_Fe_0_2,H3A_K_0_2,H3A_Mg_0_2,H3A_P_0_2,H3A_Al_2_6,H3A_Ca_2_6,H3A_Fe_2_6,H3A_K_2_6,H3A_Mg_2_6,H3A_P_2_6,TOC_0_2,IC_0_2,TN_0_2,TOC_2_6,IC_2_6,TN_2_6,Zone_1,Zone_2,Zone_3,Zone_4,PhosphorusTreatment
35.08530045,2134.620117,4.56306982,68.58249664,42.70299911,3.530879974,40.53030014,2119.47998,4.932159901,53.41799927,40.36289978,1.741529942,220.4909973,104.7979965,136.3220062,209.3789978,116.9710007,48.7201004,0,0,0,1,16.9
38.24319839,1985.810059,4.344449997,65.94550323,41.10390091,2.3613801,45.11569977,1996.079956,4.984960079,54.97470093,38.6189003,1.648599982,227.1459961,98.71820068,41.01589966,231.3359985,115.3610001,41.59280014,0,0,0,1,0.0
41.07649994,2108.22998,4.625889778,67.78160095,39.72399902,2.357209921,45.98799896,2113.709961,5.095990181,50.45439911,37.15219879,1.502889991,210.0570068,100.3089981,136.6340027,196.0010071,108.677002,40.08879852,0,0,0,1,0.0
41.01509857,2115.919922,4.674890041,66.57559967,39.71860123,2.21333003,45.6739006,2103.300049,5.103109837,50.29589844,37.39459991,1.505769968,209.3300018,100.0780029,132.8170013,197.6690063,109.5510025,39.83769989,1,0,0,0,0.0
41.03820038,2112.909912,4.657800198,66.93699646,39.71490097,2.247489929,45.76890182,2106.620117,5.100689888,50.31190109,37.2737999,1.504279971,209.6009979,100.064003,133.9389954,197.3379974,109.2490005,39.91619873,1,0,0,0,0.0
35.30319977,2034.119995,4.512479782,67.89240265,42.49760056,2.600739956,40.30540085,2015.150024,4.93637991,53.80410004,40.46220016,1.642259955,233.0059967,96.74949646,43.22710037,223.9290009,113.737999,41.67570114,1,0,0,0,22.5
51.5,2012.5,4.457230091,66.25810242,41.82970047,3.636159897,55.92139816,2034.689941,4.688310146,49.11589813,36.16389847,1.709360003,246.2120056,93.06510162,41.49300003,213.0590057,106.0479965,38.23609924,0,0,0,1,16.9
46.65980148,2101.320068,4.547460079,65.0535965,41.44060135,5.246729851,54.59980011,2128.540039,4.969079971,48.19279861,36.94910049,1.823709965,237.6860046,96.2661972,36.7594986,209.427002,108.6699982,31.1685009,1,0,0,0,0.0
41.09400177,2107.090088,4.641620159,67.26689911,39.71269989,2.289750099,45.91899872,2106.659912,5.098309994,50.36869812,37.18519974,1.503379941,209.8359985,99.93289948,135.022995,197.0070038,108.9250031,39.9917984,1,0,0,0,0.0
47.83409882,2085.780029,4.505589962,67.73220062,39.72449875,2.29531002,51.6780014,2103.780029,4.945710182,49.83990097,36.01860046,1.57201004,215.371994,97.60649872,136.6549988,198.177002,107.2600021,40.65319824,0,0,0,1,0.0
38.2120018,2144.379883,4.579030037,67.76069641,42.44520187,5.072219849,44.89429855,2145.23999,4.980390072,50.39120102,39.24750137,1.886450052,238.0679932,101.6520004,39.06520081,215.7940063,115.4749985,36.06259918,1,0,0,0,0.0
42.53779984,1959.920044,4.459589958,67.35900116,40.50709915,2.1489501,48.60960007,1993.920044,4.877099991,50.80170059,36.65890121,1.480260015,220.1829987,90.2940979,137.3370056,208.4920044,104.5820007,43.99300003,1,0,0,0,0.0
50.51340103,1933.069946,4.35145998,65.0687027,41.43090057,2.048409939,54.18259811,1957.939941,4.680789948,52.3064003,35.84569931,1.623100042,245.5500031,94.41480255,43.21820068,220.9680023,105.9960022,37.87279892,1,0,0,0,22.5
50.90019989,1830.439941,4.083720207,62.12609863,38.90420151,1.529320002,60.08879852,1908.22998,4.773869991,50.82600021,34.84469986,1.489799976,222.1970062,86.96569824,131.7070007,210.4640045,103.1110001,48.55369949,1,0,0,0,0.0
48.41790009,2078.189941,4.560719967,64.89620209,41.41199875,5.295889854,56.15610123,2108.620117,4.96600008,48.44960022,36.78229904,1.796409965,238.1040039,96.45939636,36.80110168,209.878006,108.6090012,31.21759987,0,0,0,1,0.0
45.14780045,1981.849976,4.373620033,68.11840057,42.02149963,2.869689941,50.24900055,2008.5,4.680840015,51.40599823,37.0284996,1.67584002,246.7949982,92.2798996,41.71300125,215.8710022,107.4179993,38.75870132,1,0,0,0,16.9
38.48550034,2008.51001,4.52835989,66.99859619,42.28079987,2.664930105,43.94710159,2014.040039,4.93625021,53.21060181,39.32659912,1.619889975,233.9380035,94.57230377,43.48600006,223.2879944,109.6650009,41.62519836,1,0,0,0,22.5
35.43880081,2162.699951,4.763060093,64.85410309,41.85820007,2.741839886,36.82450104,2004.390015,5.008250237,52.10129929,41.49020004,1.712859988,225.7189941,99.70570374,40.31539917,212.9799957,116.8270035,40.63130188,0,0,0,1,0.0
39.38539886,1964.540039,4.112619877,67.49530029,41.4897995,2.139659882,46.22320175,1978.550049,4.907859802,55.95280075,38.89400101,1.626760006,228.7799988,99.12159729,41.85400009,226.1390076,114.0719986,41.76340103,0,0,0,1,28.2
41.83119965,1948.829956,4.490429878,67.15339661,40.4272995,2.151730061,47.95510101,1983.530029,4.877270222,50.79050064,36.53549957,1.483360052,219.9609985,89.75779724,137.5919952,209.4120026,104.5650024,43.99359894,1,0,0,0,0.0
43.58470154,2005.73999,4.50744009,65.93319702,42.41360092,3.268719912,49.26570129,2032.630005,4.761250019,49.79560089,37.74319839,1.692420006,244.7120056,90.74700165,42.2969017,215.7539978,106.1920013,35.23720169,1,0,0,0,0.0
42.53089905,1979.52002,4.422989845,68.04720306,40.81290054,2.176009893,48.2737999,2010.01001,4.875609875,50.91210175,37.42509842,1.474589944,221.1860046,90.26339722,135.8930054,208.9790039,104.8980026,43.9734993,1,0,0,0,0.0
38.75130081,2118.22998,4.526239872,67.63700104,42.57559967,4.544640064,44.95320129,2120.360107,4.937059879,51.07659912,39.21969986,1.863170028,237.2160034,100.2870026,40.29090118,217.2879944,113.5250015,37.6228981,1,0,0,0,16.9
38.10290146,2159.52002,4.460869789,68.00389862,42.95959854,4.522049904,45.05810165,2156.949951,4.914700031,51.23210144,39.36729813,1.981690049,236.1360016,103.5309982,38.26330185,216.1439972,118.0289993,37.5428009,1,0,0,0,16.9
